vader_compound,vader_pos,vader_neg,vader_neu,Verified,Type Of Traveller,Seat Type,review_length,Recommended
0.93,0.139,0.026,0.835,True,Family Leisure,Business Class,682,1
0.4417,0.131,0.069,0.8,True,Family Leisure,Business Class,195,0
0.0236,0.108,0.104,0.788,True,Solo Leisure,Economy Class,1247,0
0.5043,0.061,0.048,0.89,True,Business,Economy Class,827,0
-0.8528,0.03,0.099,0.87,True,Business,Business Class,694,0
0.9246,0.205,0.0,0.795,True,Couple Leisure,Economy Class,305,1
0.6465,0.186,0.125,0.689,True,Family Leisure,Economy Class,267,1
0.979,0.152,0.036,0.813,True,Couple Leisure,Economy Class,1095,1
-0.9345,0.058,0.146,0.796,True,Family Leisure,Business Class,966,0
0.8953,0.217,0.0,0.783,True,Solo Leisure,Business Class,226,1
0.9371,0.283,0.0,0.717,True,Solo Leisure,Economy Class,209,1
-0.862,0.044,0.201,0.755,True,Couple Leisure,Economy Class,327,0
-0.5072,0.082,0.111,0.807,True,Solo Leisure,Economy Class,524,0
0.796,0.168,0.0,0.832,True,Couple Leisure,Economy Class,217,1
0.9474,0.308,0.0,0.692,True,Solo Leisure,Economy Class,222,1
0.623,0.045,0.031,0.924,True,Family Leisure,Economy Class,725,0
-0.8781,0.076,0.143,0.782,True,Family Leisure,Economy Class,668,0
-0.9597,0.048,0.126,0.826,True,Business,Business Class,1305,0
0.9073,0.169,0.088,0.743,True,Solo Leisure,Business Class,507,1
0.9477,0.297,0.0,0.703,False,Business,Economy Class,219,1
0.8605,0.107,0.016,0.877,True,Solo Leisure,Economy Class,608,1
0.976,0.366,0.0,0.634,True,Family Leisure,Economy Class,240,1
0.0258,0.024,0.024,0.952,True,Family Leisure,Economy Class,945,0
0.4199,0.056,0.047,0.897,True,Couple Leisure,Economy Class,1358,0
0.1585,0.1,0.076,0.823,True,Solo Leisure,Economy Class,1051,0
0.9302,0.188,0.111,0.701,False,Couple Leisure,Economy Class,774,1
0.814,0.184,0.093,0.723,True,Solo Leisure,Economy Class,360,1
0.7867,0.056,0.049,0.894,True,Solo Leisure,Business Class,2058,0
-0.9253,0.045,0.189,0.766,True,Family Leisure,Business Class,375,0
-0.9289,0.01,0.076,0.914,True,Family Leisure,Economy Class,1241,0
0.9366,0.143,0.0,0.857,False,Solo Leisure,Business Class,642,1
0.961,0.253,0.03,0.717,True,Couple Leisure,Economy Class,425,1
0.8638,0.079,0.056,0.865,False,Family Leisure,Economy Class,1553,0
0.9895,0.208,0.041,0.751,True,Solo Leisure,Economy Class,1076,1
0.9325,0.076,0.048,0.876,True,Family Leisure,Economy Class,2852,0
0.8121,0.109,0.027,0.864,True,Solo Leisure,Economy Class,688,1
0.9052,0.144,0.04,0.815,True,Business,Economy Class,581,1
0.9183,0.169,0.06,0.771,True,Solo Leisure,Business Class,624,1
0.9545,0.256,0.024,0.72,True,Solo Leisure,Economy Class,319,1
-0.7826,0.063,0.102,0.835,True,Solo Leisure,Economy Class,603,0
0.7003,0.055,0.027,0.918,True,Business,Economy Class,896,1
-0.5862,0.026,0.068,0.906,True,Family Leisure,Economy Class,1040,0
0.9337,0.178,0.0,0.822,True,Family Leisure,Economy Class,484,1
0.4404,0.05,0.0,0.95,False,Family Leisure,Economy Class,266,0
-0.8495,0.032,0.173,0.795,False,Business,Economy Class,343,0
0.7345,0.091,0.0,0.909,True,Couple Leisure,Economy Class,317,1
-0.9552,0.033,0.117,0.85,True,Couple Leisure,Economy Class,988,0
0.2946,0.07,0.066,0.864,True,Couple Leisure,Economy Class,1487,0
-0.5423,0.057,0.138,0.805,True,Solo Leisure,Economy Class,178,0
-0.4529,0.086,0.121,0.793,True,Solo Leisure,Economy Class,266,0
-0.8791,0.047,0.156,0.797,True,Couple Leisure,Economy Class,430,0
-0.9022,0.0,0.212,0.788,False,Couple Leisure,Economy Class,268,0
-0.9063,0.0,0.111,0.889,False,Couple Leisure,Economy Class,458,0
-0.6249,0.0,0.095,0.905,False,Family Leisure,Economy Class,209,0
0.1956,0.04,0.041,0.919,False,Family Leisure,Economy Class,1634,0
-0.5859,0.0,0.062,0.938,False,Solo Leisure,Economy Class,364,0
-0.9901,0.092,0.221,0.687,False,Family Leisure,Economy Class,1220,0
-0.9741,0.038,0.103,0.859,True,Couple Leisure,Business Class,1580,0
-0.9622,0.0,0.279,0.721,True,Business,Economy Class,346,0
-0.9466,0.009,0.062,0.93,True,Couple Leisure,Economy Class,2122,0
-0.9062,0.0,0.291,0.709,True,Solo Leisure,Economy Class,174,0
-0.4767,0.025,0.059,0.916,True,Solo Leisure,Economy Class,402,0
-0.8319,0.031,0.228,0.741,True,Business,Economy Class,295,0
0.4404,0.037,0.037,0.926,True,Business,Economy Class,1231,0
-0.7382,0.031,0.128,0.842,True,Couple Leisure,Economy Class,322,0
-0.6124,0.088,0.162,0.75,True,Solo Leisure,Economy Class,304,0
-0.4456,0.031,0.145,0.824,True,Business,Economy Class,268,0
-0.7813,0.046,0.099,0.856,True,Family Leisure,Economy Class,581,0
0.1027,0.254,0.145,0.601,True,Solo Leisure,Economy Class,216,0
0.2732,0.124,0.078,0.798,True,Couple Leisure,Economy Class,191,1
-0.128,0.05,0.082,0.868,True,Business,Economy Class,219,0
-0.6172,0.074,0.162,0.764,True,Solo Leisure,Economy Class,270,0
-0.2732,0.078,0.141,0.781,True,Couple Leisure,Economy Class,155,0
-0.5224,0.054,0.085,0.862,True,Family Leisure,Economy Class,963,0
0.1862,0.042,0.06,0.898,True,Business,Economy Class,408,0
0.9682,0.339,0.0,0.661,True,Solo Leisure,Economy Class,258,1
0.3853,0.056,0.063,0.881,True,Solo Leisure,Economy Class,927,0
-0.69,0.044,0.146,0.809,True,Couple Leisure,Economy Class,299,0
-0.9568,0.0,0.417,0.583,True,Business,Economy Class,186,0
-0.0567,0.05,0.07,0.88,True,Business,Economy Class,285,0
-0.8463,0.0,0.184,0.816,True,Business,Economy Class,300,0
0.0,0.062,0.062,0.877,True,Couple Leisure,Economy Class,438,0
0.8323,0.229,0.069,0.702,False,Solo Leisure,Economy Class,247,1
0.5504,0.042,0.021,0.937,False,Couple Leisure,Economy Class,791,0
-0.9606,0.02,0.186,0.794,False,Solo Leisure,Economy Class,548,0
-0.8034,0.056,0.131,0.813,False,Solo Leisure,Economy Class,443,0
0.9778,0.414,0.0,0.586,False,Solo Leisure,Economy Class,318,1
-0.4205,0.066,0.131,0.803,False,Solo Leisure,Economy Class,399,0
0.9055,0.228,0.0,0.772,False,Solo Leisure,Economy Class,298,1
-0.4574,0.0,0.045,0.955,False,Unknown,Economy Class,544,0
-0.7506,0.034,0.138,0.829,False,Unknown,Economy Class,324,0
0.7161,0.112,0.066,0.821,False,Unknown,Economy Class,404,1
0.0,0.0,0.0,1.0,False,Unknown,Economy Class,223,1
0.9081,0.146,0.042,0.812,False,Unknown,Economy Class,509,1
-0.9103,0.033,0.132,0.835,False,Unknown,Economy Class,847,0
-0.6103,0.0,0.049,0.951,False,Unknown,Economy Class,485,0
0.1027,0.046,0.05,0.904,False,Unknown,Economy Class,674,0
0.7964,0.201,0.042,0.757,False,Unknown,Economy Class,192,1
0.1779,0.035,0.026,0.939,False,Unknown,Economy Class,354,1
0.9409,0.392,0.0,0.608,False,Unknown,Economy Class,192,1
0.6643,0.128,0.0,0.872,False,Unknown,Economy Class,286,1
0.509,0.115,0.073,0.812,False,Unknown,Economy Class,401,1
0.5548,0.139,0.119,0.741,False,Unknown,Unknown,385,0
0.3344,0.08,0.069,0.851,False,Unknown,Unknown,1112,0
0.6786,0.108,0.058,0.834,False,Unknown,Unknown,309,0
0.8155,0.232,0.0,0.768,False,Unknown,Unknown,181,0
-0.8832,0.0,0.086,0.914,False,Unknown,Unknown,747,0
-0.9067,0.029,0.125,0.846,False,Unknown,Unknown,643,0
0.9392,0.386,0.046,0.567,False,Unknown,Unknown,191,0
0.4501,0.072,0.061,0.867,False,Unknown,Unknown,435,0
-0.8186,0.061,0.144,0.795,False,Unknown,Unknown,541,0
-0.9288,0.087,0.179,0.734,False,Unknown,Unknown,710,0
0.8802,0.148,0.071,0.782,False,Unknown,Unknown,592,0
0.9629,0.219,0.067,0.713,False,Unknown,Unknown,608,0
0.9629,0.219,0.067,0.713,False,Unknown,Unknown,608,0
0.9781,0.318,0.026,0.656,False,Unknown,Unknown,374,0
0.9781,0.318,0.026,0.656,False,Unknown,Unknown,374,0
-0.6956,0.055,0.098,0.847,False,Unknown,Unknown,631,0
-0.6956,0.055,0.098,0.847,False,Unknown,Unknown,631,0
0.9817,0.418,0.02,0.562,False,Unknown,Unknown,256,0
0.9817,0.418,0.02,0.562,False,Unknown,Unknown,256,0
0.7784,0.164,0.071,0.765,False,Unknown,Unknown,333,0
0.7784,0.164,0.071,0.765,False,Unknown,Unknown,333,0
0.9244,0.125,0.0,0.875,False,Unknown,Unknown,617,0
0.9244,0.125,0.0,0.875,False,Unknown,Unknown,617,0
0.8527,0.095,0.059,0.846,False,Unknown,Unknown,1103,0
0.8527,0.095,0.059,0.846,False,Unknown,Unknown,1103,0
-0.6758,0.054,0.096,0.85,False,Solo Leisure,Economy Class,609,0
-0.5252,0.105,0.13,0.765,True,Solo Leisure,Business Class,931,0
0.9843,0.315,0.045,0.64,True,Solo Leisure,Economy Class,428,1
-0.8807,0.0,0.097,0.903,True,Solo Leisure,Economy Class,639,0
-0.7704,0.087,0.116,0.797,True,Couple Leisure,Premium Economy,1054,0
0.2141,0.112,0.097,0.791,True,Solo Leisure,Economy Class,260,1
0.9821,0.218,0.014,0.768,True,Solo Leisure,Economy Class,652,1
-0.4389,0.0,0.087,0.913,True,Solo Leisure,Economy Class,200,0
-0.8155,0.074,0.163,0.764,True,Solo Leisure,Business Class,472,0
0.8177,0.091,0.038,0.872,True,Couple Leisure,Economy Class,630,0
-0.7869,0.051,0.102,0.847,False,Family Leisure,Economy Class,813,0
-0.9004,0.066,0.171,0.763,True,Family Leisure,Economy Class,515,0
-0.9535,0.034,0.184,0.782,False,Family Leisure,Economy Class,535,0
-0.9356,0.046,0.306,0.648,True,Family Leisure,Economy Class,213,0
-0.8807,0.038,0.145,0.817,True,Solo Leisure,Economy Class,442,1
-0.6767,0.036,0.081,0.883,False,Family Leisure,Economy Class,892,0
-0.8312,0.0,0.156,0.844,True,Family Leisure,Economy Class,296,0
0.924,0.114,0.078,0.808,True,Solo Leisure,Premium Economy,1287,0
-0.8967,0.011,0.059,0.93,True,Solo Leisure,Economy Class,1200,0
-0.9695,0.032,0.116,0.852,True,Solo Leisure,Economy Class,1184,0
0.8999,0.273,0.046,0.682,True,Business,Economy Class,212,1
0.9705,0.375,0.047,0.578,False,Couple Leisure,Economy Class,225,1
0.8951,0.094,0.051,0.855,True,Business,Economy Class,1615,0
0.9681,0.4,0.0,0.6,True,Family Leisure,Economy Class,232,1
-0.942,0.094,0.184,0.721,True,Solo Leisure,First Class,717,0
0.5229,0.135,0.107,0.758,True,Solo Leisure,First Class,736,0
0.9889,0.178,0.084,0.738,True,Solo Leisure,Economy Class,1513,0
0.9042,0.259,0.0,0.741,True,Family Leisure,Economy Class,214,1
-0.8662,0.087,0.197,0.716,True,Couple Leisure,Economy Class,461,0
0.765,0.178,0.043,0.779,True,Solo Leisure,Business Class,254,1
-0.012,0.114,0.087,0.799,True,Solo Leisure,Business Class,327,1
0.7121,0.154,0.073,0.772,True,Solo Leisure,Economy Class,298,1
-0.8625,0.065,0.117,0.818,False,Family Leisure,Economy Class,1245,0
-0.7178,0.087,0.144,0.769,True,Solo Leisure,Economy Class,359,0
0.3415,0.124,0.1,0.776,False,Solo Leisure,Economy Class,246,1
-0.969,0.0,0.158,0.842,True,Family Leisure,Economy Class,715,0
0.5409,0.045,0.034,0.922,False,Couple Leisure,Economy Class,712,0
0.8687,0.159,0.029,0.811,True,Family Leisure,Economy Class,314,1
-0.2778,0.089,0.09,0.821,True,Family Leisure,Economy Class,442,0
-0.9734,0.013,0.15,0.837,True,Couple Leisure,Economy Class,992,0
0.9909,0.221,0.026,0.754,True,Solo Leisure,Economy Class,899,1
-0.4497,0.0,0.08,0.92,True,Solo Leisure,Economy Class,367,0
-0.8834,0.031,0.176,0.793,True,Family Leisure,Economy Class,474,0
0.8571,0.14,0.12,0.74,True,Solo Leisure,Economy Class,2263,0
0.9617,0.267,0.0,0.733,True,Solo Leisure,Economy Class,370,1
0.9351,0.295,0.047,0.657,True,Solo Leisure,Economy Class,281,1
0.9315,0.229,0.0,0.771,True,Family Leisure,Economy Class,367,1
-0.6009,0.057,0.081,0.863,True,Family Leisure,Economy Class,1175,0
-0.8432,0.049,0.076,0.875,False,Couple Leisure,Economy Class,1445,0
-0.8333,0.116,0.153,0.732,False,Family Leisure,Economy Class,690,0
0.9868,0.09,0.056,0.853,True,Couple Leisure,Economy Class,4043,0
0.9874,0.162,0.08,0.758,True,Family Leisure,Economy Class,1884,0
0.2349,0.102,0.107,0.791,True,Solo Leisure,Economy Class,2686,0
-0.5719,0.06,0.106,0.834,True,Family Leisure,Economy Class,419,0
-0.9944,0.033,0.158,0.809,True,Solo Leisure,First Class,2068,0
-0.8874,0.031,0.159,0.81,True,Couple Leisure,Economy Class,384,0
-0.9695,0.047,0.26,0.693,False,Couple Leisure,Economy Class,451,0
-0.92,0.081,0.169,0.75,True,Solo Leisure,Economy Class,734,0
-0.949,0.028,0.245,0.727,True,Couple Leisure,Economy Class,408,0
-0.91,0.035,0.198,0.767,False,Couple Leisure,Economy Class,365,0
-0.9834,0.0,0.27,0.73,True,Family Leisure,Economy Class,566,0
-0.9924,0.045,0.134,0.821,False,Couple Leisure,Economy Class,2469,0
-0.9647,0.017,0.126,0.857,True,Couple Leisure,Economy Class,1062,0
-0.9043,0.026,0.143,0.83,True,Solo Leisure,Economy Class,516,0
-0.9295,0.029,0.13,0.841,True,Solo Leisure,Economy Class,796,0
-0.5638,0.054,0.083,0.863,True,Family Leisure,Economy Class,964,0
0.5927,0.097,0.051,0.852,True,Solo Leisure,Economy Class,588,1
-0.8847,0.048,0.161,0.791,True,Couple Leisure,Economy Class,453,0
-0.8847,0.048,0.163,0.789,True,Family Leisure,Economy Class,453,0
-0.6239,0.045,0.085,0.87,False,Solo Leisure,Economy Class,627,0
-0.4588,0.0,0.06,0.94,True,Solo Leisure,Economy Class,299,0
0.8779,0.077,0.016,0.907,False,Solo Leisure,Economy Class,882,0
0.9881,0.147,0.067,0.786,True,Solo Leisure,Economy Class,2432,1
-0.8883,0.084,0.133,0.783,True,Business,Economy Class,973,0
-0.9054,0.028,0.101,0.871,True,Solo Leisure,Economy Class,718,0
0.9861,0.156,0.013,0.831,True,Solo Leisure,Economy Class,1405,1
0.8402,0.133,0.016,0.851,True,Couple Leisure,Business Class,531,1
-0.4335,0.069,0.106,0.825,True,Solo Leisure,Economy Class,886,0
0.9514,0.19,0.02,0.79,True,Solo Leisure,Economy Class,541,1
0.9912,0.337,0.019,0.645,True,Family Leisure,Business Class,576,1
0.9739,0.213,0.0,0.787,True,Family Leisure,Economy Class,535,1
0.0243,0.058,0.072,0.871,True,Solo Leisure,Economy Class,300,1
-0.9817,0.036,0.166,0.799,True,Solo Leisure,Economy Class,1203,0
-0.9938,0.047,0.202,0.751,True,Business,Economy Class,1487,0
0.2469,0.09,0.073,0.836,True,Family Leisure,Economy Class,272,0
-0.7291,0.073,0.159,0.768,True,Business,Business Class,347,0
0.959,0.184,0.043,0.773,True,Solo Leisure,Economy Class,623,1
-0.9062,0.033,0.171,0.796,True,Solo Leisure,Economy Class,368,0
-0.9297,0.01,0.125,0.865,True,Solo Leisure,Economy Class,794,0
-0.9617,0.0,0.329,0.671,True,Family Leisure,Economy Class,255,0
0.9651,0.099,0.056,0.845,True,Solo Leisure,Economy Class,2495,1
0.1431,0.043,0.049,0.908,True,Couple Leisure,Economy Class,971,0
-0.8788,0.043,0.118,0.839,True,Family Leisure,Economy Class,602,0
0.9604,0.332,0.0,0.668,True,Business,First Class,243,1
-0.9188,0.009,0.115,0.876,True,Business,Economy Class,758,0
0.9475,0.294,0.0,0.706,True,Family Leisure,Economy Class,270,1
0.4738,0.116,0.079,0.805,True,Business,Economy Class,263,1
-0.902,0.0,0.151,0.849,False,Solo Leisure,Economy Class,466,1
0.8516,0.075,0.041,0.884,False,Solo Leisure,Business Class,1699,0
0.4767,0.063,0.035,0.902,True,Family Leisure,Business Class,685,0
0.9918,0.151,0.032,0.817,False,Solo Leisure,Business Class,1637,1
0.9084,0.176,0.108,0.715,False,Business,Business Class,673,1
0.3384,0.063,0.065,0.872,False,Couple Leisure,Business Class,1411,0
-0.7304,0.048,0.089,0.863,True,Business,Business Class,748,0
-0.6164,0.162,0.173,0.666,True,Couple Leisure,Business Class,821,1
0.9928,0.22,0.062,0.717,True,Couple Leisure,Business Class,1134,1
0.7646,0.221,0.095,0.684,True,Solo Leisure,Business Class,272,0
0.8751,0.082,0.046,0.872,True,Solo Leisure,Business Class,1038,1
-0.7334,0.069,0.189,0.741,True,Business,Business Class,211,0
-0.4983,0.066,0.088,0.846,True,Business,Business Class,1473,0
-0.9617,0.018,0.272,0.71,True,Business,Business Class,329,0
-0.3182,0.039,0.086,0.875,True,Business,Business Class,375,0
-0.8641,0.032,0.096,0.873,True,Business,Business Class,1059,0
0.9933,0.185,0.008,0.807,False,Couple Leisure,Business Class,1295,1
0.9333,0.168,0.083,0.749,False,Business,Business Class,751,1
0.9969,0.207,0.031,0.761,False,Family Leisure,Business Class,1935,1
-0.973,0.058,0.101,0.841,False,Couple Leisure,Business Class,3443,0
-0.4095,0.05,0.076,0.874,False,Business,Business Class,1177,0
-0.945,0.08,0.12,0.8,False,Couple Leisure,Business Class,1707,0
0.7992,0.092,0.069,0.839,False,Business,Business Class,800,0
0.9581,0.134,0.036,0.831,False,Family Leisure,Business Class,871,1
0.9988,0.168,0.031,0.802,False,Family Leisure,Business Class,3348,1
0.9961,0.203,0.059,0.738,False,Solo Leisure,Business Class,1825,1
-0.9711,0.0,0.314,0.686,False,Couple Leisure,Business Class,365,0
0.9831,0.14,0.039,0.821,False,Business,Business Class,1588,1
0.997,0.225,0.008,0.767,False,Couple Leisure,Business Class,1467,0
0.9942,0.26,0.046,0.693,False,Family Leisure,Business Class,1047,1
0.0018,0.095,0.086,0.819,False,Couple Leisure,Business Class,498,0
-0.1451,0.082,0.087,0.83,False,Couple Leisure,Business Class,2258,1
0.9829,0.325,0.0,0.675,False,Couple Leisure,Business Class,481,1
0.9981,0.236,0.042,0.721,False,Couple Leisure,Business Class,1801,1
0.8357,0.086,0.0,0.914,False,Couple Leisure,Business Class,498,1
0.9948,0.22,0.025,0.755,False,Couple Leisure,Business Class,1384,1
0.9066,0.121,0.099,0.78,False,Couple Leisure,Business Class,2298,0
0.8749,0.099,0.055,0.846,False,Business,Business Class,1032,1
0.9948,0.239,0.018,0.742,False,Couple Leisure,Business Class,1246,1
0.9943,0.129,0.061,0.81,False,Business,Business Class,3414,1
0.9756,0.131,0.074,0.795,False,Business,Business Class,1573,0
0.9022,0.195,0.0,0.805,False,Solo Leisure,Business Class,268,1
0.4767,0.103,0.102,0.795,False,Business,Business Class,675,0
0.9941,0.314,0.031,0.655,False,Business,Business Class,725,1
0.5499,0.111,0.073,0.817,False,Couple Leisure,Business Class,350,1
0.9968,0.146,0.037,0.817,False,Couple Leisure,Business Class,2777,1
0.9878,0.259,0.019,0.722,False,Couple Leisure,Business Class,571,1
-0.888,0.083,0.159,0.758,False,Couple Leisure,Business Class,520,0
0.9757,0.335,0.0,0.665,False,Family Leisure,Business Class,287,1
-0.9434,0.041,0.092,0.867,False,Business,Economy Class,1760,0
0.9781,0.105,0.035,0.859,False,Couple Leisure,Economy Class,1715,1
0.9885,0.444,0.0,0.556,False,Couple Leisure,Economy Class,325,1
-0.8097,0.068,0.16,0.772,False,Couple Leisure,Business Class,352,1
0.1036,0.034,0.043,0.923,False,Business,Business Class,905,1
-0.7714,0.036,0.069,0.895,False,Solo Leisure,Economy Class,957,0
0.9571,0.12,0.022,0.858,False,Business,Business Class,1103,1
0.9869,0.139,0.0,0.861,False,Solo Leisure,Economy Class,1576,1
0.9967,0.129,0.026,0.845,False,Solo Leisure,Business Class,3415,1
0.9618,0.17,0.033,0.797,False,Couple Leisure,Economy Class,660,1
-0.9546,0.038,0.18,0.781,False,Couple Leisure,Economy Class,587,0
0.9849,0.213,0.0,0.787,False,Family Leisure,Economy Class,680,1
0.8363,0.061,0.023,0.916,False,Solo Leisure,Economy Class,1039,0
-0.6501,0.124,0.152,0.724,False,Business,Business Class,806,0
-0.5482,0.095,0.128,0.777,False,Business,Business Class,740,0
0.9886,0.23,0.054,0.716,False,Solo Leisure,Economy Class,911,1
0.9153,0.234,0.036,0.73,False,Solo Leisure,Economy Class,317,1
0.8919,0.123,0.04,0.837,False,Solo Leisure,Business Class,1163,1
0.9855,0.425,0.0,0.575,False,Solo Leisure,Economy Class,290,1
-0.4767,0.036,0.1,0.864,False,Solo Leisure,Economy Class,382,0
-0.758,0.068,0.114,0.819,False,Family Leisure,Economy Class,670,0
0.4276,0.073,0.083,0.844,False,Couple Leisure,Economy Class,1735,0
0.9639,0.234,0.037,0.729,False,Solo Leisure,Economy Class,550,1
0.981,0.354,0.025,0.621,False,Solo Leisure,Economy Class,423,1
0.9808,0.245,0.0,0.755,False,Solo Leisure,Premium Economy,585,1
-0.9699,0.044,0.098,0.859,False,Couple Leisure,Economy Class,2286,0
0.9459,0.19,0.04,0.77,False,Business,Economy Class,527,1
0.935,0.073,0.026,0.901,False,Family Leisure,Business Class,1303,0
-0.9118,0.033,0.1,0.866,False,Family Leisure,Economy Class,1059,0
-0.5859,0.0,0.03,0.97,False,Solo Leisure,Economy Class,891,0
0.9633,0.159,0.034,0.806,False,Family Leisure,Business Class,623,0
0.8011,0.048,0.016,0.936,False,Couple Leisure,Economy Class,1235,0
0.2023,0.076,0.069,0.855,False,Couple Leisure,Economy Class,533,1
0.9115,0.102,0.0,0.898,False,Couple Leisure,Business Class,855,1
0.9448,0.194,0.075,0.73,False,Family Leisure,Business Class,434,1
-0.8574,0.037,0.084,0.879,False,Couple Leisure,Economy Class,1113,0
0.9668,0.351,0.0,0.649,False,Couple Leisure,Economy Class,270,1
-0.9313,0.0,0.075,0.925,False,Couple Leisure,Economy Class,858,0
-0.29,0.066,0.067,0.867,False,Couple Leisure,Economy Class,1164,0
-0.9552,0.0,0.139,0.861,False,Couple Leisure,Economy Class,754,0
0.5005,0.058,0.057,0.885,False,Family Leisure,Economy Class,1254,0
0.9614,0.149,0.08,0.771,False,Solo Leisure,Economy Class,1336,1
0.8834,0.151,0.0,0.849,False,Solo Leisure,Business Class,305,1
-0.7769,0.0,0.093,0.907,False,Couple Leisure,Economy Class,431,0
-0.9325,0.0,0.129,0.871,False,Business,Economy Class,609,0
-0.9847,0.016,0.212,0.772,False,Solo Leisure,Economy Class,782,0
-0.9238,0.03,0.058,0.912,False,Solo Leisure,Economy Class,3485,0
0.5966,0.097,0.064,0.838,False,Business,Business Class,1057,0
-0.9744,0.071,0.27,0.658,False,Couple Leisure,Economy Class,497,0
0.9625,0.291,0.0,0.709,False,Couple Leisure,Economy Class,383,1
-0.5423,0.05,0.07,0.881,False,Business,Business Class,867,0
-0.776,0.077,0.101,0.822,False,Couple Leisure,Economy Class,872,0
0.9645,0.117,0.0,0.883,False,Solo Leisure,Economy Class,915,1
-0.5023,0.022,0.095,0.883,False,Couple Leisure,Economy Class,417,0
0.719,0.106,0.051,0.843,False,Business,Business Class,600,1
0.8225,0.126,0.026,0.849,False,Unknown,Economy Class,413,1
-0.786,0.024,0.072,0.904,False,Unknown,Economy Class,960,0
0.9953,0.228,0.032,0.74,False,Unknown,Business Class,1163,1
0.9828,0.46,0.0,0.54,False,Unknown,Economy Class,280,1
0.0,0.0,0.0,1.0,False,Unknown,Economy Class,240,1
-0.361,0.081,0.102,0.816,False,Unknown,Business Class,534,0
-0.6966,0.012,0.059,0.93,False,Unknown,Economy Class,601,0
-0.9468,0.0,0.051,0.949,False,Unknown,Economy Class,2010,0
-0.921,0.05,0.092,0.857,False,Unknown,Economy Class,1390,0
0.9329,0.136,0.029,0.835,False,Unknown,Economy Class,710,1
0.9085,0.171,0.032,0.796,False,Unknown,Business Class,412,1
0.9169,0.235,0.032,0.733,False,Unknown,Business Class,294,1
0.9489,0.069,0.032,0.899,False,Unknown,Economy Class,1691,1
0.4393,0.06,0.052,0.888,False,Unknown,Economy Class,1755,0
-0.3073,0.068,0.073,0.859,False,Unknown,Economy Class,1427,0
0.9349,0.172,0.0,0.828,False,Unknown,Economy Class,468,1
0.2484,0.041,0.041,0.917,False,Unknown,Economy Class,2783,1
-0.7184,0.067,0.134,0.798,False,Unknown,Business Class,489,0
-0.6369,0.043,0.136,0.821,False,Unknown,Business Class,320,0
0.9643,0.173,0.0,0.827,False,Unknown,Economy Class,654,1
-0.598,0.042,0.072,0.886,False,Unknown,Premium Economy,791,0
-0.9392,0.069,0.14,0.791,False,Unknown,Economy Class,871,0
0.7264,0.242,0.075,0.682,False,Unknown,Business Class,189,1
0.8324,0.117,0.042,0.841,False,Unknown,Economy Class,618,1
0.9284,0.265,0.0,0.735,False,Unknown,Economy Class,243,1
0.5423,0.121,0.075,0.804,False,Unknown,Economy Class,479,1
0.9073,0.241,0.0,0.759,False,Unknown,Economy Class,253,1
0.9882,0.198,0.0,0.802,False,Unknown,Business Class,901,1
0.7429,0.092,0.062,0.847,False,Unknown,Business Class,722,1
-0.7056,0.025,0.04,0.935,False,Unknown,Economy Class,1345,0
0.9128,0.108,0.04,0.852,False,Unknown,Economy Class,1114,1
0.7501,0.104,0.0,0.896,False,Unknown,Economy Class,310,1
-0.908,0.02,0.079,0.901,False,Unknown,Economy Class,1343,0
0.8656,0.087,0.026,0.887,False,Unknown,Economy Class,833,1
0.97,0.141,0.019,0.84,False,Unknown,Business Class,1044,1
0.6694,0.125,0.044,0.831,False,Unknown,Economy Class,382,1
0.91,0.199,0.03,0.771,False,Unknown,Economy Class,387,1
0.5812,0.135,0.1,0.766,False,Unknown,Economy Class,390,1
0.9625,0.162,0.052,0.786,False,Unknown,Business Class,982,1
0.9731,0.161,0.018,0.821,False,Unknown,Economy Class,932,1
0.9434,0.215,0.024,0.762,False,Unknown,Economy Class,323,1
0.8387,0.123,0.0,0.877,False,Unknown,Economy Class,354,0
0.9404,0.129,0.0,0.871,False,Solo Leisure,Economy Class,567,1
-0.5455,0.03,0.037,0.933,False,Solo Leisure,Economy Class,3409,0
0.9587,0.217,0.021,0.763,False,Solo Leisure,Economy Class,504,1
0.949,0.143,0.026,0.831,False,Solo Leisure,Economy Class,729,1
-0.4005,0.106,0.109,0.785,False,Family Leisure,Economy Class,936,0
0.963,0.394,0.0,0.606,False,Unknown,Economy Class,231,1
0.9188,0.111,0.041,0.849,False,Unknown,Unknown,898,0
0.8176,0.126,0.0,0.874,False,Unknown,Unknown,404,1
-0.9113,0.101,0.151,0.748,True,Couple Leisure,Economy Class,864,0
0.4934,0.054,0.043,0.903,True,Solo Leisure,Economy Class,1346,0
0.9715,0.239,0.0,0.761,False,Couple Leisure,Economy Class,447,1
0.9805,0.195,0.0,0.805,False,Solo Leisure,Economy Class,706,1
0.5773,0.097,0.084,0.819,False,Solo Leisure,Economy Class,516,0
-0.7684,0.008,0.076,0.917,False,Family Leisure,Economy Class,937,0
0.7841,0.111,0.0,0.889,False,Unknown,Unknown,400,0
0.9636,0.142,0.022,0.836,False,Unknown,Unknown,941,0
0.4588,0.112,0.045,0.843,False,Unknown,Unknown,306,0
0.9579,0.193,0.038,0.769,False,Unknown,Unknown,523,0
0.9501,0.307,0.0,0.693,False,Unknown,Unknown,247,0
0.8979,0.284,0.0,0.716,False,Unknown,Unknown,213,0
