vader_compound,vader_pos,vader_neg,vader_neu,Verified,Type Of Traveller,Seat Type,review_length,Recommended
0.7223,0.089,0.055,0.857,False,Solo Leisure,Economy Class,510,0
-0.8478,0.015,0.073,0.911,False,Solo Leisure,Economy Class,1313,0
-0.9391,0.0,0.088,0.912,True,Couple Leisure,Economy Class,1070,0
-0.7184,0.082,0.129,0.789,True,Solo Leisure,Economy Class,736,0
-0.8267,0.043,0.214,0.742,True,Solo Leisure,Economy Class,305,0
-0.8633,0.026,0.103,0.871,True,Solo Leisure,Economy Class,578,0
-0.9728,0.019,0.193,0.788,True,Couple Leisure,Economy Class,631,0
-0.7784,0.0,0.069,0.931,False,Solo Leisure,Economy Class,620,0
0.8834,0.343,0.085,0.572,True,Solo Leisure,Economy Class,155,1
-0.6865,0.06,0.118,0.823,True,Solo Leisure,Economy Class,480,0
-0.8586,0.031,0.135,0.834,True,Couple Leisure,Economy Class,569,1
-0.8779,0.075,0.157,0.768,True,Solo Leisure,Economy Class,553,0
0.919,0.154,0.102,0.744,True,Couple Leisure,Economy Class,949,1
-0.223,0.086,0.142,0.772,True,Family Leisure,Economy Class,313,0
-0.3875,0.03,0.044,0.926,True,Couple Leisure,Economy Class,1341,0
-0.9501,0.038,0.256,0.706,False,Couple Leisure,Economy Class,408,0
-0.5853,0.063,0.087,0.85,False,Family Leisure,Economy Class,717,0
-0.6498,0.025,0.079,0.896,False,Solo Leisure,Economy Class,532,0
-0.9588,0.005,0.073,0.922,False,Family Leisure,Economy Class,1366,0
-0.9231,0.006,0.075,0.918,True,Couple Leisure,Economy Class,1001,0
0.291,0.047,0.046,0.907,True,Solo Leisure,Economy Class,575,0
0.0516,0.02,0.018,0.962,True,Solo Leisure,Economy Class,431,0
-0.9058,0.0,0.141,0.859,True,Couple Leisure,Economy Class,512,0
-0.1664,0.042,0.045,0.913,True,Solo Leisure,Economy Class,844,0
-0.6249,0.042,0.06,0.898,True,Solo Leisure,Economy Class,1264,0
-0.8807,0.0,0.177,0.823,False,Solo Leisure,Economy Class,303,0
-0.2823,0.035,0.043,0.922,True,Solo Leisure,Economy Class,632,0
0.9694,0.503,0.0,0.497,True,Business,Economy Class,170,1
0.5267,0.112,0.087,0.801,True,Family Leisure,Economy Class,271,1
-0.8658,0.034,0.149,0.816,True,Solo Leisure,Economy Class,422,0
-0.7676,0.093,0.176,0.731,False,Solo Leisure,Economy Class,345,0
-0.9255,0.0,0.17,0.83,True,Couple Leisure,Economy Class,525,0
-0.9495,0.072,0.196,0.732,True,Couple Leisure,Economy Class,564,0
-0.8681,0.036,0.069,0.895,True,Solo Leisure,Economy Class,1577,0
-0.9801,0.044,0.217,0.739,True,Family Leisure,Economy Class,768,0
-0.422,0.014,0.026,0.96,True,Couple Leisure,Economy Class,1193,0
-0.9678,0.017,0.277,0.706,True,Solo Leisure,Economy Class,323,0
-0.8042,0.0,0.087,0.913,True,Solo Leisure,Economy Class,406,0
-0.2684,0.067,0.084,0.849,True,Solo Leisure,Economy Class,948,0
-0.8882,0.025,0.219,0.756,False,Family Leisure,Economy Class,259,0
-0.6174,0.044,0.079,0.878,False,Family Leisure,Economy Class,669,0
0.3612,0.036,0.0,0.964,True,Family Leisure,Economy Class,386,1
0.9488,0.4,0.043,0.558,False,Solo Leisure,Economy Class,184,1
0.9709,0.277,0.0,0.723,True,Family Leisure,Economy Class,342,1
0.9633,0.424,0.0,0.576,True,Solo Leisure,Economy Class,176,1
-0.6292,0.073,0.095,0.831,True,Family Leisure,Economy Class,702,0
0.9403,0.315,0.0,0.685,True,Family Leisure,Economy Class,189,1
0.8974,0.179,0.04,0.781,True,Solo Leisure,Economy Class,371,1
0.9611,0.158,0.017,0.826,True,Family Leisure,Economy Class,622,1
0.8808,0.118,0.035,0.847,True,Solo Leisure,Economy Class,580,1
0.743,0.106,0.0,0.894,True,Solo Leisure,Economy Class,302,0
0.743,0.088,0.0,0.912,True,Solo Leisure,Economy Class,346,0
-0.3447,0.046,0.06,0.895,False,Family Leisure,Economy Class,468,0
0.1406,0.108,0.1,0.792,True,Family Leisure,Economy Class,347,0
-0.962,0.034,0.154,0.811,True,Couple Leisure,Economy Class,859,0
-0.128,0.034,0.038,0.928,True,Family Leisure,Economy Class,594,0
0.9186,0.234,0.066,0.699,True,Family Leisure,Economy Class,311,1
0.9571,0.232,0.023,0.744,True,Business,Economy Class,380,1
0.9744,0.291,0.029,0.68,True,Business,Economy Class,395,1
-0.7925,0.076,0.131,0.793,True,Business,Economy Class,664,0
0.9796,0.541,0.0,0.459,True,Solo Leisure,Economy Class,160,1
0.938,0.293,0.0,0.707,True,Family Leisure,Economy Class,207,1
-0.4215,0.0,0.091,0.909,True,Solo Leisure,Economy Class,203,0
0.969,0.16,0.027,0.813,True,Solo Leisure,Economy Class,800,1
0.4423,0.09,0.081,0.829,True,Family Leisure,Economy Class,1519,0
0.899,0.136,0.016,0.848,False,Solo Leisure,Economy Class,380,1
0.9005,0.292,0.0,0.708,True,Business,Economy Class,228,1
-0.9059,0.0,0.195,0.805,False,Solo Leisure,Economy Class,321,0
-0.7331,0.025,0.04,0.935,True,Family Leisure,Economy Class,1402,0
-0.578,0.024,0.059,0.917,True,Family Leisure,Economy Class,620,0
-0.9737,0.021,0.117,0.862,True,Business,Premium Economy,1062,0
-0.9276,0.0,0.168,0.832,True,Solo Leisure,Economy Class,501,0
-0.9267,0.066,0.133,0.801,True,Solo Leisure,Economy Class,1087,0
0.9821,0.186,0.012,0.803,True,Couple Leisure,Economy Class,798,1
-0.9186,0.0,0.097,0.903,True,Family Leisure,Economy Class,703,0
0.9831,0.167,0.011,0.822,True,Couple Leisure,Economy Class,980,1
-0.9296,0.0,0.218,0.782,True,Couple Leisure,Economy Class,331,0
-0.8402,0.031,0.132,0.837,True,Business,Economy Class,574,0
-0.1476,0.108,0.122,0.77,True,Solo Leisure,Economy Class,173,0
-0.9763,0.0,0.2,0.8,False,Family Leisure,Economy Class,490,0
-0.912,0.0,0.201,0.799,True,Business,Economy Class,318,0
0.9699,0.087,0.02,0.894,True,Couple Leisure,Economy Class,1722,1
0.1551,0.056,0.044,0.9,True,Family Leisure,Economy Class,611,0
0.6415,0.144,0.044,0.812,False,Solo Leisure,Economy Class,437,1
-0.4215,0.0,0.041,0.959,True,Family Leisure,Economy Class,309,0
-0.0635,0.066,0.056,0.878,False,Couple Leisure,Economy Class,415,0
0.9801,0.561,0.0,0.439,True,Solo Leisure,Economy Class,169,1
0.9936,0.288,0.0,0.712,False,Family Leisure,Economy Class,774,1
0.9924,0.376,0.0,0.624,True,Solo Leisure,Economy Class,423,1
-0.9121,0.0,0.207,0.793,True,Solo Leisure,Economy Class,342,0
-0.5499,0.0,0.054,0.946,True,Solo Leisure,Economy Class,306,0
-0.8176,0.019,0.123,0.858,True,Business,Economy Class,348,0
0.5719,0.09,0.026,0.884,False,Business,Economy Class,272,0
-0.8748,0.026,0.134,0.84,False,Family Leisure,Economy Class,482,0
-0.1629,0.066,0.083,0.851,True,Family Leisure,Economy Class,655,0
-0.9157,0.028,0.223,0.75,False,Family Leisure,Economy Class,363,0
0.8979,0.259,0.0,0.741,False,Family Leisure,Economy Class,212,1
0.7398,0.086,0.015,0.899,True,Family Leisure,Economy Class,426,0
0.9821,0.117,0.03,0.853,True,Solo Leisure,Economy Class,1596,1
0.3612,0.08,0.075,0.845,True,Solo Leisure,Economy Class,406,0
-0.7096,0.0,0.136,0.864,True,Solo Leisure,Economy Class,225,0
-0.9381,0.067,0.251,0.682,True,Solo Leisure,Economy Class,370,0
-0.5423,0.0,0.086,0.914,True,Couple Leisure,Economy Class,280,0
0.4767,0.036,0.012,0.952,True,Solo Leisure,Economy Class,647,0
-0.3612,0.051,0.061,0.888,True,Family Leisure,Economy Class,227,0
0.6757,0.121,0.073,0.806,True,Solo Leisure,Economy Class,409,0
-0.966,0.028,0.368,0.604,True,Solo Leisure,Economy Class,262,0
-0.9033,0.031,0.105,0.864,True,Family Leisure,Economy Class,892,0
0.9623,0.151,0.045,0.804,True,Solo Leisure,Economy Class,877,1
0.9517,0.282,0.065,0.653,False,Family Leisure,Economy Class,242,1
0.9587,0.352,0.0,0.648,True,Family Leisure,Economy Class,238,1
-0.0613,0.026,0.029,0.945,True,Solo Leisure,Economy Class,384,0
-0.9142,0.0,0.191,0.809,True,Business,Economy Class,314,0
-0.9572,0.019,0.206,0.775,True,Business,Economy Class,477,0
-0.7227,0.03,0.101,0.868,True,Solo Leisure,Economy Class,431,0
-0.8953,0.127,0.319,0.554,False,Family Leisure,Economy Class,280,0
0.2062,0.035,0.029,0.936,True,Solo Leisure,Economy Class,767,0
-0.2204,0.077,0.084,0.839,True,Solo Leisure,Economy Class,610,0
0.9517,0.267,0.0,0.733,False,Family Leisure,Economy Class,247,1
0.6597,0.107,0.042,0.851,True,Business,Economy Class,235,0
-0.8689,0.0,0.218,0.782,True,Family Leisure,Economy Class,248,0
0.9017,0.316,0.131,0.553,True,Business,Economy Class,233,0
-0.7414,0.0,0.068,0.932,True,Solo Leisure,Economy Class,488,0
-0.6486,0.0,0.138,0.862,True,Solo Leisure,Economy Class,190,0
0.9836,0.311,0.0,0.689,True,Family Leisure,Economy Class,421,1
0.8953,0.182,0.0,0.818,True,Couple Leisure,Economy Class,358,0
0.972,0.281,0.0,0.719,True,Solo Leisure,Economy Class,374,1
-0.9441,0.019,0.194,0.787,True,Solo Leisure,Economy Class,340,0
0.8653,0.158,0.026,0.816,True,Family Leisure,Economy Class,334,1
-0.8022,0.047,0.195,0.758,True,Solo Leisure,Economy Class,205,0
-0.7964,0.063,0.166,0.77,True,Solo Leisure,Economy Class,407,0
-0.126,0.089,0.104,0.807,False,Business,Economy Class,474,0
-0.9492,0.036,0.152,0.812,True,Family Leisure,Economy Class,652,0
0.9571,0.228,0.026,0.746,True,Couple Leisure,Economy Class,453,1
-0.9485,0.054,0.365,0.581,True,Business,Economy Class,230,0
-0.1027,0.0,0.013,0.987,True,Family Leisure,Economy Class,490,0
-0.296,0.0,0.025,0.975,True,Couple Leisure,Economy Class,416,0
-0.7548,0.033,0.13,0.837,True,Family Leisure,Economy Class,364,0
-0.5707,0.022,0.072,0.905,True,Couple Leisure,Economy Class,474,0
0.9013,0.174,0.057,0.77,True,Family Leisure,Economy Class,387,1
-0.6369,0.06,0.142,0.798,True,Couple Leisure,Economy Class,295,0
0.2023,0.039,0.027,0.934,True,Couple Leisure,Economy Class,348,0
0.2144,0.04,0.028,0.932,True,Family Leisure,Economy Class,352,0
0.875,0.117,0.075,0.809,True,Solo Leisure,Economy Class,861,0
-0.9274,0.0,0.196,0.804,False,Couple Leisure,Economy Class,375,0
-0.5983,0.0,0.102,0.898,True,Couple Leisure,Economy Class,228,0
0.8462,0.153,0.0,0.847,True,Business,Economy Class,196,0
0.2244,0.093,0.103,0.804,True,Family Leisure,Economy Class,261,0
-0.919,0.023,0.171,0.806,True,Solo Leisure,Economy Class,485,0
-0.7947,0.009,0.05,0.941,True,Solo Leisure,Economy Class,912,0
0.6803,0.118,0.09,0.791,True,Couple Leisure,Economy Class,714,0
0.937,0.163,0.0,0.837,True,Couple Leisure,Economy Class,419,1
-0.1754,0.026,0.035,0.939,True,Solo Leisure,Economy Class,389,0
-0.7424,0.0,0.115,0.885,True,Solo Leisure,Economy Class,422,0
-0.4295,0.0,0.037,0.963,False,Solo Leisure,Economy Class,381,0
-0.743,0.0,0.07,0.93,False,Couple Leisure,Economy Class,411,0
-0.7859,0.079,0.195,0.727,True,Solo Leisure,Economy Class,303,0
-0.6816,0.022,0.073,0.905,True,Family Leisure,Economy Class,741,0
-0.8895,0.035,0.062,0.903,True,Solo Leisure,Economy Class,2278,0
0.5848,0.093,0.051,0.856,True,Family Leisure,Economy Class,418,0
0.5147,0.061,0.056,0.883,True,Solo Leisure,Economy Class,1484,1
-0.9495,0.02,0.135,0.845,True,Solo Leisure,Economy Class,738,0
-0.918,0.043,0.104,0.853,True,Solo Leisure,Economy Class,969,0
-0.5423,0.061,0.078,0.861,True,Family Leisure,Economy Class,943,0
-0.689,0.06,0.081,0.859,True,Couple Leisure,Economy Class,1112,0
-0.5283,0.078,0.113,0.809,False,Solo Leisure,Economy Class,435,0
0.3644,0.082,0.076,0.841,False,Family Leisure,Economy Class,1174,0
-0.8214,0.055,0.116,0.829,True,Solo Leisure,Premium Economy,1000,0
0.0951,0.092,0.09,0.818,False,Couple Leisure,Economy Class,622,0
0.873,0.068,0.034,0.898,True,Couple Leisure,Economy Class,1262,0
0.7096,0.094,0.019,0.887,False,Couple Leisure,Economy Class,471,0
-0.5294,0.049,0.074,0.876,True,Family Leisure,Economy Class,628,0
-0.9333,0.0,0.219,0.781,True,Solo Leisure,Economy Class,378,0
-0.8149,0.012,0.081,0.907,True,Couple Leisure,Economy Class,443,0
-0.296,0.0,0.045,0.955,True,Couple Leisure,Economy Class,225,0
0.2335,0.13,0.115,0.755,True,Solo Leisure,Economy Class,247,0
-0.9015,0.018,0.179,0.803,True,Solo Leisure,Economy Class,534,0
-0.9612,0.015,0.133,0.852,True,Family Leisure,Economy Class,664,0
0.9686,0.452,0.0,0.548,False,Family Leisure,Economy Class,179,1
-0.7121,0.02,0.164,0.815,True,Couple Leisure,Economy Class,337,0
-0.2617,0.0,0.017,0.983,False,Couple Leisure,Economy Class,797,0
-0.8516,0.046,0.194,0.76,True,Family Leisure,Economy Class,312,0
0.0,0.0,0.0,1.0,True,Business,Economy Class,453,0
-0.128,0.044,0.085,0.87,True,Solo Leisure,Economy Class,286,0
-0.6705,0.0,0.153,0.847,True,Solo Leisure,Economy Class,185,0
-0.5106,0.0,0.018,0.982,True,Solo Leisure,Economy Class,968,0
-0.9124,0.062,0.149,0.789,True,Solo Leisure,Economy Class,738,0
0.743,0.101,0.059,0.84,True,Couple Leisure,Economy Class,851,0
-0.7964,0.054,0.097,0.849,True,Couple Leisure,Economy Class,648,0
-0.757,0.056,0.112,0.832,True,Solo Leisure,Economy Class,904,0
0.5706,0.116,0.089,0.795,True,Business,Economy Class,546,0
0.872,0.141,0.024,0.835,False,Couple Leisure,Economy Class,446,1
0.9418,0.344,0.0,0.656,True,Solo Leisure,Economy Class,237,1
0.9636,0.289,0.0,0.711,False,Family Leisure,Economy Class,284,1
0.0254,0.077,0.085,0.838,True,Solo Leisure,Economy Class,541,1
-0.8242,0.032,0.117,0.851,True,Couple Leisure,Economy Class,362,0
-0.8555,0.0,0.147,0.853,True,Business,Economy Class,369,0
-0.8481,0.041,0.122,0.837,True,Business,Economy Class,670,0
-0.7979,0.019,0.078,0.903,True,Couple Leisure,Economy Class,979,0
0.34,0.106,0.093,0.802,True,Couple Leisure,Economy Class,481,0
0.9489,0.139,0.0,0.861,False,Family Leisure,Economy Class,550,1
0.886,0.096,0.016,0.889,False,Couple Leisure,Economy Class,754,1
-0.7345,0.0,0.102,0.898,False,Business,Economy Class,341,0
-0.9207,0.041,0.124,0.835,False,Couple Leisure,Economy Class,799,0
-0.5897,0.0,0.103,0.897,False,Couple Leisure,Economy Class,233,0
0.6878,0.037,0.025,0.938,False,Couple Leisure,Economy Class,1468,0
0.891,0.214,0.033,0.753,False,Family Leisure,Economy Class,270,1
0.9713,0.288,0.0,0.712,False,Couple Leisure,Economy Class,323,1
0.9433,0.142,0.068,0.789,False,Couple Leisure,Economy Class,746,1
-0.7386,0.01,0.057,0.933,False,Couple Leisure,Economy Class,1040,0
0.9513,0.172,0.056,0.772,False,Solo Leisure,Economy Class,634,1
-0.8694,0.092,0.145,0.762,False,Solo Leisure,Economy Class,1215,1
-0.9493,0.0,0.147,0.853,False,Couple Leisure,Economy Class,514,0
-0.8286,0.0,0.116,0.884,False,Family Leisure,Economy Class,480,0
-0.8885,0.045,0.198,0.757,False,Business,Economy Class,334,0
0.9803,0.485,0.036,0.479,True,Couple Leisure,Economy Class,209,1
0.3736,0.038,0.034,0.927,False,Business,Business Class,668,0
-0.9381,0.0,0.087,0.913,True,Couple Leisure,Economy Class,781,0
-0.9296,0.05,0.133,0.817,True,Solo Leisure,Economy Class,933,0
-0.4793,0.024,0.057,0.919,False,Business,Economy Class,1134,0
-0.4215,0.0,0.034,0.966,True,Solo Leisure,Economy Class,373,0
-0.3678,0.05,0.09,0.86,False,Solo Leisure,Economy Class,504,0
-0.5267,0.0,0.038,0.962,True,Family Leisure,Economy Class,600,0
-0.9453,0.074,0.146,0.78,False,Family Leisure,Premium Economy,1014,0
-0.8023,0.067,0.207,0.726,True,Solo Leisure,Economy Class,304,0
-0.8625,0.0,0.125,0.875,False,Solo Leisure,Economy Class,330,0
-0.6761,0.0,0.128,0.872,True,Solo Leisure,Economy Class,158,0
-0.2023,0.06,0.066,0.874,False,Solo Leisure,Economy Class,602,0
-0.25,0.0,0.051,0.949,True,Solo Leisure,Economy Class,172,0
0.7184,0.091,0.024,0.885,True,Couple Leisure,Economy Class,408,0
-0.9619,0.037,0.107,0.856,True,Solo Leisure,Economy Class,1482,0
0.9552,0.361,0.0,0.639,False,Solo Leisure,Economy Class,157,1
-0.7689,0.039,0.083,0.878,True,Solo Leisure,Economy Class,941,0
0.3612,0.038,0.022,0.94,True,Solo Leisure,Economy Class,784,0
-0.9049,0.093,0.197,0.71,True,Solo Leisure,Economy Class,402,0
0.5808,0.069,0.042,0.889,False,Family Leisure,Economy Class,521,0
0.1154,0.019,0.014,0.968,True,Solo Leisure,Economy Class,456,1
0.9429,0.219,0.0,0.781,True,Solo Leisure,Economy Class,299,1
0.0,0.0,0.0,1.0,False,Solo Leisure,Economy Class,154,1
0.9769,0.253,0.0,0.747,False,Solo Leisure,Economy Class,499,1
0.8402,0.152,0.034,0.814,False,Solo Leisure,Economy Class,310,1
-0.7096,0.0,0.141,0.859,True,Solo Leisure,Economy Class,226,0
-0.8689,0.0,0.117,0.883,False,Couple Leisure,Premium Economy,390,0
0.8571,0.235,0.0,0.765,True,Family Leisure,Economy Class,205,1
0.7118,0.073,0.058,0.869,True,Couple Leisure,Economy Class,850,0
-0.6774,0.065,0.155,0.78,True,Family Leisure,Economy Class,413,0
-0.7351,0.0,0.067,0.933,True,Couple Leisure,Premium Economy,483,0
0.9001,0.208,0.0,0.792,True,Solo Leisure,Economy Class,205,0
-0.9253,0.053,0.109,0.838,True,Solo Leisure,Economy Class,884,0
-0.9118,0.0,0.272,0.728,True,Family Leisure,Economy Class,238,0
-0.5728,0.106,0.109,0.785,True,Business,Economy Class,1439,1
-0.8119,0.057,0.182,0.761,True,Business,Economy Class,386,0
0.9734,0.116,0.029,0.854,True,Solo Leisure,Business Class,1347,1
-0.7574,0.028,0.043,0.929,True,Couple Leisure,Premium Economy,2824,0
0.7739,0.111,0.046,0.843,True,Solo Leisure,Economy Class,477,1
0.5038,0.158,0.127,0.715,True,Solo Leisure,Economy Class,492,1
0.395,0.132,0.082,0.786,True,Solo Leisure,Economy Class,598,1
0.8942,0.164,0.048,0.788,True,Solo Leisure,Economy Class,622,1
-0.6602,0.0,0.068,0.932,True,Solo Leisure,Economy Class,368,1
0.9153,0.194,0.035,0.772,True,Solo Leisure,Economy Class,448,1
-0.9443,0.025,0.132,0.843,True,Couple Leisure,Premium Economy,806,0
0.7956,0.146,0.027,0.827,True,Solo Leisure,Economy Class,284,1
-0.9452,0.032,0.083,0.885,True,Couple Leisure,Economy Class,2252,0
0.9381,0.276,0.0,0.724,True,Solo Leisure,Economy Class,211,1
-0.8226,0.0,0.132,0.868,True,Couple Leisure,Economy Class,375,0
0.5994,0.065,0.039,0.897,True,Family Leisure,Economy Class,1421,0
0.1781,0.057,0.058,0.885,False,Family Leisure,Economy Class,1130,0
0.5736,0.08,0.039,0.881,True,Business,Economy Class,533,0
-0.977,0.0,0.114,0.886,True,Solo Leisure,Economy Class,1073,0
0.9342,0.153,0.066,0.782,False,Solo Leisure,Economy Class,751,1
-0.5541,0.053,0.092,0.855,True,Solo Leisure,Economy Class,757,0
0.9849,0.157,0.036,0.806,True,Solo Leisure,Economy Class,1026,1
0.9703,0.386,0.0,0.614,True,Family Leisure,Economy Class,254,1
0.9392,0.159,0.0,0.841,True,Solo Leisure,Economy Class,456,1
0.8127,0.139,0.058,0.804,True,Couple Leisure,Premium Economy,506,1
-0.871,0.018,0.102,0.88,True,Couple Leisure,Economy Class,460,0
0.9575,0.189,0.072,0.739,True,Solo Leisure,Economy Class,659,1
0.2624,0.098,0.112,0.791,True,Couple Leisure,Economy Class,318,0
0.9935,0.192,0.042,0.766,True,Solo Leisure,Economy Class,1306,1
0.9828,0.311,0.033,0.656,True,Solo Leisure,Economy Class,467,1
0.765,0.081,0.0,0.919,True,Solo Leisure,Economy Class,387,1
-0.128,0.0,0.018,0.982,True,Solo Leisure,Economy Class,407,1
0.9283,0.11,0.049,0.841,True,Couple Leisure,Economy Class,696,0
0.9877,0.284,0.041,0.675,True,Solo Leisure,Business Class,489,1
-0.8573,0.094,0.159,0.746,True,Solo Leisure,Economy Class,574,0
0.6428,0.126,0.029,0.845,False,Couple Leisure,Economy Class,261,1
-0.2732,0.0,0.035,0.965,False,Solo Leisure,Economy Class,262,0
0.9321,0.251,0.066,0.683,False,Solo Leisure,Economy Class,399,1
0.9655,0.145,0.016,0.839,False,Family Leisure,Premium Economy,685,1
0.9455,0.151,0.099,0.75,False,Family Leisure,Economy Class,953,0
-0.7776,0.032,0.096,0.872,False,Solo Leisure,Economy Class,515,0
-0.1533,0.096,0.12,0.784,False,Family Leisure,Premium Economy,830,0
-0.3036,0.062,0.064,0.874,False,Solo Leisure,Economy Class,465,0
0.9429,0.085,0.046,0.869,False,Solo Leisure,Economy Class,1627,0
0.9552,0.263,0.073,0.664,False,Solo Leisure,Economy Class,439,1
0.9844,0.418,0.055,0.527,False,Couple Leisure,Economy Class,309,1
0.9917,0.14,0.022,0.838,False,Solo Leisure,Business Class,1639,1
-0.2892,0.045,0.071,0.884,False,Couple Leisure,Premium Economy,599,0
0.8575,0.1,0.016,0.885,False,Couple Leisure,Economy Class,616,1
0.8017,0.142,0.05,0.809,False,Solo Leisure,Economy Class,384,1
-0.9214,0.042,0.119,0.839,False,Couple Leisure,Economy Class,1164,0
0.8225,0.104,0.024,0.872,False,Solo Leisure,Economy Class,453,1
0.0,0.0,0.0,1.0,False,Family Leisure,Economy Class,458,1
0.9412,0.213,0.0,0.787,False,Couple Leisure,Economy Class,408,1
0.944,0.082,0.0,0.918,False,Family Leisure,Economy Class,978,1
0.8541,0.127,0.07,0.803,False,Solo Leisure,Economy Class,679,1
0.8934,0.144,0.109,0.747,False,Solo Leisure,Economy Class,1330,1
0.9683,0.292,0.033,0.675,False,Solo Leisure,Economy Class,393,1
0.9647,0.253,0.048,0.7,False,Couple Leisure,Economy Class,368,1
0.9493,0.202,0.016,0.782,False,Couple Leisure,Premium Economy,370,1
0.9477,0.185,0.062,0.753,False,Family Leisure,Economy Class,571,1
0.6486,0.084,0.062,0.854,False,Solo Leisure,Business Class,995,1
-0.5429,0.068,0.099,0.833,False,Solo Leisure,Economy Class,517,1
0.8654,0.149,0.117,0.735,False,Solo Leisure,Economy Class,762,1
0.9805,0.274,0.015,0.711,False,Family Leisure,Economy Class,375,1
0.9698,0.296,0.0,0.704,False,Solo Leisure,Economy Class,278,1
0.8133,0.081,0.053,0.866,False,Solo Leisure,First Class,1108,0
-0.9039,0.025,0.225,0.75,False,Family Leisure,Economy Class,351,0
0.9559,0.195,0.031,0.774,False,Solo Leisure,Economy Class,414,1
0.8728,0.168,0.036,0.797,False,Solo Leisure,Economy Class,380,1
-0.8087,0.013,0.077,0.91,False,Solo Leisure,Economy Class,790,0
-0.9691,0.078,0.196,0.726,False,Unknown,Economy Class,811,0
-0.7723,0.052,0.089,0.859,False,Unknown,Economy Class,1106,0
-0.2769,0.05,0.072,0.878,False,Unknown,Economy Class,453,0
0.4404,0.07,0.044,0.886,False,Unknown,Economy Class,544,0
-0.2247,0.046,0.063,0.891,False,Unknown,Economy Class,266,0
-0.8748,0.0,0.316,0.684,False,Unknown,Economy Class,179,0
-0.6369,0.049,0.142,0.808,False,Unknown,Economy Class,297,0
-0.5379,0.053,0.088,0.859,False,Unknown,Economy Class,527,0
-0.8762,0.035,0.147,0.818,False,Unknown,Economy Class,425,0
0.4129,0.101,0.079,0.82,False,Unknown,Economy Class,345,1
0.6359,0.094,0.034,0.873,False,Unknown,Economy Class,359,1
-0.7783,0.0,0.108,0.892,False,Unknown,Economy Class,476,0
-0.6432,0.024,0.105,0.871,False,Unknown,Economy Class,350,0
0.9841,0.272,0.015,0.713,False,Unknown,Economy Class,468,1
-0.0603,0.029,0.033,0.938,False,Unknown,Economy Class,287,0
0.8072,0.084,0.0,0.916,False,Unknown,Economy Class,509,1
-0.4168,0.074,0.098,0.828,False,Unknown,Economy Class,617,0
0.6007,0.126,0.0,0.874,False,Unknown,Economy Class,209,1
-0.8684,0.025,0.14,0.835,False,Unknown,Economy Class,552,0
0.9519,0.264,0.034,0.703,False,Unknown,Economy Class,322,1
0.7956,0.186,0.0,0.814,False,Unknown,Economy Class,190,1
0.9666,0.337,0.035,0.629,False,Unknown,Economy Class,309,1
0.1779,0.062,0.045,0.893,True,Couple Leisure,Economy Class,175,0
0.9382,0.213,0.051,0.736,True,Solo Leisure,Economy Class,482,1
-0.4404,0.096,0.175,0.729,False,Couple Leisure,Economy Class,320,0
-0.6021,0.038,0.094,0.868,True,Solo Leisure,Economy Class,461,1
-0.3695,0.081,0.122,0.796,False,Business,Economy Class,464,0
0.5588,0.084,0.063,0.852,True,Family Leisure,Economy Class,591,0
-0.6267,0.045,0.164,0.79,True,Business,Business Class,196,0
0.7331,0.114,0.049,0.837,True,Family Leisure,Economy Class,529,1
0.7992,0.159,0.056,0.785,True,Business,Economy Class,332,1
-0.6652,0.018,0.091,0.891,False,Solo Leisure,Economy Class,394,0
0.4842,0.166,0.159,0.676,True,Family Leisure,Economy Class,725,1
-0.558,0.024,0.083,0.893,False,Solo Leisure,Economy Class,340,0
-0.1388,0.054,0.068,0.878,False,Solo Leisure,Economy Class,896,0
-0.9166,0.042,0.144,0.814,False,Couple Leisure,Economy Class,581,0
-0.8399,0.021,0.106,0.873,True,Couple Leisure,Economy Class,550,0
0.8269,0.127,0.027,0.846,True,Family Leisure,Economy Class,427,1
0.6117,0.121,0.088,0.791,True,Solo Leisure,Economy Class,769,1
0.8732,0.19,0.051,0.758,True,Solo Leisure,Economy Class,516,1
-0.7269,0.017,0.063,0.92,True,Family Leisure,Economy Class,802,0
0.9797,0.35,0.0,0.65,False,Family Leisure,Economy Class,293,1
0.9857,0.234,0.063,0.704,True,Solo Leisure,Economy Class,691,0
0.9848,0.273,0.029,0.698,False,Business,Business Class,532,1
0.9287,0.242,0.022,0.736,True,Solo Leisure,Economy Class,301,1
-0.9418,0.018,0.261,0.72,True,Couple Leisure,Economy Class,257,0
-0.4295,0.04,0.074,0.886,True,Family Leisure,Economy Class,585,0
-0.7959,0.0,0.159,0.841,True,Business,Economy Class,241,0
0.5911,0.18,0.125,0.695,False,Solo Leisure,Economy Class,185,0
0.971,0.277,0.048,0.676,True,Couple Leisure,Economy Class,438,1
-0.8126,0.154,0.223,0.624,True,Business,Economy Class,409,0
0.6864,0.157,0.097,0.747,True,Business,Economy Class,324,0
-0.8845,0.074,0.162,0.764,True,Solo Leisure,Economy Class,641,0
-0.0848,0.062,0.075,0.864,True,Solo Leisure,Economy Class,1731,0
0.9544,0.176,0.0,0.824,True,Solo Leisure,Economy Class,522,1
0.8882,0.208,0.036,0.756,True,Solo Leisure,Economy Class,258,1
0.1779,0.057,0.023,0.92,True,Solo Leisure,Economy Class,383,0
0.9856,0.123,0.034,0.843,True,Solo Leisure,Economy Class,1750,0
-0.5547,0.085,0.128,0.787,True,Solo Leisure,Economy Class,611,0
