vader_compound,vader_pos,vader_neg,vader_neu,Verified,Type Of Traveller,Seat Type,review_length,row_id,Review Date,Date Flown,Recommended
0.928,0.136,0.019,0.846,True,Solo Leisure,Economy Class,569,13751,2020-04-24,2020-04-01,1
-0.0293,0.179,0.18,0.642,True,Family Leisure,Economy Class,320,13752,2020-01-09,2020-01-01,0
-0.7847,0.036,0.099,0.865,True,Family Leisure,Economy Class,532,13753,2020-01-02,2020-01-01,0
-0.9445,0.012,0.163,0.825,True,Business,Economy Class,535,13754,2019-12-03,2019-12-01,0
0.3382,0.058,0.033,0.909,True,Solo Leisure,Economy Class,249,13755,2019-11-16,2019-11-01,1
0.0516,0.114,0.132,0.753,True,Solo Leisure,Economy Class,185,13756,2019-11-16,2019-11-01,1
-0.5267,0.059,0.111,0.829,True,Solo Leisure,Economy Class,383,13757,2019-11-01,2019-10-01,1
-0.9636,0.083,0.331,0.587,False,Business,Economy Class,395,13758,2019-10-10,2019-10-01,0
0.9475,0.213,0.023,0.764,True,Solo Leisure,Economy Class,341,13759,2019-09-29,2019-09-01,1
-0.9551,0.022,0.22,0.758,True,Solo Leisure,Economy Class,369,13760,2019-09-24,2019-09-01,0
-0.9705,0.019,0.19,0.792,True,Solo Leisure,Economy Class,623,13761,2019-09-16,2019-09-01,0
-0.6697,0.028,0.084,0.889,True,Business,Economy Class,474,13762,2019-09-12,2019-09-01,0
-0.255,0.082,0.096,0.821,True,Family Leisure,Economy Class,1697,13763,2019-09-10,2019-08-01,0
-0.9622,0.038,0.184,0.778,False,Couple Leisure,Economy Class,676,13764,2019-08-18,2019-08-01,0
-0.4666,0.0,0.104,0.896,True,Solo Leisure,Economy Class,200,13765,2019-07-31,2019-07-01,0
0.8557,0.19,0.039,0.771,True,Solo Leisure,Economy Class,213,13766,2019-07-31,2019-03-01,0
0.529,0.099,0.0,0.901,True,Solo Leisure,Economy Class,191,13767,2019-07-11,2019-07-01,0
0.4226,0.104,0.088,0.808,True,Solo Leisure,Economy Class,479,13768,2019-05-07,2019-04-01,0
-0.8829,0.014,0.118,0.868,True,Business,Economy Class,420,13769,2019-04-28,2019-04-01,0
-0.9895,0.033,0.114,0.853,True,Family Leisure,Economy Class,2274,13770,2019-04-02,2019-04-01,0
-0.906,0.009,0.093,0.898,True,Solo Leisure,Economy Class,582,13771,2019-03-30,2019-03-01,0
-0.762,0.066,0.107,0.826,True,Couple Leisure,Economy Class,654,13772,2019-02-12,2019-02-01,0
-0.8098,0.015,0.095,0.89,True,Solo Leisure,Economy Class,401,13773,2019-02-10,2019-02-01,0
-0.9114,0.051,0.109,0.84,True,Solo Leisure,Economy Class,1207,13774,2019-01-29,2019-01-01,0
-0.722,0.018,0.095,0.887,True,Solo Leisure,Economy Class,556,13775,2019-01-06,2019-01-01,0
-0.6908,0.0,0.125,0.875,True,Solo Leisure,Economy Class,266,13776,2018-12-28,2018-12-01,1
-0.923,0.043,0.148,0.809,True,Business,Economy Class,727,13777,2018-12-18,2018-12-01,0
-0.8722,0.0,0.099,0.901,True,Solo Leisure,Economy Class,597,13778,2018-12-02,2018-11-01,0
-0.7461,0.071,0.191,0.738,True,Couple Leisure,Economy Class,283,13779,2018-11-21,2018-11-01,0
0.4588,0.148,0.102,0.75,True,Solo Leisure,Economy Class,187,13780,2018-10-10,2018-10-01,1
-0.9199,0.031,0.138,0.83,True,Family Leisure,Economy Class,495,13781,2018-09-23,2018-09-01,0
-0.9877,0.032,0.25,0.718,False,Couple Leisure,Economy Class,714,13782,2018-09-21,2018-08-01,0
0.9423,0.143,0.042,0.815,True,Couple Leisure,Economy Class,740,13783,2018-09-20,2018-08-01,1
-0.9413,0.01,0.11,0.88,True,Couple Leisure,Economy Class,910,13784,2018-08-26,2018-08-01,0
-0.7096,0.061,0.105,0.834,True,Solo Leisure,Economy Class,660,13785,2018-08-16,2018-08-01,0
-0.8316,0.022,0.095,0.883,True,Solo Leisure,Economy Class,479,13786,2018-08-14,2018-08-01,0
-0.001,0.039,0.044,0.917,True,Business,Economy Class,1076,13787,2018-08-09,2018-08-01,0
-0.8532,0.113,0.187,0.7,True,Couple Leisure,Economy Class,497,13788,2018-08-05,2018-08-01,0
-0.953,0.036,0.102,0.863,True,Couple Leisure,Economy Class,1727,13789,2018-08-04,2018-08-01,0
-0.9255,0.056,0.141,0.804,True,Couple Leisure,Economy Class,738,13790,2018-07-22,2018-07-01,0
-0.6486,0.0,0.128,0.872,True,Business,Economy Class,204,13791,2018-07-15,2018-07-01,0
-0.7991,0.036,0.131,0.832,True,Family Leisure,Economy Class,508,13792,2018-06-21,2018-06-01,0
0.8169,0.1,0.073,0.827,True,Solo Leisure,Economy Class,943,13793,2018-06-07,2018-06-01,0
-0.8199,0.038,0.101,0.861,True,Couple Leisure,Economy Class,648,13794,2018-05-14,2018-05-01,0
-0.8908,0.052,0.188,0.76,True,Solo Leisure,Economy Class,414,13795,2018-05-08,2018-05-01,0
-0.9118,0.08,0.163,0.757,True,Family Leisure,Economy Class,811,13796,2018-05-06,2018-05-01,0
-0.727,0.115,0.222,0.663,True,Solo Leisure,Economy Class,293,13797,2018-05-06,2018-05-01,0
0.6369,0.064,0.0,0.936,True,Solo Leisure,Economy Class,419,13798,2018-05-05,2018-04-01,1
0.8505,0.096,0.02,0.884,True,Couple Leisure,Economy Class,779,13799,2018-04-23,2017-11-01,1
-0.8478,0.041,0.218,0.741,True,Couple Leisure,Economy Class,341,13800,2018-04-02,2018-04-01,0
-0.9487,0.038,0.212,0.75,True,Couple Leisure,Economy Class,445,13801,2018-04-02,2018-03-01,0
-0.687,0.033,0.09,0.877,True,Solo Leisure,Economy Class,716,13802,2018-03-30,2018-03-01,0
0.7806,0.106,0.052,0.842,True,Solo Leisure,Economy Class,658,13803,2018-03-30,2018-03-01,0
0.9571,0.261,0.0,0.739,True,Family Leisure,Economy Class,321,13804,2018-03-27,2018-03-01,1
0.9014,0.203,0.028,0.77,True,Solo Leisure,Economy Class,299,13805,2018-03-25,2018-01-01,1
-0.2353,0.068,0.081,0.851,True,Couple Leisure,Economy Class,1096,13806,2018-03-11,2018-03-01,0
-0.7178,0.131,0.173,0.696,True,Solo Leisure,Economy Class,374,13807,2018-03-04,2018-03-01,0
-0.9744,0.016,0.103,0.881,True,Couple Leisure,Economy Class,1649,13808,2018-02-27,2018-02-01,0
0.6486,0.095,0.06,0.845,True,Solo Leisure,Economy Class,494,13809,2018-02-22,2018-02-01,0
0.9457,0.28,0.061,0.66,True,Couple Leisure,Economy Class,312,13810,2018-02-07,2017-12-01,1
-0.818,0.059,0.164,0.778,True,Family Leisure,Economy Class,320,13811,2018-01-31,2017-12-01,0
-0.9509,0.044,0.194,0.762,True,Family Leisure,Economy Class,553,13812,2018-01-04,2018-01-01,0
0.964,0.112,0.055,0.833,True,Solo Leisure,Economy Class,1578,13813,2018-01-03,2017-12-01,1
-0.8402,0.0,0.149,0.851,True,Solo Leisure,Economy Class,313,13814,2017-12-18,2017-12-01,0
-0.4939,0.052,0.081,0.867,True,Solo Leisure,Economy Class,617,13815,2017-12-15,2017-12-01,0
0.7236,0.167,0.116,0.717,True,Family Leisure,Economy Class,674,13816,2017-12-14,2017-12-01,0
-0.9217,0.0,0.221,0.779,True,Solo Leisure,Economy Class,288,13817,2017-12-02,2017-12-01,0
-0.7294,0.106,0.151,0.744,False,Business,Economy Class,411,13818,2017-11-11,2017-11-01,0
0.8458,0.113,0.062,0.825,False,Couple Leisure,Economy Class,946,13819,2017-11-11,2017-11-01,0
0.0,0.0,0.0,1.0,False,Solo Leisure,Economy Class,269,13820,2017-11-06,2017-09-01,1
0.0552,0.099,0.092,0.809,False,Family Leisure,Economy Class,984,13821,2017-10-31,2017-10-01,0
-0.9264,0.031,0.091,0.879,False,Family Leisure,Economy Class,938,13822,2017-10-27,2017-10-01,0
-0.5403,0.097,0.125,0.778,False,Solo Leisure,Economy Class,1384,13823,2017-10-12,2017-10-01,0
-0.9741,0.02,0.227,0.754,False,Business,Economy Class,519,13824,2017-09-27,2017-09-01,0
-0.9684,0.0,0.404,0.596,False,Family Leisure,Economy Class,248,13825,2017-09-21,2017-06-01,0
-0.9417,0.021,0.214,0.765,False,Solo Leisure,Economy Class,423,13826,2017-09-17,2017-09-01,0
0.31,0.112,0.059,0.83,False,Family Leisure,Economy Class,292,13827,2017-09-12,2017-07-01,0
0.7157,0.073,0.027,0.901,False,Unknown,First Class,575,13828,2013-07-09,,1
0.8446,0.078,0.033,0.889,True,Couple Leisure,Economy Class,998,13829,2023-05-02,2023-04-01,1
-0.765,0.043,0.147,0.809,False,Solo Leisure,Economy Class,368,13830,2023-01-03,2022-12-01,0
-0.784,0.039,0.109,0.852,True,Couple Leisure,Economy Class,773,13831,2022-12-29,2022-12-01,0
-0.819,0.051,0.114,0.835,True,Couple Leisure,Economy Class,638,13832,2022-11-10,2022-11-01,0
-0.796,0.055,0.112,0.833,False,Solo Leisure,Economy Class,771,13833,2022-09-10,2022-09-01,0
-0.5859,0.057,0.102,0.841,True,Couple Leisure,Economy Class,547,13834,2022-08-25,2022-08-01,0
-0.0057,0.037,0.051,0.912,False,Family Leisure,Economy Class,693,13835,2022-04-15,2022-04-01,0
0.9883,0.201,0.077,0.721,True,Solo Leisure,Economy Class,1288,13836,2021-12-29,2021-12-01,1
0.9868,0.241,0.014,0.745,True,Solo Leisure,Economy Class,654,13837,2021-12-28,2021-12-01,1
-0.4767,0.072,0.111,0.817,True,Business,Economy Class,503,13838,2021-09-14,2021-07-01,0
0.902,0.21,0.038,0.752,True,Couple Leisure,Premium Economy,268,13839,2021-07-08,2021-06-01,1
0.9927,0.326,0.014,0.66,True,Family Leisure,Economy Class,550,13840,2021-07-06,2021-07-01,1
0.0451,0.049,0.053,0.898,False,Couple Leisure,Economy Class,1012,13841,2021-06-11,2021-06-01,0
-0.6993,0.082,0.141,0.778,False,Couple Leisure,Economy Class,622,13842,2021-02-15,2020-08-01,0
-0.1531,0.055,0.067,0.878,True,Solo Leisure,Economy Class,221,13843,2020-10-19,2020-03-01,0
0.9859,0.284,0.014,0.703,False,Couple Leisure,Economy Class,513,13844,2020-09-12,2020-09-01,1
0.2732,0.019,0.0,0.981,False,Solo Leisure,Economy Class,542,13845,2020-06-08,2020-05-01,0
0.3714,0.083,0.064,0.853,False,Couple Leisure,Economy Class,605,13846,2020-04-10,2020-04-01,0
0.9823,0.156,0.08,0.764,True,Business,Economy Class,1693,13847,2020-02-13,2020-01-01,1
0.9769,0.102,0.028,0.87,True,Solo Leisure,Economy Class,1632,13848,2019-07-13,2019-07-01,1
0.9824,0.367,0.028,0.604,True,Solo Leisure,Economy Class,283,13849,2019-07-05,2019-07-01,1
-0.1446,0.102,0.145,0.754,True,Business,Economy Class,259,13850,2019-06-16,2019-05-01,0
0.9909,0.214,0.021,0.765,False,Business,Economy Class,807,13851,2019-04-20,2019-04-01,1
0.945,0.366,0.0,0.634,True,Family Leisure,Economy Class,192,13852,2018-12-07,2018-11-01,1
-0.3164,0.0,0.018,0.982,True,Business,Economy Class,703,13853,2018-06-07,2018-06-01,0
-0.4574,0.083,0.114,0.804,True,Couple Leisure,Economy Class,301,13854,2018-05-11,2018-05-01,0
-0.8852,0.019,0.127,0.854,True,Solo Leisure,Economy Class,596,13855,2018-05-10,2018-05-01,0
0.9852,0.173,0.0,0.827,True,Solo Leisure,Economy Class,938,13856,2018-03-09,2018-02-01,1
0.9659,0.226,0.0,0.774,True,Couple Leisure,Economy Class,438,13857,2018-01-11,2017-09-01,1
-0.3907,0.085,0.106,0.809,True,Solo Leisure,Economy Class,611,13858,2017-12-28,2017-12-01,1
0.9413,0.225,0.0,0.775,False,Solo Leisure,Economy Class,325,13859,2017-10-16,2017-10-01,1
0.9577,0.227,0.0,0.773,False,Couple Leisure,Economy Class,401,13860,2015-07-20,2015-07-01,1
-0.9373,0.0,0.106,0.894,True,Solo Leisure,Economy Class,920,13861,2023-07-14,2023-07-01,0
-0.5037,0.043,0.066,0.891,True,Solo Leisure,Economy Class,1109,13862,2023-07-13,2022-11-01,0
0.9827,0.143,0.051,0.806,False,Family Leisure,Economy Class,1434,13863,2023-07-06,2023-07-01,1
-0.8908,0.071,0.123,0.805,True,Couple Leisure,Economy Class,849,13864,2023-07-04,2023-07-01,0
-0.9518,0.016,0.155,0.829,True,Solo Leisure,Economy Class,579,13865,2023-06-29,2023-06-01,0
-0.6169,0.048,0.09,0.861,True,Couple Leisure,Business Class,1559,13866,2023-06-12,2023-05-01,0
0.5302,0.151,0.05,0.799,False,Couple Leisure,Economy Class,185,13867,2023-05-28,2023-05-01,0
-0.3655,0.069,0.099,0.832,True,Family Leisure,Economy Class,408,13868,2023-05-28,2023-05-01,0
-0.5944,0.069,0.07,0.861,True,Family Leisure,Economy Class,3271,13869,2023-05-24,2023-05-01,0
-0.8056,0.0,0.125,0.875,True,Family Leisure,Business Class,334,13870,2023-05-22,2023-04-01,0
0.8269,0.168,0.071,0.761,True,Business,Business Class,504,13871,2023-05-21,2023-05-01,0
-0.8088,0.068,0.134,0.798,True,Couple Leisure,Economy Class,526,13872,2023-04-28,2023-03-01,0
-0.9537,0.018,0.077,0.905,True,Solo Leisure,Economy Class,1626,13873,2023-03-31,2022-05-01,0
0.9758,0.354,0.0,0.646,True,Solo Leisure,Economy Class,305,13874,2023-03-31,2023-03-01,1
-0.872,0.052,0.252,0.697,True,Business,Economy Class,159,13875,2023-03-28,2023-03-01,0
0.5719,0.03,0.0,0.97,True,Solo Leisure,Economy Class,809,13876,2023-03-25,2023-03-01,0
-0.9558,0.0,0.154,0.846,True,Solo Leisure,Business Class,495,13877,2023-02-21,2023-02-01,0
0.0,0.048,0.048,0.903,False,Couple Leisure,Economy Class,841,13878,2023-02-18,2023-02-01,0
-0.8426,0.101,0.187,0.712,True,Solo Leisure,Business Class,670,13879,2023-01-31,2023-01-01,0
-0.9557,0.0,0.272,0.728,True,Solo Leisure,Economy Class,319,13880,2023-01-27,2023-01-01,0
0.7812,0.158,0.036,0.806,True,Business,Economy Class,282,13881,2023-01-22,2023-01-01,1
-0.7967,0.038,0.074,0.888,True,Solo Leisure,Economy Class,1178,13882,2023-01-08,2022-12-01,0
-0.9609,0.033,0.191,0.775,True,Family Leisure,Economy Class,616,13883,2023-01-07,2023-01-01,0
0.7588,0.07,0.061,0.869,False,Couple Leisure,Economy Class,1416,13884,2023-01-05,2022-08-01,0
-0.8126,0.0,0.144,0.856,False,Family Leisure,Economy Class,361,13885,2022-12-30,2022-09-01,0
-0.9372,0.05,0.109,0.841,True,Couple Leisure,Economy Class,1292,13886,2022-12-28,2022-09-01,0
-0.7906,0.049,0.109,0.842,True,Couple Leisure,Economy Class,551,13887,2022-12-21,2022-10-01,0
-0.6908,0.0,0.114,0.886,True,Solo Leisure,Economy Class,313,13888,2022-12-08,2022-10-01,0
-0.4584,0.058,0.061,0.881,False,Solo Leisure,Economy Class,1454,13889,2022-12-03,2022-12-01,0
-0.0747,0.06,0.063,0.877,True,Family Leisure,Economy Class,499,13890,2022-11-24,2022-11-01,0
0.7351,0.082,0.022,0.895,True,Solo Leisure,Economy Class,544,13891,2022-11-24,2022-10-01,1
0.9915,0.195,0.011,0.794,True,Solo Leisure,Economy Class,941,13892,2022-11-21,2022-11-01,1
0.9846,0.218,0.007,0.775,True,Solo Leisure,Economy Class,678,13893,2022-11-21,2022-11-01,1
-0.8824,0.028,0.168,0.805,True,Family Leisure,Economy Class,345,13894,2022-11-16,2022-10-01,0
-0.6591,0.063,0.082,0.855,False,Couple Leisure,Economy Class,1634,13895,2022-11-08,2022-10-01,0
-0.9246,0.041,0.175,0.784,True,Business,Business Class,438,13896,2022-10-27,2022-10-01,0
-0.2948,0.019,0.026,0.955,True,Solo Leisure,Economy Class,2077,13897,2022-10-13,2022-05-01,0
-0.9349,0.019,0.134,0.847,False,Solo Leisure,Economy Class,572,13898,2022-10-09,2022-08-01,0
-0.9348,0.024,0.111,0.865,True,Solo Leisure,Economy Class,817,13899,2022-10-08,2022-08-01,0
-0.0387,0.017,0.041,0.941,False,Solo Leisure,Economy Class,434,13900,2022-10-03,2022-09-01,0
0.4404,0.073,0.04,0.887,True,Family Leisure,Economy Class,242,13901,2022-09-19,2022-08-01,0
0.9161,0.123,0.035,0.842,True,Solo Leisure,Economy Class,662,13902,2022-09-19,2022-09-01,1
0.9959,0.222,0.039,0.739,False,Business,Business Class,1361,13903,2022-09-18,2022-09-01,1
0.9404,0.186,0.099,0.715,False,Couple Leisure,Business Class,702,13904,2022-09-15,2022-09-01,1
-0.9741,0.0,0.248,0.752,True,Couple Leisure,Economy Class,405,13905,2022-09-14,2022-09-01,0
-0.9349,0.0,0.238,0.762,True,Solo Leisure,Economy Class,282,13906,2022-09-13,2022-09-01,0
0.3427,0.04,0.027,0.932,True,Family Leisure,Economy Class,493,13907,2022-09-12,2022-08-01,0
-0.9545,0.075,0.186,0.739,True,Family Leisure,Economy Class,973,13908,2022-09-09,2022-07-01,0
-0.9918,0.015,0.072,0.913,False,Solo Leisure,Economy Class,3504,13909,2022-09-08,2022-09-01,0
0.995,0.103,0.037,0.861,True,Family Leisure,Economy Class,3482,13910,2022-09-06,2022-09-01,0
-0.8457,0.084,0.228,0.688,True,Family Leisure,Economy Class,261,13911,2022-09-05,2022-09-01,0
-0.1998,0.101,0.133,0.766,True,Family Leisure,Economy Class,553,13912,2022-08-25,2022-08-01,0
-0.3991,0.118,0.144,0.738,True,Business,Business Class,451,13913,2022-08-22,2022-08-01,0
-0.875,0.05,0.192,0.758,False,Business,Economy Class,474,13914,2022-08-18,2022-07-01,0
-0.4438,0.065,0.062,0.873,True,Solo Leisure,Economy Class,2054,13915,2022-08-18,2022-07-01,0
-0.9184,0.072,0.124,0.804,True,Family Leisure,Economy Class,1209,13916,2022-08-12,2022-08-01,0
-0.7224,0.032,0.097,0.87,True,Family Leisure,Economy Class,629,13917,2022-07-29,2022-07-01,0
-0.1311,0.055,0.048,0.897,True,Solo Leisure,Economy Class,363,13918,2022-07-28,2022-07-01,0
-0.9755,0.037,0.203,0.76,True,Family Leisure,Economy Class,635,13919,2022-07-26,2022-07-01,0
-0.4238,0.056,0.115,0.829,False,Solo Leisure,Economy Class,374,13920,2022-07-22,2022-07-01,0
0.1635,0.072,0.065,0.863,True,Solo Leisure,Economy Class,474,13921,2022-07-18,2022-07-01,0
-0.8053,0.045,0.09,0.866,True,Couple Leisure,Economy Class,1001,13922,2022-07-15,2021-08-01,0
-0.9836,0.017,0.125,0.858,False,Family Leisure,Economy Class,1416,13923,2022-07-12,2022-07-01,0
0.93,0.379,0.026,0.595,True,Solo Leisure,Economy Class,171,13924,2022-07-12,2022-07-01,1
0.8748,0.179,0.045,0.776,True,Couple Leisure,Economy Class,318,13925,2022-07-12,2022-06-01,1
0.9555,0.322,0.0,0.678,True,Couple Leisure,Economy Class,234,13926,2022-07-12,2022-06-01,1
-0.8205,0.069,0.112,0.819,True,Family Leisure,Premium Economy,832,13927,2022-07-11,2022-07-01,0
0.8951,0.181,0.139,0.68,True,Family Leisure,Economy Class,524,13928,2022-07-05,2022-07-01,1
-0.9109,0.0,0.131,0.869,True,Business,Economy Class,516,13929,2022-07-03,2022-07-01,0
-0.98,0.022,0.169,0.809,False,Business,Business Class,919,13930,2022-06-28,2022-06-01,0
-0.9881,0.032,0.274,0.694,True,Solo Leisure,Economy Class,687,13931,2022-06-28,2022-06-01,0
-0.5523,0.051,0.136,0.813,True,Solo Leisure,Economy Class,305,13932,2022-06-21,2021-12-01,0
-0.5499,0.15,0.246,0.604,False,Family Leisure,Economy Class,237,13933,2022-06-17,2022-06-01,0
-0.9273,0.0,0.277,0.723,False,Solo Leisure,Economy Class,246,13934,2022-06-16,2022-06-01,0
0.9682,0.194,0.041,0.765,False,Business,Economy Class,548,13935,2022-06-14,2022-06-01,1
-0.6553,0.0,0.083,0.917,False,Family Leisure,Economy Class,389,13936,2022-06-10,2022-06-01,0
-0.5696,0.0,0.1,0.9,True,Solo Leisure,Economy Class,212,13937,2022-06-05,2022-06-01,0
-0.8585,0.0,0.106,0.894,True,Solo Leisure,Economy Class,499,13938,2022-06-05,2022-06-01,0
-0.9888,0.049,0.105,0.846,True,Couple Leisure,Economy Class,3427,13939,2022-06-05,2022-06-01,0
-0.9246,0.049,0.094,0.856,True,Family Leisure,Business Class,1324,13940,2022-05-17,2022-04-01,0
0.9898,0.33,0.0,0.67,False,Couple Leisure,Premium Economy,478,13941,2022-05-16,2022-05-01,1
0.0772,0.169,0.19,0.642,False,Couple Leisure,Economy Class,303,13942,2022-05-16,2022-05-01,0
-0.8745,0.08,0.132,0.788,True,Solo Leisure,Economy Class,872,13943,2022-05-07,2022-04-01,0
-0.8409,0.026,0.129,0.845,True,Couple Leisure,Economy Class,415,13944,2022-05-03,2022-05-01,0
0.6697,0.1,0.046,0.854,True,Solo Leisure,Economy Class,393,13945,2022-04-29,2022-01-01,1
-0.9432,0.061,0.201,0.738,False,Family Leisure,Economy Class,584,13946,2022-04-16,2022-04-01,0
-0.09,0.123,0.134,0.743,True,Solo Leisure,Economy Class,477,13947,2022-04-11,2022-04-01,0
-0.872,0.0,0.34,0.66,False,Solo Leisure,Economy Class,155,13948,2022-04-07,2022-04-01,0
-0.101,0.118,0.109,0.774,False,Family Leisure,Economy Class,295,13949,2022-03-29,2021-08-01,0
-0.8238,0.0,0.127,0.873,True,Solo Leisure,Business Class,346,13950,2022-03-19,2022-03-01,0
-0.8082,0.05,0.082,0.868,False,Family Leisure,Economy Class,1306,13951,2022-02-23,2022-02-01,0
-0.9922,0.063,0.284,0.653,False,Family Leisure,Economy Class,709,13952,2022-01-30,2021-09-01,1
0.9874,0.282,0.036,0.682,False,Solo Leisure,Economy Class,621,13953,2022-01-16,2022-01-01,1
-0.6984,0.043,0.137,0.82,True,Family Leisure,Economy Class,497,13954,2022-01-10,2021-12-01,0
-0.9553,0.011,0.129,0.86,True,Couple Leisure,Economy Class,814,13955,2022-01-07,2021-12-01,0
0.9325,0.157,0.076,0.768,True,Solo Leisure,Premium Economy,842,13956,2021-12-30,2021-12-01,0
-0.9565,0.096,0.384,0.52,True,Family Leisure,Economy Class,243,13957,2021-12-30,2021-06-01,0
0.9551,0.281,0.046,0.673,True,Family Leisure,Economy Class,362,13958,2021-12-30,2021-12-01,1
0.9928,0.269,0.064,0.667,True,Solo Leisure,Economy Class,944,13959,2021-12-22,2021-12-01,1
0.972,0.354,0.0,0.646,False,Solo Leisure,Economy Class,251,13960,2022-10-02,2022-09-01,1
0.9847,0.22,0.032,0.749,True,Solo Leisure,Economy Class,756,13961,2020-10-16,2020-10-01,1
-0.5122,0.068,0.116,0.816,True,Solo Leisure,Economy Class,401,13962,2018-12-17,2018-12-01,0
0.7754,0.096,0.055,0.849,False,Unknown,Economy Class,865,13963,2013-11-11,,1
-0.8225,0.059,0.161,0.78,False,Unknown,Economy Class,492,13964,2011-10-09,,0
-0.945,0.033,0.163,0.805,False,Unknown,Economy Class,618,13965,2010-12-01,,0
0.8271,0.143,0.0,0.857,False,Unknown,Unknown,244,13966,2008-12-20,,0
0.6652,0.069,0.0,0.931,False,Unknown,Unknown,316,13967,2008-03-19,,0
0.8346,0.191,0.044,0.766,False,Unknown,Unknown,253,13968,2008-03-16,,0
-0.9517,0.04,0.267,0.693,False,Business,Economy Class,343,13969,2023-07-27,2023-07-01,0
-0.9796,0.023,0.082,0.894,True,Solo Leisure,Economy Class,2332,13970,2023-07-21,2023-07-01,0
0.9883,0.357,0.031,0.612,True,Couple Leisure,Economy Class,491,13971,2023-07-18,2023-07-01,1
0.4162,0.087,0.092,0.82,True,Solo Leisure,Economy Class,1321,13972,2023-07-17,2023-07-01,0
-0.9208,0.0,0.14,0.86,True,Family Leisure,Economy Class,547,13973,2023-07-15,2023-07-01,0
-0.8187,0.04,0.1,0.859,False,Couple Leisure,Economy Class,728,13974,2023-07-15,2023-07-01,0
-0.7306,0.061,0.09,0.849,False,Solo Leisure,Economy Class,1215,13975,2023-07-15,2023-07-01,0
-0.7964,0.0,0.188,0.812,False,Solo Leisure,Economy Class,198,13976,2023-07-13,2023-07-01,0
-0.8225,0.038,0.167,0.796,True,Solo Leisure,Economy Class,282,13977,2023-07-12,2023-07-01,0
-0.7533,0.047,0.129,0.824,True,Business,Economy Class,388,13978,2023-07-10,2023-07-01,0
-0.7978,0.0,0.091,0.909,True,Business,Economy Class,477,13979,2023-07-10,2022-08-01,0
0.8477,0.147,0.091,0.762,False,Family Leisure,Economy Class,775,13980,2023-07-10,2023-03-01,1
-0.9692,0.012,0.055,0.933,True,Family Leisure,Economy Class,3113,13981,2023-07-10,2023-07-01,0
-0.3166,0.076,0.078,0.846,False,Solo Leisure,Economy Class,671,13982,2023-07-09,2023-06-01,0
0.4627,0.114,0.09,0.796,False,Couple Leisure,Economy Class,394,13983,2023-07-07,2023-06-01,0
-0.8957,0.014,0.1,0.886,True,Family Leisure,Economy Class,660,13984,2023-07-07,2023-07-01,0
-0.8187,0.026,0.058,0.917,False,Solo Leisure,Economy Class,1017,13985,2023-07-06,2023-04-01,0
-0.4854,0.021,0.049,0.93,True,Family Leisure,Economy Class,922,13986,2023-07-06,2023-07-01,0
-0.7591,0.145,0.304,0.551,True,Business,Business Class,259,13987,2023-07-05,2023-06-01,1
-0.9111,0.027,0.098,0.875,False,Family Leisure,Economy Class,1052,13988,2023-07-03,2023-07-01,0
-0.8836,0.074,0.178,0.748,True,Business,Economy Class,509,13989,2023-07-02,2023-06-01,0
0.9332,0.348,0.0,0.652,True,Couple Leisure,Economy Class,190,13990,2023-07-02,2023-05-01,1
-0.9059,0.027,0.141,0.831,False,Family Leisure,Economy Class,611,13991,2023-07-01,2023-06-01,0
-0.9834,0.019,0.093,0.888,True,Couple Leisure,Economy Class,2553,13992,2023-07-01,2022-08-01,0
-0.7866,0.01,0.078,0.912,True,Solo Leisure,Economy Class,597,13993,2023-06-29,2023-05-01,0
-0.9224,0.0,0.433,0.567,True,Business,Economy Class,175,13994,2023-06-29,2023-06-01,0
-0.3307,0.147,0.15,0.703,True,Solo Leisure,Business Class,449,13995,2023-06-27,2023-05-01,0
-0.9452,0.01,0.09,0.899,True,Solo Leisure,Economy Class,987,13996,2023-06-27,2023-06-01,0
-0.278,0.086,0.095,0.819,True,Solo Leisure,Business Class,600,13997,2023-06-26,2023-06-01,0
-0.9539,0.049,0.159,0.792,False,Solo Leisure,Economy Class,824,13998,2023-06-25,2023-06-01,0
-0.8236,0.035,0.1,0.864,True,Business,Economy Class,733,13999,2023-06-25,2023-06-01,0
0.4612,0.114,0.085,0.801,True,Couple Leisure,Economy Class,325,14000,2023-06-24,2023-06-01,1
0.775,0.147,0.0,0.853,True,Couple Leisure,Economy Class,231,14001,2023-06-24,2023-06-01,1
-0.6715,0.0,0.134,0.866,False,Solo Leisure,Economy Class,218,14002,2023-06-24,2023-06-01,0
-0.8176,0.0,0.115,0.885,True,Solo Leisure,Economy Class,420,14003,2023-06-23,2023-06-01,0
0.0377,0.084,0.063,0.853,True,Couple Leisure,Economy Class,258,14004,2023-06-20,2023-06-01,0
-0.9775,0.034,0.173,0.792,True,Solo Leisure,Economy Class,917,14005,2023-06-19,2023-06-01,0
-0.9592,0.0,0.211,0.789,False,Family Leisure,Economy Class,471,14006,2023-06-19,2023-06-01,0
-0.775,0.0,0.117,0.883,True,Solo Leisure,Economy Class,461,14007,2023-06-18,2023-06-01,0
-0.8149,0.055,0.178,0.768,False,Family Leisure,Economy Class,361,14008,2023-06-17,2023-06-01,0
-0.976,0.024,0.168,0.808,True,Solo Leisure,Economy Class,1131,14009,2023-06-16,2023-06-01,0
0.9966,0.243,0.0,0.757,True,Couple Leisure,Business Class,1175,14010,2023-06-16,2023-06-01,1
