vader_compound,vader_pos,vader_neg,vader_neu,Verified,Type Of Traveller,Seat Type,review_length,row_id,Review Date,Date Flown,Recommended
0.8384,0.185,0.0,0.815,True,Solo Leisure,Economy Class,264,7033,2021-06-10,2021-06-01,1
0.9201,0.227,0.0,0.773,True,Family Leisure,Business Class,287,7034,2021-06-07,2021-06-01,1
0.8775,0.257,0.074,0.669,True,Solo Leisure,Economy Class,228,7035,2021-06-05,2021-03-01,1
0.9572,0.218,0.0,0.782,True,Family Leisure,Economy Class,395,7036,2021-06-03,2021-03-01,1
0.9888,0.229,0.0,0.771,True,Business,Business Class,651,7037,2021-05-28,2021-05-01,1
0.9676,0.246,0.066,0.688,True,Business,Business Class,519,7038,2021-05-26,2021-05-01,1
0.3339,0.053,0.028,0.919,True,Business,Economy Class,490,7039,2021-05-25,2021-05-01,1
0.9775,0.204,0.028,0.767,True,Business,Economy Class,610,7040,2021-05-21,2021-05-01,1
0.9434,0.154,0.034,0.812,True,Solo Leisure,Economy Class,524,7041,2021-05-17,2021-05-01,1
0.93,0.156,0.017,0.827,True,Business,Economy Class,572,7042,2021-05-17,2021-05-01,1
0.9834,0.375,0.0,0.625,True,Couple Leisure,Economy Class,351,7043,2021-05-16,2021-05-01,1
0.8126,0.173,0.047,0.78,True,Couple Leisure,Business Class,297,7044,2021-05-11,2021-05-01,1
0.9484,0.096,0.009,0.895,True,Family Leisure,Economy Class,1036,7045,2021-05-11,2021-04-01,1
0.9186,0.206,0.0,0.794,True,Solo Leisure,Business Class,303,7046,2021-05-09,2021-05-01,1
0.8957,0.147,0.028,0.825,True,Family Leisure,Business Class,461,7047,2021-05-07,2020-08-01,1
0.9686,0.196,0.028,0.777,True,Couple Leisure,Business Class,669,7048,2021-05-05,2021-05-01,1
0.9777,0.255,0.027,0.719,True,Solo Leisure,Economy Class,512,7049,2021-04-29,2021-04-01,1
0.8879,0.087,0.023,0.89,True,Solo Leisure,Economy Class,860,7050,2021-04-26,2021-04-01,1
-0.9319,0.075,0.142,0.783,True,Solo Leisure,Economy Class,842,7051,2021-02-05,2020-07-01,0
-0.2292,0.081,0.111,0.808,True,Solo Leisure,Economy Class,1050,7052,2019-05-18,2019-01-01,0
-0.8735,0.033,0.145,0.822,False,Solo Leisure,Economy Class,394,7053,2017-09-14,2017-09-01,0
-0.3765,0.106,0.164,0.729,False,Business,Economy Class,409,7054,2017-03-03,2017-02-01,0
0.9011,0.146,0.071,0.783,False,Unknown,Economy Class,670,7055,2013-08-25,,1
0.9612,0.283,0.0,0.717,True,Business,Economy Class,340,7056,2022-11-16,2022-10-01,1
0.5318,0.184,0.127,0.689,True,Couple Leisure,Economy Class,274,7057,2022-09-28,2022-09-01,1
0.9276,0.153,0.075,0.771,False,Solo Leisure,Economy Class,810,7058,2022-09-27,2022-09-01,1
0.5162,0.116,0.105,0.779,True,Solo Leisure,Economy Class,521,7059,2022-09-20,2022-09-01,0
-0.9574,0.02,0.224,0.756,True,Business,Economy Class,500,7060,2022-07-03,2022-07-01,0
0.9877,0.16,0.016,0.824,True,Family Leisure,Economy Class,1146,7061,2022-06-06,2022-04-01,1
0.9393,0.266,0.0,0.734,True,Solo Leisure,Economy Class,243,7062,2021-04-07,2021-04-01,1
0.1531,0.123,0.111,0.766,False,Couple Leisure,Economy Class,240,7063,2020-11-10,2020-11-01,0
-0.8402,0.0,0.217,0.783,False,Couple Leisure,Economy Class,193,7064,2020-11-10,2020-11-01,0
0.1531,0.023,0.026,0.951,True,Family Leisure,Economy Class,857,7065,2020-09-21,2020-05-01,0
-0.395,0.0,0.034,0.966,True,Family Leisure,Economy Class,358,7066,2020-05-25,2020-02-01,0
0.9392,0.126,0.052,0.821,False,Solo Leisure,Economy Class,919,7067,2020-04-26,2020-02-01,0
0.0258,0.039,0.037,0.924,True,Family Leisure,Economy Class,261,7068,2020-04-20,2020-01-01,0
0.7391,0.145,0.0,0.855,True,Solo Leisure,Economy Class,178,7069,2020-03-07,2019-11-01,1
0.9726,0.473,0.0,0.527,True,Solo Leisure,Economy Class,181,7070,2020-03-07,2019-10-01,1
0.6542,0.115,0.039,0.846,True,Solo Leisure,Economy Class,317,7071,2020-03-07,2019-11-01,1
0.3818,0.051,0.041,0.908,True,Family Leisure,Economy Class,806,7072,2020-01-04,2019-12-01,1
0.9671,0.139,0.029,0.833,True,Solo Leisure,Economy Class,906,7073,2019-11-26,2019-11-01,1
0.8957,0.16,0.0,0.84,True,Solo Leisure,Economy Class,343,7074,2019-11-05,2019-11-01,1
0.9186,0.209,0.0,0.791,True,Solo Leisure,Economy Class,296,7075,2019-11-05,2019-10-01,1
0.4939,0.04,0.0,0.96,True,Couple Leisure,Economy Class,389,7076,2019-11-04,2019-11-01,0
-0.7717,0.034,0.173,0.793,True,Couple Leisure,Economy Class,259,7077,2019-09-28,2019-09-01,0
-0.1779,0.0,0.006,0.994,True,Couple Leisure,Economy Class,1420,7078,2019-09-27,2019-09-01,0
0.8979,0.101,0.014,0.885,True,Solo Leisure,Economy Class,512,7079,2019-09-24,2019-09-01,1
-0.9313,0.045,0.161,0.794,True,Solo Leisure,Economy Class,698,7080,2019-07-27,2019-07-01,0
0.2617,0.049,0.0,0.951,True,Business,Economy Class,217,7081,2019-02-14,2019-02-01,1
-0.845,0.041,0.135,0.824,True,Family Leisure,Economy Class,461,7082,2019-01-17,2019-01-01,0
0.9322,0.185,0.043,0.772,True,Solo Leisure,Economy Class,459,7083,2018-11-05,2018-10-01,1
0.8548,0.168,0.089,0.743,False,Solo Leisure,Economy Class,460,7084,2018-11-05,2018-10-01,1
0.7783,0.07,0.026,0.904,True,Solo Leisure,Economy Class,891,7085,2018-09-13,2018-09-01,0
0.9468,0.182,0.0,0.818,True,Solo Leisure,Economy Class,467,7086,2018-06-28,2018-06-01,1
0.9914,0.271,0.022,0.706,True,Solo Leisure,Economy Class,745,7087,2018-06-26,2018-06-01,1
0.6336,0.122,0.065,0.813,True,Solo Leisure,Economy Class,406,7088,2018-06-13,2018-06-01,1
0.941,0.323,0.092,0.586,True,Family Leisure,Economy Class,292,7089,2018-04-16,2018-03-01,1
-0.0,0.099,0.099,0.801,True,Business,Economy Class,596,7090,2018-04-05,2018-02-01,1
0.9153,0.204,0.029,0.767,True,Couple Leisure,Economy Class,340,7091,2018-02-08,2017-09-01,1
0.7376,0.095,0.051,0.853,True,Solo Leisure,Economy Class,691,7092,2018-02-02,2018-01-01,1
0.4019,0.119,0.063,0.818,True,Solo Leisure,Economy Class,206,7093,2018-01-25,2017-05-01,1
0.9702,0.204,0.019,0.777,True,Business,Economy Class,529,7094,2017-12-30,2017-12-01,1
0.9432,0.218,0.0,0.782,False,Solo Leisure,Economy Class,349,7095,2017-08-30,2017-07-01,1
0.9514,0.149,0.019,0.832,False,Business,Economy Class,714,7096,2017-08-12,2017-08-01,1
0.8702,0.112,0.068,0.82,False,Solo Leisure,Economy Class,1314,7097,2017-08-02,2017-07-01,1
0.9695,0.139,0.085,0.775,False,Family Leisure,Economy Class,1396,7098,2017-01-06,2016-12-01,1
0.9669,0.185,0.049,0.766,False,Solo Leisure,Economy Class,677,7099,2016-11-05,2016-11-01,1
0.9914,0.203,0.023,0.774,False,Family Leisure,Economy Class,994,7100,2016-07-14,2016-07-01,1
0.7147,0.136,0.033,0.831,False,Solo Leisure,Economy Class,303,7101,2016-07-11,2015-08-01,1
0.9698,0.237,0.0,0.763,False,Solo Leisure,Economy Class,382,7102,2016-07-09,2016-06-01,1
0.9807,0.275,0.0,0.725,False,Business,Economy Class,412,7103,2016-06-19,2016-06-01,1
0.9109,0.162,0.019,0.819,False,Solo Leisure,Economy Class,412,7104,2016-05-10,2016-05-01,1
-0.7964,0.0,0.095,0.905,False,Solo Leisure,Economy Class,571,7105,2016-05-09,2016-05-01,0
0.7184,0.077,0.019,0.905,False,Family Leisure,Economy Class,435,7106,2016-04-09,2016-04-01,1
0.775,0.163,0.055,0.782,False,Business,Economy Class,425,7107,2016-02-19,2016-02-01,1
0.8461,0.181,0.085,0.734,False,Business,Economy Class,362,7108,2016-01-06,2016-01-01,1
0.8074,0.126,0.077,0.797,False,Solo Leisure,Economy Class,716,7109,2016-01-02,2015-12-01,1
0.9499,0.251,0.0,0.749,False,Solo Leisure,Economy Class,309,7110,2015-12-09,2015-12-01,1
0.9912,0.188,0.017,0.796,False,Solo Leisure,Economy Class,1502,7111,2015-11-19,2015-10-01,1
0.6991,0.111,0.065,0.824,False,Solo Leisure,Economy Class,487,7112,2015-10-25,2015-10-01,1
0.8115,0.083,0.03,0.887,False,Family Leisure,Economy Class,955,7113,2015-10-13,2015-10-01,1
0.7402,0.082,0.047,0.872,False,Couple Leisure,Economy Class,779,7114,2015-10-12,2015-10-01,1
-0.8227,0.0,0.214,0.786,False,Family Leisure,Economy Class,220,7115,2015-09-07,2015-09-01,1
0.9735,0.128,0.008,0.864,True,Solo Leisure,Economy Class,891,7116,2019-05-10,2019-04-01,1
0.5634,0.037,0.018,0.945,True,Couple Leisure,Economy Class,1265,7117,2018-09-10,2018-06-01,0
-0.9301,0.042,0.103,0.855,True,Couple Leisure,Economy Class,1197,7118,2018-08-23,2018-08-01,0
-0.9845,0.025,0.12,0.855,True,Business,Economy Class,1825,7119,2018-07-18,2018-07-01,0
-0.5647,0.023,0.087,0.89,True,Business,Business Class,587,7120,2018-07-11,2018-05-01,0
-0.7066,0.04,0.053,0.908,True,Solo Leisure,Business Class,1580,7121,2018-07-03,2018-07-01,0
0.9165,0.112,0.0,0.888,True,Business,Business Class,629,7122,2018-06-21,2018-03-01,1
-0.1986,0.088,0.125,0.787,True,Solo Leisure,Economy Class,383,7123,2018-06-01,2018-05-01,0
0.9531,0.2,0.0,0.8,True,Solo Leisure,Economy Class,430,7124,2018-03-01,2018-02-01,1
0.9558,0.286,0.0,0.714,True,Solo Leisure,Economy Class,279,7125,2018-02-24,2018-02-01,1
0.9513,0.125,0.044,0.832,False,Couple Leisure,Economy Class,822,7126,2017-10-01,2017-09-01,1
0.9642,0.268,0.017,0.715,False,Business,Economy Class,367,7127,2017-06-24,2017-06-01,1
-0.4582,0.054,0.077,0.869,False,Business,Economy Class,838,7128,2017-06-15,2017-06-01,0
0.9192,0.156,0.087,0.757,False,Couple Leisure,Economy Class,652,7129,2017-03-23,2017-03-01,1
0.8957,0.074,0.05,0.876,False,Business,Economy Class,1712,7130,2017-02-27,2017-02-01,0
-0.938,0.01,0.086,0.904,False,Business,Economy Class,1033,7131,2017-02-26,2017-02-01,0
-0.9714,0.047,0.194,0.758,False,Couple Leisure,Economy Class,691,7132,2017-02-04,2016-12-01,0
0.9638,0.159,0.0,0.841,False,Solo Leisure,Economy Class,714,7133,2016-11-08,2016-10-01,1
0.9408,0.126,0.025,0.85,False,Business,Business Class,900,7134,2016-10-16,2015-11-01,1
-0.7003,0.0,0.097,0.903,False,Business,Economy Class,425,7135,2016-07-21,2016-07-01,0
-0.9457,0.0,0.237,0.763,False,Couple Leisure,Economy Class,377,7136,2016-06-28,2016-06-01,0
-0.965,0.0,0.176,0.824,False,Couple Leisure,Economy Class,653,7137,2016-06-23,2016-06-01,0
-0.8495,0.064,0.164,0.773,False,Family Leisure,Economy Class,478,7138,2016-06-10,2016-06-01,0
0.8957,0.154,0.075,0.771,False,Business,Economy Class,590,7139,2016-05-28,2016-05-01,1
0.9148,0.078,0.038,0.884,False,Solo Leisure,Economy Class,1220,7140,2016-05-22,2016-05-01,0
0.9829,0.288,0.05,0.662,False,Solo Leisure,Economy Class,476,7141,2016-02-05,2015-12-01,1
0.9869,0.306,0.0,0.694,False,Solo Leisure,Economy Class,533,7142,2016-01-22,2015-12-01,1
-0.9464,0.036,0.107,0.858,False,Solo Leisure,Economy Class,1249,7143,2016-01-19,2016-01-01,0
0.735,0.147,0.079,0.774,False,Business,Economy Class,405,7144,2015-12-26,2015-12-01,1
0.8882,0.176,0.0,0.824,False,Couple Leisure,Economy Class,272,7145,2015-12-15,2015-12-01,1
0.576,0.046,0.025,0.929,False,Business,Economy Class,874,7146,2015-12-03,2015-12-01,0
-0.7648,0.058,0.114,0.828,False,Couple Leisure,Economy Class,976,7147,2015-11-27,2015-11-01,0
-0.2244,0.096,0.12,0.784,False,Business,Economy Class,545,7148,2015-07-23,2015-07-01,0
0.882,0.232,0.054,0.714,False,Unknown,Economy Class,276,7149,2015-05-25,,1
0.8551,0.208,0.107,0.685,False,Unknown,Economy Class,427,7150,2015-04-27,,1
0.5555,0.046,0.033,0.921,False,Unknown,Economy Class,987,7151,2015-04-04,,0
-0.9248,0.054,0.141,0.806,False,Unknown,Economy Class,957,7152,2015-04-01,,0
-0.8957,0.0,0.204,0.796,False,Unknown,Economy Class,369,7153,2015-03-29,,0
-0.7239,0.039,0.064,0.897,False,Unknown,Economy Class,1188,7154,2015-03-18,,0
0.9246,0.39,0.0,0.61,False,Unknown,Economy Class,151,7155,2015-01-19,,1
0.9617,0.294,0.053,0.653,False,Unknown,Economy Class,394,7156,2015-01-11,,1
0.376,0.063,0.048,0.889,False,Unknown,Economy Class,830,7157,2014-11-20,,0
0.4118,0.089,0.085,0.826,False,Unknown,Economy Class,1054,7158,2014-11-06,,0
0.9695,0.308,0.0,0.692,False,Unknown,Economy Class,302,7159,2014-10-12,,1
0.8122,0.128,0.086,0.786,False,Unknown,Economy Class,615,7160,2014-09-22,,1
-0.9615,0.011,0.139,0.85,False,Unknown,Economy Class,747,7161,2014-09-22,,0
0.4734,0.105,0.098,0.797,False,Unknown,Economy Class,1451,7162,2014-09-19,,0
-0.872,0.0,0.088,0.912,False,Unknown,Economy Class,676,7163,2014-09-17,,0
0.2484,0.069,0.043,0.888,False,Unknown,Premium Economy,208,7164,2014-09-14,,1
-0.8155,0.022,0.096,0.882,False,Unknown,Economy Class,621,7165,2014-09-06,,0
0.9757,0.211,0.065,0.723,False,Unknown,Economy Class,792,7166,2014-09-01,,1
0.9028,0.118,0.051,0.831,False,Unknown,Economy Class,1143,7167,2014-08-28,,1
-0.8769,0.033,0.142,0.826,False,Unknown,Economy Class,533,7168,2014-08-13,,0
0.9574,0.257,0.084,0.659,False,Unknown,Economy Class,470,7169,2014-08-06,,1
0.9633,0.311,0.0,0.689,False,Unknown,Economy Class,297,7170,2014-07-15,,1
0.9185,0.295,0.028,0.677,False,Unknown,Economy Class,270,7171,2014-07-08,,1
0.7905,0.083,0.028,0.889,False,Unknown,Economy Class,730,7172,2014-07-06,,0
0.7234,0.229,0.072,0.698,False,Unknown,Economy Class,179,7173,2014-06-25,,1
0.9316,0.145,0.047,0.807,False,Unknown,Economy Class,720,7174,2014-06-25,,0
-0.7299,0.032,0.052,0.916,False,Unknown,Economy Class,1786,7175,2014-06-20,,0
-0.8176,0.0,0.068,0.932,False,Unknown,Economy Class,711,7176,2014-05-28,,0
-0.5255,0.056,0.094,0.85,False,Unknown,Economy Class,472,7177,2014-03-31,,0
-0.1045,0.031,0.037,0.932,False,Unknown,Economy Class,1303,7178,2013-10-28,,0
0.6925,0.083,0.059,0.858,False,Unknown,Economy Class,792,7179,2013-09-26,,1
0.2598,0.076,0.084,0.84,False,Unknown,Economy Class,927,7180,2013-07-30,,0
0.8062,0.125,0.05,0.825,False,Unknown,Economy Class,378,7181,2013-07-28,,1
0.7159,0.176,0.0,0.824,False,Unknown,Economy Class,172,7182,2013-06-06,,1
-0.7226,0.0,0.156,0.844,False,Unknown,Economy Class,237,7183,2013-05-22,,1
-0.867,0.046,0.151,0.803,False,Unknown,Economy Class,362,7184,2013-04-24,,1
0.9323,0.171,0.087,0.742,False,Unknown,Economy Class,672,7185,2013-02-17,,0
-0.8684,0.013,0.082,0.904,False,Unknown,Business Class,631,7186,2013-02-17,,0
0.9118,0.27,0.05,0.68,False,Unknown,Economy Class,292,7187,2013-02-07,,1
0.919,0.134,0.075,0.791,False,Unknown,Economy Class,786,7188,2012-12-19,,1
0.6319,0.155,0.105,0.74,False,Unknown,Economy Class,482,7189,2012-10-11,,0
-0.899,0.056,0.157,0.787,False,Unknown,Economy Class,539,7190,2012-10-09,,1
0.9739,0.146,0.02,0.834,False,Unknown,Economy Class,1040,7191,2012-10-09,,1
0.9451,0.176,0.0,0.824,False,Unknown,Economy Class,408,7192,2012-09-10,,1
0.386,0.071,0.052,0.877,False,Unknown,Economy Class,401,7193,2012-09-03,,1
0.5778,0.18,0.15,0.67,False,Unknown,Economy Class,247,7194,2012-08-31,,0
0.9286,0.195,0.019,0.786,False,Unknown,Economy Class,415,7195,2012-08-01,,1
-0.8439,0.0,0.1,0.9,False,Unknown,Economy Class,483,7196,2012-03-26,,0
0.7574,0.176,0.0,0.824,False,Unknown,Economy Class,239,7197,2012-02-23,,1
0.7552,0.179,0.078,0.743,False,Unknown,Economy Class,343,7198,2011-08-23,,1
0.9066,0.162,0.026,0.812,False,Unknown,Economy Class,409,7199,2011-07-07,,1
-0.8092,0.074,0.218,0.708,False,Unknown,Economy Class,241,7200,2011-06-10,,0
-0.8356,0.017,0.094,0.889,False,Unknown,Economy Class,570,7201,2011-04-27,,0
-0.87,0.059,0.168,0.773,False,Unknown,Economy Class,518,7202,2011-04-10,,0
0.9543,0.222,0.0,0.778,False,Unknown,Economy Class,459,7203,2011-03-14,,1
0.7579,0.183,0.043,0.774,False,Unknown,Economy Class,208,7204,2011-02-07,,0
0.3962,0.047,0.04,0.913,False,Unknown,Economy Class,496,7205,2010-12-14,,0
-0.8442,0.0,0.087,0.913,False,Unknown,Economy Class,685,7206,2010-11-16,,0
0.945,0.351,0.0,0.649,False,Unknown,Economy Class,196,7207,2010-09-24,,1
0.9756,0.148,0.009,0.843,False,Unknown,Economy Class,861,7208,2010-08-02,,1
0.893,0.163,0.108,0.729,False,Unknown,Economy Class,743,7209,2010-07-19,,1
0.9718,0.186,0.0,0.814,False,Unknown,Economy Class,618,7210,2010-05-08,,1
0.9742,0.121,0.042,0.837,False,Unknown,Unknown,1407,7211,2009-08-01,,0
-0.9008,0.0,0.089,0.911,False,Family Leisure,Economy Class,742,7212,2021-06-09,2021-06-01,0
0.9549,0.095,0.017,0.888,True,Couple Leisure,Premium Economy,1146,7213,2019-03-08,2019-02-01,1
0.92,0.338,0.088,0.574,True,Solo Leisure,Economy Class,217,7214,2018-08-28,2018-08-01,1
0.9641,0.264,0.0,0.736,True,Couple Leisure,Economy Class,361,7215,2018-01-17,2018-01-01,1
0.442,0.094,0.045,0.861,True,Couple Leisure,Economy Class,725,7216,2018-09-13,2017-10-01,1
-0.5863,0.041,0.089,0.87,False,Family Leisure,Economy Class,794,7217,2018-09-06,2018-09-01,0
-0.8378,0.045,0.081,0.875,True,Family Leisure,Economy Class,943,7218,2018-09-03,2018-08-01,0
0.5576,0.098,0.094,0.809,True,Business,Business Class,668,7219,2018-07-31,2018-04-01,0
0.9657,0.312,0.0,0.688,True,Couple Leisure,Economy Class,297,7220,2018-07-30,2018-07-01,1
0.9111,0.153,0.015,0.832,True,Business,Economy Class,511,7221,2018-07-14,2018-07-01,0
-0.5859,0.0,0.037,0.963,True,Couple Leisure,Economy Class,636,7222,2018-06-26,2018-06-01,0
-0.5839,0.049,0.061,0.89,True,Family Leisure,Economy Class,1097,7223,2018-02-22,2017-08-01,0
0.9562,0.311,0.069,0.62,True,Solo Leisure,Economy Class,229,7224,2017-12-18,2017-12-01,1
-0.296,0.0,0.061,0.939,False,Solo Leisure,Economy Class,185,7225,2017-11-14,2017-10-01,1
0.6069,0.074,0.058,0.868,False,Solo Leisure,Economy Class,1194,7226,2017-04-28,2017-04-01,1
-0.3713,0.057,0.094,0.849,False,Solo Leisure,Economy Class,637,7227,2017-02-25,2017-02-01,1
-0.9163,0.007,0.072,0.922,False,Solo Leisure,Economy Class,966,7228,2017-02-19,2016-08-01,0
0.1128,0.117,0.109,0.774,False,Business,Economy Class,783,7229,2016-11-29,2016-11-01,1
0.9818,0.296,0.017,0.687,False,Solo Leisure,Economy Class,363,7230,2016-11-12,2016-11-01,1
0.9595,0.12,0.028,0.852,False,Couple Leisure,Economy Class,1048,7231,2016-10-09,2016-10-01,1
0.9933,0.221,0.052,0.727,False,Solo Leisure,Economy Class,1070,7232,2016-10-02,2016-09-01,1
-0.394,0.069,0.072,0.859,False,Couple Leisure,Economy Class,1120,7233,2016-09-28,2016-09-01,1
-0.9255,0.0,0.261,0.739,True,Solo Leisure,Economy Class,250,7234,2020-04-12,2020-04-01,0
-0.6609,0.051,0.08,0.869,True,Couple Leisure,Economy Class,783,7235,2020-03-16,2020-03-01,0
0.9694,0.166,0.0,0.834,True,Couple Leisure,Business Class,596,7236,2019-12-07,2019-12-01,1
0.9001,0.102,0.0,0.898,False,Couple Leisure,Business Class,719,7237,2019-11-26,2019-11-01,1
0.8847,0.118,0.023,0.859,True,Couple Leisure,Business Class,455,7238,2019-11-16,2019-11-01,1
-0.9686,0.03,0.108,0.863,False,Solo Leisure,Economy Class,1453,7239,2019-10-20,2019-10-01,0
-0.7717,0.095,0.251,0.654,True,Solo Leisure,Economy Class,158,7240,2019-07-22,2019-07-01,0
0.9116,0.104,0.037,0.859,True,Family Leisure,Business Class,895,7241,2019-03-29,2019-03-01,1
0.8807,0.229,0.0,0.771,True,Couple Leisure,Business Class,270,7242,2019-01-29,2019-01-01,1
0.8651,0.09,0.037,0.873,True,Couple Leisure,Business Class,717,7243,2018-12-03,2018-12-01,1
0.8731,0.099,0.024,0.876,True,Couple Leisure,Business Class,755,7244,2018-11-27,2018-11-01,1
0.7662,0.057,0.025,0.918,True,Family Leisure,Business Class,1071,7245,2018-06-15,2017-08-01,0
-0.9423,0.071,0.176,0.752,True,Couple Leisure,Premium Economy,687,7246,2018-04-12,2018-02-01,0
-0.506,0.064,0.082,0.854,True,Family Leisure,Economy Class,1702,7247,2018-02-07,2018-01-01,0
0.9244,0.12,0.016,0.864,False,Business,Economy Class,715,7248,2017-11-10,2017-11-01,1
0.9477,0.26,0.0,0.74,False,Solo Leisure,Economy Class,354,7249,2017-08-16,2017-08-01,1
0.9685,0.165,0.0,0.835,False,Business,Business Class,684,7250,2017-04-22,2017-04-01,1
0.9967,0.253,0.03,0.717,False,Business,Business Class,1324,7251,2017-04-18,2017-04-01,1
0.775,0.074,0.034,0.892,False,Business,Economy Class,855,7252,2017-04-08,2017-04-01,0
0.9493,0.168,0.015,0.817,False,Solo Leisure,Economy Class,557,7253,2016-06-17,2016-06-01,1
0.2678,0.074,0.088,0.838,False,Business,Economy Class,651,7254,2016-05-23,2016-05-01,1
0.1727,0.044,0.058,0.898,False,Business,Economy Class,370,7255,2016-05-18,2016-05-01,0
0.696,0.125,0.04,0.835,False,Business,Economy Class,301,7256,2016-04-05,2016-03-01,0
0.9867,0.199,0.0,0.801,False,Business,Economy Class,788,7257,2016-04-05,2016-03-01,1
-0.9692,0.006,0.12,0.874,False,Business,Economy Class,931,7258,2016-02-14,2016-02-01,0
-0.7728,0.031,0.116,0.853,False,Solo Leisure,Economy Class,502,7259,2015-10-07,2015-09-01,0
-0.8119,0.0,0.129,0.871,False,Couple Leisure,Business Class,263,7260,2015-09-29,2015-09-01,1
0.25,0.087,0.066,0.847,False,Business,Business Class,263,7261,2015-08-28,2015-08-01,1
0.7841,0.073,0.037,0.89,False,Solo Leisure,Business Class,874,7262,2015-07-22,2015-07-01,1
-0.7003,0.041,0.11,0.85,False,Couple Leisure,Economy Class,568,7263,2015-07-14,2015-07-01,0
-0.961,0.046,0.179,0.775,False,Solo Leisure,Economy Class,729,7264,2015-06-11,2015-05-01,0
-0.2551,0.049,0.061,0.89,False,Unknown,Economy Class,803,7265,2015-04-28,,0
-0.83,0.024,0.136,0.84,False,Unknown,Business Class,463,7266,2015-01-19,,0
0.9667,0.163,0.036,0.8,False,Unknown,Business Class,829,7267,2014-10-01,,1
0.8658,0.195,0.0,0.805,False,Unknown,Business Class,260,7268,2014-08-28,,1
0.866,0.116,0.04,0.845,False,Unknown,Business Class,721,7269,2014-06-25,,1
0.8718,0.195,0.0,0.805,False,Unknown,Economy Class,279,7270,2014-05-26,,1
-0.7227,0.038,0.076,0.887,False,Unknown,Economy Class,847,7271,2014-03-29,,0
0.7312,0.118,0.035,0.847,False,Unknown,Economy Class,357,7272,2013-09-01,,1
0.9568,0.234,0.0,0.766,False,Unknown,Economy Class,387,7273,2013-05-19,,1
-0.577,0.037,0.086,0.877,False,Unknown,Economy Class,362,7274,2013-04-28,,0
0.8849,0.221,0.0,0.779,False,Unknown,Economy Class,243,7275,2013-04-17,,1
-0.5717,0.047,0.075,0.878,False,Unknown,Business Class,1035,7276,2013-03-19,,0
-0.6106,0.052,0.128,0.821,False,Unknown,Economy Class,280,7277,2012-03-20,,0
0.8807,0.279,0.0,0.721,False,Unknown,Economy Class,194,7278,2011-11-22,,1
0.9079,0.292,0.0,0.708,False,Unknown,Economy Class,220,7279,2011-08-25,,1
-0.8338,0.0,0.084,0.916,False,Unknown,Economy Class,513,7280,2011-06-30,,0
0.8532,0.159,0.092,0.75,False,Unknown,Business Class,670,7281,2011-02-26,,1
0.6808,0.13,0.094,0.775,False,Unknown,Business Class,502,7282,2010-08-04,,0
0.8298,0.238,0.0,0.762,False,Unknown,Economy Class,192,7283,2010-04-22,,1
-0.9935,0.026,0.141,0.832,True,Family Leisure,Economy Class,2240,7284,2023-07-16,2023-06-01,0
-0.504,0.057,0.098,0.846,True,Solo Leisure,Economy Class,705,7285,2023-06-29,2023-06-01,0
0.9561,0.311,0.027,0.662,True,Family Leisure,Economy Class,256,7286,2023-06-27,2023-06-01,1
0.9545,0.29,0.0,0.71,True,Solo Leisure,Business Class,256,7287,2023-06-23,2023-06-01,1
-0.9552,0.045,0.09,0.865,False,Couple Leisure,Economy Class,1979,7288,2023-06-20,2023-06-01,0
-0.8389,0.058,0.094,0.847,True,Couple Leisure,Economy Class,1190,7289,2023-06-17,2023-06-01,0
-0.5468,0.054,0.086,0.86,False,Family Leisure,Business Class,801,7290,2023-06-17,2023-06-01,0
-0.8608,0.015,0.075,0.909,True,Couple Leisure,Economy Class,833,7291,2023-06-15,2023-06-01,0
-0.7562,0.067,0.091,0.842,True,Family Leisure,Economy Class,890,7292,2023-06-13,2023-06-01,0
0.7745,0.081,0.042,0.876,True,Family Leisure,Economy Class,1086,7293,2023-06-11,2023-06-01,0
-0.9676,0.0,0.171,0.829,True,Solo Leisure,Economy Class,617,7294,2023-06-06,2023-06-01,0
-0.749,0.0,0.141,0.859,True,Solo Leisure,Economy Class,221,7295,2023-06-05,2023-06-01,0
-0.7863,0.057,0.197,0.746,True,Family Leisure,Economy Class,259,7296,2023-06-04,2023-06-01,0
-0.9848,0.028,0.179,0.794,True,Solo Leisure,Business Class,937,7297,2023-06-02,2023-05-01,0
0.9933,0.262,0.042,0.696,True,Solo Leisure,Business Class,1030,7298,2023-06-01,2023-05-01,1
-0.9957,0.054,0.146,0.8,True,Family Leisure,Business Class,3386,7299,2023-05-29,2023-04-01,0
-0.968,0.0,0.079,0.921,True,Couple Leisure,Economy Class,1396,7300,2023-05-27,2023-05-01,0
-0.9731,0.094,0.162,0.743,False,Family Leisure,Economy Class,2296,7301,2023-05-25,2023-05-01,0
0.9337,0.184,0.038,0.778,False,Family Leisure,Premium Economy,511,7302,2023-05-23,2023-05-01,1
-0.0284,0.093,0.11,0.797,True,Couple Leisure,Economy Class,559,7303,2023-05-19,2023-05-01,0
-0.8588,0.081,0.116,0.803,True,Solo Leisure,Economy Class,1086,7304,2023-05-18,2023-05-01,0
-0.8588,0.052,0.11,0.838,True,Solo Leisure,Economy Class,800,7305,2023-05-13,2023-05-01,0
-0.8882,0.063,0.149,0.788,False,Couple Leisure,Economy Class,612,7306,2023-05-13,2023-05-01,0
0.8083,0.067,0.021,0.912,False,Business,Business Class,936,7307,2023-05-09,2023-05-01,0
