aspect_seat,aspect_food,aspect_staff,aspect_ground_service,aspect_entertainment,aspect_seat_missing,aspect_food_missing,aspect_staff_missing,aspect_ground_service_missing,aspect_entertainment_missing,Verified,Type Of Traveller,Seat Type,review_length,Recommended
,,0.5574,,,1,1,0,1,1,True,Solo Leisure,Economy Class,188,0
-0.3718,,-0.3718,,,0,1,0,1,1,True,Family Leisure,Economy Class,436,0
-0.9433,,-0.9433,,,0,1,0,1,1,False,Family Leisure,Economy Class,666,0
,,,,,1,1,1,1,1,True,Business,Premium Economy,448,0
,,-0.9552,,,1,1,0,1,1,True,Business,Economy Class,153,0
-0.7351,,,,,0,1,1,1,1,True,Business,Business Class,204,0
,,,,,1,1,1,1,1,True,Solo Leisure,Economy Class,583,0
,-0.0905,-0.0905,-0.0905,-0.0905,1,0,0,0,0,True,Business,Business Class,742,0
-0.7755,-0.7755,,,,0,0,1,1,1,True,Couple Leisure,Economy Class,538,0
,,-0.2732,-0.2732,,1,1,0,0,1,False,Family Leisure,Business Class,536,0
0.3612,0.3612,0.3612,,,0,0,0,1,1,True,Couple Leisure,Premium Economy,924,0
,,-0.7984,-0.7984,-0.7984,1,1,0,0,0,True,Business,Economy Class,469,0
,-0.7814,-0.7814,-0.7814,,1,0,0,0,1,False,Solo Leisure,Economy Class,155,0
,,-0.8442,,,1,1,0,1,1,True,Business,Business Class,175,0
,,-0.8555,-0.8555,,1,1,0,0,1,True,Solo Leisure,Economy Class,678,0
,,-0.9231,,,1,1,0,1,1,True,Solo Leisure,Economy Class,452,0
,,,-0.9764,,1,1,1,0,1,True,Business,Economy Class,693,0
,,,0.2023,,1,1,1,0,1,True,Family Leisure,Premium Economy,201,0
0.2109,0.2109,,0.2109,0.2109,0,0,1,0,0,False,Family Leisure,Economy Class,770,0
0.204,0.204,0.204,,0.204,0,0,0,1,0,True,Family Leisure,Economy Class,630,0
-0.7203,,-0.7203,-0.7203,,0,1,0,0,1,False,Couple Leisure,Premium Economy,643,0
,,-0.899,-0.899,,1,1,0,0,1,True,Couple Leisure,Economy Class,780,0
,0.5719,0.5719,0.5719,,1,0,0,0,1,True,Solo Leisure,Economy Class,239,0
-0.7906,,-0.7906,-0.7906,-0.7906,0,1,0,0,0,True,Solo Leisure,Economy Class,727,0
,-0.8761,-0.8761,,,1,0,0,1,1,True,Solo Leisure,Economy Class,416,0
,,-0.9311,,,1,1,0,1,1,False,Family Leisure,Economy Class,610,0
0.8271,0.8271,,,,0,0,1,1,1,False,Couple Leisure,Economy Class,1407,0
0.8344,0.8344,0.8344,,0.8344,0,0,0,1,0,True,Family Leisure,Premium Economy,907,0
-0.046,-0.046,-0.046,,-0.046,0,0,0,1,0,True,Solo Leisure,Economy Class,325,0
-0.792,-0.792,,,-0.792,0,0,1,1,0,False,Couple Leisure,Premium Economy,436,0
-0.8176,-0.8176,-0.8176,-0.8176,,0,0,0,0,1,True,Couple Leisure,Economy Class,918,0
0.921,0.921,,,,0,0,1,1,1,False,Couple Leisure,Economy Class,542,0
-0.7402,-0.7402,-0.7402,,,0,0,0,1,1,False,Couple Leisure,Business Class,386,0
,-0.8934,-0.8934,,,1,0,0,1,1,True,Family Leisure,Economy Class,266,0
,-0.8237,-0.8237,-0.8237,,1,0,0,0,1,True,Solo Leisure,Economy Class,212,0
-0.7607,-0.7607,,,,0,0,1,1,1,True,Couple Leisure,Economy Class,761,0
-0.9242,-0.9242,-0.9242,,,0,0,0,1,1,True,Couple Leisure,Premium Economy,959,0
0.4767,,0.4767,,0.4767,0,1,0,1,0,False,Family Leisure,Economy Class,342,0
-0.9272,,-0.9272,-0.9272,,0,1,0,0,1,False,Couple Leisure,Business Class,481,0
,,0.866,0.866,,1,1,0,0,1,True,Solo Leisure,Economy Class,1178,0
-0.9041,,,-0.9041,,0,1,1,0,1,True,Business,Premium Economy,509,0
-0.92,,-0.92,-0.92,,0,1,0,0,1,True,Solo Leisure,Premium Economy,485,0
,,-0.3182,-0.3182,,1,1,0,0,1,True,Family Leisure,Premium Economy,410,0
,,0.6808,0.6808,0.6808,1,1,0,0,0,False,Solo Leisure,Economy Class,561,1
,,-0.9658,-0.9658,,1,1,0,0,1,False,Family Leisure,Economy Class,687,0
,,,-0.8485,,1,1,1,0,1,True,Solo Leisure,Economy Class,237,0
,,-0.6808,-0.6808,,1,1,0,0,1,False,Business,Economy Class,1223,0
-0.228,-0.228,-0.228,-0.228,-0.228,0,0,0,0,0,False,Unknown,Economy Class,1373,1
0.1548,0.1548,0.1548,0.1548,,0,0,0,0,1,False,Unknown,Unknown,529,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,216,0
0.25,,0.25,0.25,,0,1,0,0,1,False,Unknown,Unknown,871,0
,-0.8722,-0.8722,-0.8722,-0.8722,1,0,0,0,0,False,Unknown,Unknown,1937,0
,,-0.4939,-0.4939,,1,1,0,0,1,False,Family Leisure,Economy Class,861,0
,,,-0.8625,,1,1,1,0,1,True,Family Leisure,Premium Economy,225,0
,,,0.4295,,1,1,1,0,1,True,Business,Economy Class,525,0
,,,-0.5267,,1,1,1,0,1,True,Family Leisure,Economy Class,577,0
,,,0.4588,,1,1,1,0,1,False,Family Leisure,Economy Class,791,0
,0.9517,0.9517,,0.9517,1,0,0,1,0,True,Solo Leisure,Economy Class,510,1
0.9819,0.9819,0.9819,0.9819,0.9819,0,0,0,0,0,True,Solo Leisure,Economy Class,599,1
,,0.8887,,,1,1,0,1,1,False,Family Leisure,Economy Class,307,1
0.993,0.993,0.993,,0.993,0,0,0,1,0,True,Business,Economy Class,503,1
,,0.7351,,,1,1,0,1,1,True,Solo Leisure,Economy Class,234,1
,0.7496,0.7496,,,1,0,0,1,1,True,Family Leisure,Economy Class,151,1
0.9516,0.9516,,,,0,0,1,1,1,True,Couple Leisure,Economy Class,324,1
,,-0.6952,,-0.6952,1,1,0,1,0,True,Couple Leisure,Economy Class,843,0
0.8934,,0.8934,0.8934,,0,1,0,0,1,True,Solo Leisure,Economy Class,560,1
-0.8844,,-0.8844,-0.8844,,0,1,0,0,1,True,Family Leisure,Economy Class,1470,0
0.9941,,0.9941,,,0,1,0,1,1,False,Family Leisure,Economy Class,771,1
-0.489,-0.489,-0.489,-0.489,-0.489,0,0,0,0,0,False,Solo Leisure,Economy Class,1056,1
0.9522,0.9522,0.9522,0.9522,0.9522,0,0,0,0,0,False,Couple Leisure,Economy Class,1428,1
0.9545,0.9545,0.9545,,,0,0,0,1,1,False,Solo Leisure,Economy Class,295,1
,-0.9694,-0.9694,-0.9694,,1,0,0,0,1,False,Couple Leisure,Economy Class,931,0
0.9958,0.9958,0.9958,0.9958,0.9958,0,0,0,0,0,False,Solo Leisure,Economy Class,1599,1
,0.92,0.92,0.92,0.92,1,0,0,0,0,False,Business,Economy Class,473,1
0.9871,0.9871,0.9871,0.9871,,0,0,0,0,1,False,Business,Business Class,1034,1
,,,-0.8807,,1,1,1,0,1,False,Business,Economy Class,648,0
0.9485,,0.9485,0.9485,,0,1,0,0,1,False,Solo Leisure,Economy Class,293,1
0.8176,0.8176,0.8176,0.8176,,0,0,0,0,1,False,Business,Economy Class,877,1
,0.9717,0.9717,0.9717,,1,0,0,0,1,False,Business,Economy Class,410,1
,0.9875,0.9875,0.9875,0.9875,1,0,0,0,0,False,Family Leisure,Economy Class,1013,1
0.9794,0.9794,0.9794,,0.9794,0,0,0,1,0,False,Solo Leisure,Economy Class,290,1
0.9648,0.9648,0.9648,0.9648,0.9648,0,0,0,0,0,False,Family Leisure,Economy Class,629,0
,-0.5719,-0.5719,-0.5719,,1,0,0,0,1,False,Business,Economy Class,426,0
0.9273,0.9273,0.9273,0.9273,0.9273,0,0,0,0,0,False,Solo Leisure,Business Class,945,1
0.9952,0.9952,0.9952,0.9952,0.9952,0,0,0,0,0,False,Solo Leisure,Economy Class,2551,1
0.9657,0.9657,0.9657,0.9657,,0,0,0,0,1,False,Business,Economy Class,629,1
0.9947,0.9947,0.9947,0.9947,0.9947,0,0,0,0,0,False,Solo Leisure,Economy Class,1528,1
0.9451,0.9451,,,,0,0,1,1,1,False,Solo Leisure,Economy Class,373,1
0.9485,0.9485,0.9485,,0.9485,0,0,0,1,0,False,Business,Business Class,415,1
0.9062,0.9062,0.9062,,0.9062,0,0,0,1,0,False,Solo Leisure,Business Class,773,1
0.9606,0.9606,0.9606,,0.9606,0,0,0,1,0,False,Solo Leisure,Economy Class,1248,1
0.8689,0.8689,,,,0,0,1,1,1,False,Family Leisure,Economy Class,163,1
0.8439,0.8439,,,,0,0,1,1,1,False,Solo Leisure,Economy Class,356,1
0.5574,,0.5574,,,0,1,0,1,1,False,Unknown,Business Class,573,1
,0.8748,0.8748,0.8748,,1,0,0,0,1,False,Unknown,Economy Class,331,1
,0.8107,,,,1,0,1,1,1,False,Unknown,Economy Class,1286,1
0.891,,0.891,,,0,1,0,1,1,False,Unknown,Business Class,861,1
0.9565,0.9565,0.9565,,0.9565,0,0,0,1,0,False,Unknown,Economy Class,539,1
0.9468,0.9468,0.9468,,,0,0,0,1,1,False,Unknown,Economy Class,431,1
0.9413,,0.9413,,,0,1,0,1,1,False,Unknown,Business Class,324,1
,0.9477,0.9477,0.9477,,1,0,0,0,1,False,Unknown,Economy Class,447,1
,0.9217,0.9217,,,1,0,0,1,1,False,Unknown,Economy Class,282,1
-0.7843,-0.7843,-0.7843,-0.7843,,0,0,0,0,1,False,Unknown,Economy Class,1294,0
0.7783,,0.7783,,,0,1,0,1,1,False,Unknown,Business Class,296,1
0.8442,,0.8442,0.8442,,0,1,0,0,1,False,Unknown,Unknown,813,0
-0.2263,,,,,0,1,1,1,1,False,Unknown,Unknown,418,0
,0.8555,0.8555,,,1,0,0,1,1,False,Unknown,Unknown,196,0
,0.9633,0.9633,,,1,0,0,1,1,False,Unknown,Unknown,694,0
,-0.6639,-0.6639,-0.6639,,1,0,0,0,1,False,Unknown,Unknown,1076,0
0.9729,0.9729,0.9729,,,0,0,0,1,1,False,Unknown,Unknown,293,0
,0.8271,0.8271,0.8271,,1,0,0,0,1,False,Unknown,Unknown,578,0
,0.8519,0.8519,0.8519,,1,0,0,0,1,False,Unknown,Unknown,210,0
-0.9628,-0.9628,-0.9628,-0.9628,,0,0,0,0,1,False,Unknown,Unknown,577,0
,,0.5139,,,1,1,0,1,1,False,Unknown,Unknown,161,0
0.9559,0.9559,0.9559,,0.9559,0,0,0,1,0,False,Unknown,Unknown,284,0
0.7732,0.7732,0.7732,,,0,0,0,1,1,False,Unknown,Unknown,747,0
0.9734,0.9734,0.9734,0.9734,,0,0,0,0,1,False,Unknown,Unknown,655,0
,,,-0.6801,,1,1,1,0,1,False,Unknown,Unknown,623,0
,0.9403,0.9403,,,1,0,0,1,1,False,Unknown,Unknown,539,0
,0.9361,0.9361,,0.9361,1,0,0,1,0,False,Unknown,Unknown,1626,0
-0.8354,-0.8354,-0.8354,-0.8354,-0.8354,0,0,0,0,0,True,Solo Leisure,Economy Class,1391,0
-0.9698,-0.9698,-0.9698,-0.9698,-0.9698,0,0,0,0,0,True,Solo Leisure,Economy Class,2096,0
,0.6369,0.6369,0.6369,,1,0,0,0,1,False,Solo Leisure,Economy Class,349,0
-0.9217,-0.9217,-0.9217,,,0,0,0,1,1,False,Couple Leisure,Business Class,1209,0
,0.9923,0.9923,,,1,0,0,1,1,True,Couple Leisure,Business Class,1212,1
0.9657,0.9657,0.9657,0.9657,,0,0,0,0,1,True,Family Leisure,Economy Class,873,1
0.9444,0.9444,0.9444,0.9444,,0,0,0,0,1,True,Couple Leisure,Economy Class,231,1
0.9951,0.9951,0.9951,0.9951,,0,0,0,0,1,True,Business,Economy Class,1651,1
,0.9446,0.9446,,,1,0,0,1,1,True,Business,Business Class,410,0
0.8492,,0.8492,0.8492,,0,1,0,0,1,False,Solo Leisure,Economy Class,725,1
0.9917,0.9917,0.9917,0.9917,,0,0,0,0,1,True,Couple Leisure,Economy Class,1011,1
,0.8783,0.8783,,,1,0,0,1,1,True,Couple Leisure,Business Class,1290,0
0.9899,,0.9899,0.9899,,0,1,0,0,1,True,Solo Leisure,Economy Class,724,1
0.2023,0.2023,,0.2023,,0,0,1,0,1,True,Solo Leisure,Economy Class,319,1
0.7717,,0.7717,0.7717,,0,1,0,0,1,True,Business,Business Class,592,1
0.991,0.991,0.991,0.991,0.991,0,0,0,0,0,True,Business,Economy Class,1839,1
0.9726,,0.9726,,,0,1,0,1,1,True,Business,Economy Class,987,1
,,0.5264,0.5264,,1,1,0,0,1,True,Business,Business Class,1341,1
0.9469,,0.9469,0.9469,,0,1,0,0,1,False,Business,Economy Class,776,1
0.9633,0.9633,0.9633,0.9633,,0,0,0,0,1,False,Solo Leisure,Business Class,1216,1
0.8658,0.8658,,0.8658,0.8658,0,0,1,0,0,False,Couple Leisure,Economy Class,369,1
,0.4404,0.4404,,,1,0,0,1,1,False,Solo Leisure,Economy Class,365,1
0.985,0.985,0.985,0.985,,0,0,0,0,1,False,Business,Economy Class,769,1
,0.4019,0.4019,0.4019,,1,0,0,0,1,False,Solo Leisure,Economy Class,496,1
0.9682,0.9682,0.9682,0.9682,,0,0,0,0,1,False,Business,Economy Class,523,1
-0.796,,,-0.796,,0,1,1,0,1,False,Business,Business Class,652,0
,0.7906,0.7906,,,1,0,0,1,1,False,Business,Business Class,504,1
0.9669,0.9669,,,0.9669,0,0,1,1,0,False,Solo Leisure,Economy Class,522,1
0.743,,,,0.743,0,1,1,1,0,False,Couple Leisure,Economy Class,287,1
,0.0,,,0.0,1,0,1,1,0,False,Couple Leisure,Economy Class,321,1
0.9545,0.9545,0.9545,,,0,0,0,1,1,False,Couple Leisure,Economy Class,445,1
,,,-0.507,,1,1,1,0,1,False,Business,Business Class,620,1
0.986,,0.986,,,0,1,0,1,1,False,Solo Leisure,Economy Class,306,1
0.9272,0.9272,0.9272,0.9272,,0,0,0,0,1,False,Solo Leisure,Business Class,715,1
0.91,0.91,0.91,0.91,,0,0,0,0,1,False,Couple Leisure,Economy Class,378,1
,0.8074,0.8074,0.8074,,1,0,0,0,1,False,Solo Leisure,Business Class,237,1
0.9894,0.9894,0.9894,0.9894,,0,0,0,0,1,False,Family Leisure,Economy Class,1765,1
0.765,0.765,,,,0,0,1,1,1,False,Business,Economy Class,163,1
0.9062,0.9062,0.9062,0.9062,,0,0,0,0,1,False,Unknown,Economy Class,582,1
,,0.3182,0.3182,,1,1,0,0,1,False,Unknown,Economy Class,891,1
0.9152,,0.9152,,,0,1,0,1,1,False,Unknown,Economy Class,219,1
0.7906,0.7906,0.7906,,,0,0,0,1,1,False,Unknown,Economy Class,221,1
0.9831,0.9831,0.9831,0.9831,,0,0,0,0,1,False,Unknown,Economy Class,744,1
0.4019,0.4019,0.4019,,,0,0,0,1,1,False,Unknown,Economy Class,389,1
-0.7645,-0.7645,-0.7645,,,0,0,0,1,1,False,Unknown,Business Class,737,0
,,0.6404,0.6404,,1,1,0,0,1,False,Unknown,Economy Class,813,1
,0.9674,0.9674,,,1,0,0,1,1,False,Unknown,Business Class,437,1
,,-0.5719,-0.5719,,1,1,0,0,1,False,Unknown,Economy Class,975,0
0.9454,0.9454,0.9454,0.9454,,0,0,0,0,1,False,Unknown,Economy Class,629,1
0.9623,0.9623,0.9623,0.9623,,0,0,0,0,1,False,Unknown,Economy Class,255,1
,0.9648,0.9648,0.9648,,1,0,0,0,1,False,Unknown,Business Class,1424,1
,0.5859,0.5859,0.5859,,1,0,0,0,1,False,Unknown,Business Class,410,1
0.9359,0.9359,0.9359,,,0,0,0,1,1,False,Unknown,Economy Class,405,1
0.9517,0.9517,0.9517,0.9517,,0,0,0,0,1,False,Unknown,Economy Class,707,1
,0.9169,0.9169,0.9169,,1,0,0,0,1,False,Unknown,Business Class,891,0
0.8074,0.8074,0.8074,0.8074,,0,0,0,0,1,False,Unknown,Economy Class,728,1
,,0.9118,,,1,1,0,1,1,False,Unknown,Economy Class,440,1
,0.9783,0.9783,0.9783,0.9783,1,0,0,0,0,False,Unknown,Economy Class,720,1
0.2212,0.2212,0.2212,0.2212,,0,0,0,0,1,False,Unknown,Economy Class,349,1
0.7269,0.7269,0.7269,0.7269,,0,0,0,0,1,False,Unknown,Economy Class,502,1
,,,-0.8834,,1,1,1,0,1,False,Unknown,Economy Class,425,1
0.971,0.971,0.971,0.971,,0,0,0,0,1,False,Unknown,Economy Class,1298,1
0.8689,,0.8689,,,0,1,0,1,1,False,Unknown,Economy Class,169,1
0.8414,0.8414,0.8414,0.8414,,0,0,0,0,1,False,Unknown,Economy Class,1317,1
,,0.9577,0.9577,,1,1,0,0,1,False,Unknown,Economy Class,226,1
-0.2023,-0.2023,-0.2023,-0.2023,,0,0,0,0,1,False,Unknown,Business Class,721,0
0.8074,,0.8074,0.8074,,0,1,0,0,1,False,Unknown,Economy Class,393,1
0.9186,,,0.9186,,0,1,1,0,1,False,Unknown,Economy Class,537,1
0.9169,,0.9169,,,0,1,0,1,1,False,Unknown,Economy Class,172,1
0.9201,,0.9201,0.9201,,0,1,0,0,1,False,Unknown,Business Class,436,1
0.9465,0.9465,,0.9465,,0,0,1,0,1,False,Unknown,Business Class,478,1
0.7845,0.7845,,,,0,0,1,1,1,False,Unknown,Economy Class,322,1
,,0.2263,0.2263,,1,1,0,0,1,False,Unknown,Economy Class,486,0
0.9892,,0.9892,0.9892,,0,1,0,0,1,False,Unknown,Economy Class,673,1
0.8481,0.8481,0.8481,0.8481,,0,0,0,0,1,False,Business,Economy Class,500,1
-0.8268,,-0.8268,-0.8268,,0,1,0,0,1,True,Family Leisure,Economy Class,500,0
-0.9778,,-0.9778,-0.9778,,0,1,0,0,1,True,Family Leisure,Economy Class,1428,0
,,,-0.4588,,1,1,1,0,1,False,Couple Leisure,Economy Class,516,0
,,-0.8074,-0.8074,,1,1,0,0,1,True,Solo Leisure,Economy Class,969,0
,,,0.0,,1,1,1,0,1,False,Solo Leisure,Economy Class,229,0
,,,-0.9002,,1,1,1,0,1,False,Family Leisure,Economy Class,1034,0
,,,-0.3744,,1,1,1,0,1,False,Family Leisure,Economy Class,644,0
,,,-0.9002,,1,1,1,0,1,True,Family Leisure,Economy Class,1034,0
,,-0.9001,-0.9001,,1,1,0,0,1,True,Couple Leisure,Economy Class,1359,0
,,,0.8126,,1,1,1,0,1,False,Couple Leisure,Economy Class,258,0
,,-0.7555,-0.7555,,1,1,0,0,1,True,Couple Leisure,Economy Class,919,0
,,,0.9344,,1,1,1,0,1,True,Family Leisure,Economy Class,768,1
,,0.4767,0.4767,,1,1,0,0,1,True,Business,Economy Class,391,0
,,0.4588,,,1,1,0,1,1,False,Family Leisure,Economy Class,919,0
,,0.9882,0.9882,0.9882,1,1,0,0,0,False,Solo Leisure,Economy Class,1076,1
,,,,,1,1,1,1,1,False,Couple Leisure,Economy Class,449,0
-0.7323,,-0.7323,-0.7323,,0,1,0,0,1,True,Family Leisure,Economy Class,672,0
,,,-0.8934,,1,1,1,0,1,False,Couple Leisure,Economy Class,682,0
,,-0.9442,-0.9442,,1,1,0,0,1,True,Couple Leisure,Economy Class,623,0
,,-0.886,-0.886,,1,1,0,0,1,True,Family Leisure,Economy Class,184,0
,,-0.8271,-0.8271,,1,1,0,0,1,True,Family Leisure,Economy Class,648,0
,,,-0.8591,,1,1,1,0,1,False,Family Leisure,Economy Class,308,0
0.3862,,0.3862,0.3862,,0,1,0,0,1,True,Family Leisure,Economy Class,1483,0
,,-0.8434,-0.8434,,1,1,0,0,1,True,Family Leisure,Economy Class,532,0
0.2228,0.2228,0.2228,0.2228,,0,0,0,0,1,True,Solo Leisure,Economy Class,1152,1
0.9799,0.9799,0.9799,,,0,0,0,1,1,True,Couple Leisure,Economy Class,379,1
,,0.296,0.296,0.296,1,1,0,0,0,True,Couple Leisure,Economy Class,1114,0
,,0.9674,0.9674,,1,1,0,0,1,False,Solo Leisure,Economy Class,340,1
,,,-0.765,,1,1,1,0,1,False,Business,Economy Class,1052,0
,,-0.9349,-0.9349,,1,1,0,0,1,False,Solo Leisure,Economy Class,500,0
,,0.9783,0.9783,,1,1,0,0,1,False,Family Leisure,Economy Class,368,1
,,-0.2263,-0.2263,,1,1,0,0,1,False,Business,Economy Class,331,0
,0.7778,,0.7778,,1,0,1,0,1,False,Couple Leisure,Economy Class,931,0
0.5095,,,0.5095,,0,1,1,0,1,False,Couple Leisure,Economy Class,511,1
,-0.81,,-0.81,,1,0,1,0,1,False,Solo Leisure,Economy Class,2225,0
,,,0.5511,,1,1,1,0,1,False,Couple Leisure,Economy Class,1400,0
,,-0.699,-0.699,,1,1,0,0,1,False,Couple Leisure,Economy Class,293,0
0.3368,,0.3368,0.3368,,0,1,0,0,1,False,Family Leisure,Economy Class,464,0
,,-0.7003,-0.7003,,1,1,0,0,1,False,Couple Leisure,Economy Class,261,0
,,0.6908,,,1,1,0,1,1,False,Family Leisure,Economy Class,155,1
,-0.9117,-0.9117,-0.9117,,1,0,0,0,1,False,Couple Leisure,Economy Class,1803,0
,,-0.7351,-0.7351,,1,1,0,0,1,False,Unknown,Economy Class,670,0
,,0.8519,,,1,1,0,1,1,False,Unknown,Economy Class,261,1
,-0.5267,,-0.5267,,1,0,1,0,1,False,Unknown,Economy Class,344,0
,,,-0.2023,,1,1,1,0,1,False,Unknown,Economy Class,532,0
,,0.0258,,,1,1,0,1,1,False,Unknown,Economy Class,163,1
,,,-0.25,,1,1,1,0,1,False,Unknown,Economy Class,423,0
0.952,,0.952,0.952,,0,1,0,0,1,False,Unknown,Economy Class,2273,0
,,,0.0258,0.0258,1,1,1,0,0,False,Unknown,Economy Class,406,0
,,-0.2737,-0.2737,,1,1,0,0,1,False,Unknown,Economy Class,649,0
,,0.0716,0.0716,,1,1,0,0,1,False,Unknown,Economy Class,918,0
,,0.743,0.743,,1,1,0,0,1,False,Unknown,Unknown,478,0
0.7854,,0.7854,0.7854,,0,1,0,0,1,False,Unknown,Unknown,960,0
,,0.6664,0.6664,,1,1,0,0,1,False,Unknown,Unknown,235,0
,0.7216,0.7216,0.7216,,1,0,0,0,1,False,Unknown,Unknown,704,0
,,-0.3612,-0.3612,,1,1,0,0,1,False,Unknown,Unknown,291,0
,,-0.7258,-0.7258,,1,1,0,0,1,False,Unknown,Unknown,1150,0
0.4019,,0.4019,0.4019,,0,1,0,0,1,True,Solo Leisure,Economy Class,378,1
,,,0.8126,,1,1,1,0,1,True,Family Leisure,Business Class,1369,0
,,0.9287,,,1,1,0,1,1,False,Family Leisure,Economy Class,245,1
0.9859,,0.9859,0.9859,0.9859,0,1,0,0,0,True,Solo Leisure,Business Class,1081,1
,,-0.802,-0.802,,1,1,0,0,1,False,Solo Leisure,Economy Class,622,0
,0.765,0.765,,,1,0,0,1,1,True,Business,Economy Class,441,1
,0.9834,0.9834,,,1,0,0,1,1,True,Solo Leisure,Business Class,376,1
0.5994,,0.5994,0.5994,,0,1,0,0,1,True,Business,Business Class,1417,0
-0.8991,-0.8991,,-0.8991,-0.8991,0,0,1,0,0,False,Family Leisure,Economy Class,358,0
0.6124,0.6124,0.6124,0.6124,,0,0,0,0,1,True,Family Leisure,Economy Class,662,0
0.9569,,0.9569,0.9569,,0,1,0,0,1,True,Couple Leisure,Economy Class,220,1
,0.7512,,0.7512,,1,0,1,0,1,True,Couple Leisure,Economy Class,1271,0
0.34,0.34,0.34,,,0,0,0,1,1,False,Business,Business Class,338,0
,,0.9041,0.9041,,1,1,0,0,1,True,Solo Leisure,Economy Class,612,0
,,-0.0609,,,1,1,0,1,1,True,Business,Economy Class,268,0
0.5423,0.5423,0.5423,0.5423,,0,0,0,0,1,False,Solo Leisure,Economy Class,1355,0
,,-0.9413,-0.9413,,1,1,0,0,1,True,Couple Leisure,Economy Class,507,0
,0.9062,0.9062,0.9062,0.9062,1,0,0,0,0,True,Family Leisure,Economy Class,448,1
,0.8887,0.8887,0.8887,,1,0,0,0,1,True,Solo Leisure,Economy Class,1826,0
,,,-0.8271,,1,1,1,0,1,False,Family Leisure,Economy Class,240,0
0.9246,0.9246,0.9246,,,0,0,0,1,1,True,Family Leisure,Economy Class,206,1
,,,0.3612,,1,1,1,0,1,True,Couple Leisure,Economy Class,545,0
,,,-0.2023,,1,1,1,0,1,True,Solo Leisure,Economy Class,234,0
,,0.6124,0.6124,,1,1,0,0,1,True,Couple Leisure,Economy Class,269,0
,,-0.6486,-0.6486,,1,1,0,0,1,True,Couple Leisure,Economy Class,229,0
,,,-0.0772,,1,1,1,0,1,False,Solo Leisure,Economy Class,480,0
,,0.8779,0.8779,,1,1,0,0,1,False,Solo Leisure,Economy Class,692,1
,,,0.7351,,1,1,1,0,1,False,Couple Leisure,Economy Class,448,0
0.802,,,0.802,,0,1,1,0,1,True,Solo Leisure,Economy Class,758,1
,,-0.8939,-0.8939,,1,1,0,0,1,True,Couple Leisure,Economy Class,793,0
,0.6908,0.6908,0.6908,,1,0,0,0,1,True,Family Leisure,Economy Class,771,0
0.9507,0.9507,0.9507,0.9507,0.9507,0,0,0,0,0,True,Solo Leisure,Economy Class,1320,1
,0.9694,0.9694,0.9694,,1,0,0,0,1,True,Couple Leisure,Economy Class,260,1
,0.6565,0.6565,0.6565,,1,0,0,0,1,True,Solo Leisure,Economy Class,354,1
,0.958,0.958,,,1,0,0,1,1,True,Solo Leisure,Economy Class,171,1
,,0.9423,0.9423,,1,1,0,0,1,True,Business,Business Class,261,1
0.9616,0.9616,0.9616,,,0,0,0,1,1,False,Couple Leisure,Economy Class,200,1
,0.6022,0.6022,0.6022,,1,0,0,0,1,True,Solo Leisure,Economy Class,380,1
,0.9661,,0.9661,,1,0,1,0,1,True,Solo Leisure,Economy Class,289,0
,0.9577,0.9577,0.9577,,1,0,0,0,1,True,Solo Leisure,Economy Class,517,1
,,,0.8126,,1,1,1,0,1,True,Couple Leisure,Economy Class,278,0
,0.9201,0.9201,,,1,0,0,1,1,True,Couple Leisure,Economy Class,484,1
,,,,,1,1,1,1,1,True,Couple Leisure,Economy Class,472,0
0.9701,,0.9701,,,0,1,0,1,1,False,Solo Leisure,Business Class,171,1
,0.9867,0.9867,0.9867,,1,0,0,0,1,True,Couple Leisure,Economy Class,627,1
,,0.8568,0.8568,,1,1,0,0,1,True,Family Leisure,Economy Class,157,1
,0.7906,0.7906,0.7906,,1,0,0,0,1,True,Couple Leisure,Economy Class,1662,0
,,0.5859,,,1,1,0,1,1,True,Family Leisure,Economy Class,177,0
0.995,0.995,0.995,0.995,,0,0,0,0,1,True,Family Leisure,Economy Class,3093,1
0.9136,,0.9136,,0.9136,0,1,0,1,0,True,Solo Leisure,Economy Class,660,1
,0.9728,0.9728,0.9728,0.9728,1,0,0,0,0,True,Business,Economy Class,1985,1
0.9623,,0.9623,,0.9623,0,1,0,1,0,True,Couple Leisure,Business Class,396,1
,,,0.3818,,1,1,1,0,1,True,Business,Economy Class,1498,0
,0.9477,0.9477,,,1,0,0,1,1,True,Solo Leisure,Economy Class,294,1
,,-0.8555,-0.8555,,1,1,0,0,1,True,Couple Leisure,Economy Class,375,0
,,0.886,,,1,1,0,1,1,False,Solo Leisure,Economy Class,769,1
-0.91,,-0.91,,,0,1,0,1,1,True,Couple Leisure,Economy Class,1365,0
,0.8553,0.8553,0.8553,,1,0,0,0,1,False,Solo Leisure,Economy Class,2573,1
,0.9403,0.9403,0.9403,,1,0,0,0,1,True,Couple Leisure,Economy Class,211,1
0.9878,,0.9878,0.9878,,0,1,0,0,1,False,Solo Leisure,Economy Class,1299,1
0.9824,0.9824,0.9824,,,0,0,0,1,1,True,Couple Leisure,Economy Class,381,1
,,0.7717,0.7717,,1,1,0,0,1,True,Solo Leisure,Economy Class,936,1
,,-0.296,-0.296,-0.296,1,1,0,0,0,False,Couple Leisure,Economy Class,778,0
