Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Seat Comfort_missing,Cabin Staff Service_missing,Food & Beverages_missing,Ground Service_missing,Value For Money_missing,Verified,Type Of Traveller,Seat Type,review_length,Recommended
,,,,1.0,1,1,1,1,0,False,Business,Economy Class,317,0
2.0,3.0,1.0,4.0,2.0,0,0,0,0,0,False,Solo Leisure,Economy Class,966,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,1134,0
3.0,3.0,2.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,3082,0
,,,,2.0,1,1,1,1,0,True,Family Leisure,Economy Class,409,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,827,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,1529,0
5.0,5.0,4.0,4.0,5.0,0,0,0,0,0,False,Couple Leisure,Business Class,389,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1203,0
3.0,4.0,,1.0,2.0,0,0,1,0,0,False,Business,Business Class,474,0
3.0,4.0,2.0,4.0,5.0,0,0,0,0,0,True,Couple Leisure,Premium Economy,194,1
5.0,2.0,1.0,5.0,4.0,0,0,0,0,0,True,Couple Leisure,Economy Class,964,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,465,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,567,0
2.0,2.0,1.0,1.0,2.0,0,0,0,0,0,False,Couple Leisure,Economy Class,924,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,619,0
1.0,3.0,1.0,3.0,1.0,0,0,0,0,0,True,Solo Leisure,Business Class,445,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Business Class,229,0
1.0,2.0,1.0,1.0,2.0,0,0,0,0,0,True,Business,Economy Class,486,0
1.0,3.0,1.0,2.0,1.0,0,0,0,0,0,True,Business,Business Class,459,0
3.0,1.0,2.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1496,0
3.0,3.0,3.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Business Class,802,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,1063,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,2286,0
3.0,1.0,2.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,2529,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,1218,0
,,,,1.0,1,1,1,1,0,True,Solo Leisure,Economy Class,416,0
4.0,5.0,3.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1097,0
4.0,3.0,1.0,1.0,2.0,0,0,0,0,0,True,Couple Leisure,Economy Class,566,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,First Class,2648,0
2.0,2.0,2.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,2792,0
1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,1404,0
3.0,2.0,2.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Premium Economy,939,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,511,0
,,,1.0,1.0,1,1,1,0,0,True,Solo Leisure,Economy Class,1429,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Business,Economy Class,719,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,391,1
,,,,1.0,1,1,1,1,0,False,Solo Leisure,Economy Class,387,0
2.0,5.0,2.0,3.0,2.0,0,0,0,0,0,False,Couple Leisure,Economy Class,640,0
4.0,3.0,3.0,1.0,1.0,0,0,0,0,0,False,Business,Business Class,3445,0
3.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Premium Economy,498,0
3.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Premium Economy,358,0
3.0,1.0,1.0,1.0,2.0,0,0,0,0,0,True,Business,Premium Economy,179,0
3.0,1.0,,1.0,1.0,0,0,1,0,0,False,Solo Leisure,Economy Class,541,0
1.0,3.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,365,0
1.0,4.0,3.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,931,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,1168,0
4.0,4.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Premium Economy,1424,0
,,,,2.0,1,1,1,1,0,False,Solo Leisure,Economy Class,595,0
4.0,3.0,,5.0,4.0,0,0,1,0,0,True,Solo Leisure,Premium Economy,263,1
2.0,3.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Business Class,615,0
4.0,5.0,,1.0,3.0,0,0,1,0,0,False,Couple Leisure,Premium Economy,681,1
2.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,742,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Business Class,1381,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,584,0
1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Business Class,1833,0
3.0,1.0,1.0,3.0,3.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1447,0
5.0,5.0,2.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,462,0
1.0,1.0,1.0,4.0,1.0,0,0,0,0,0,False,Business,Business Class,619,0
3.0,2.0,1.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,561,1
,,,,1.0,1,1,1,1,0,True,Solo Leisure,Economy Class,776,0
,,,1.0,1.0,1,1,1,0,0,True,Family Leisure,Economy Class,565,0
4.0,3.0,,4.0,5.0,0,0,1,0,0,True,Solo Leisure,Economy Class,476,1
,,,1.0,2.0,1,1,1,0,0,True,Family Leisure,Economy Class,572,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,298,0
4.0,2.0,1.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,472,1
,,,,1.0,1,1,1,1,0,True,Solo Leisure,Economy Class,620,0
2.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,941,0
,,,,1.0,1,1,1,1,0,True,Family Leisure,Economy Class,644,0
,,,,1.0,1,1,1,1,0,True,Solo Leisure,Economy Class,1016,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Business,Economy Class,915,0
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Business Class,774,0
,,,,1.0,1,1,1,1,0,True,Family Leisure,Economy Class,1405,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,316,0
4.0,5.0,,5.0,5.0,0,0,1,0,0,False,Family Leisure,Economy Class,503,1
2.0,2.0,,1.0,1.0,0,0,1,0,0,False,Couple Leisure,Economy Class,655,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1168,0
1.0,1.0,,1.0,3.0,0,0,1,0,0,True,Solo Leisure,Economy Class,701,0
3.0,1.0,,1.0,2.0,0,0,1,0,0,True,Family Leisure,Economy Class,738,0
2.0,1.0,,1.0,2.0,0,0,1,0,0,False,Couple Leisure,Economy Class,201,0
1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,962,0
3.0,1.0,3.0,4.0,4.0,0,0,0,0,0,True,Family Leisure,Economy Class,902,0
3.0,3.0,2.0,2.0,3.0,0,0,0,0,0,True,Family Leisure,Economy Class,763,0
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,3614,0
1.0,2.0,,2.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,1766,0
4.0,4.0,,1.0,2.0,0,0,1,0,0,True,Solo Leisure,Economy Class,388,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,879,0
4.0,5.0,,5.0,5.0,0,0,1,0,0,True,Business,Economy Class,640,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,246,0
3.0,3.0,,1.0,1.0,0,0,1,0,0,False,Couple Leisure,Economy Class,397,0
2.0,2.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,764,0
1.0,5.0,,1.0,2.0,0,0,1,0,0,True,Family Leisure,Economy Class,772,0
3.0,5.0,,5.0,5.0,0,0,1,0,0,True,Family Leisure,Economy Class,531,1
2.0,3.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,808,0
3.0,1.0,1.0,5.0,1.0,0,0,0,0,0,False,Business,Economy Class,543,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,1212,0
2.0,2.0,1.0,2.0,4.0,0,0,0,0,0,False,Couple Leisure,Economy Class,577,0
2.0,1.0,1.0,1.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,378,0
5.0,5.0,3.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,657,1
4.0,5.0,4.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,387,1
1.0,1.0,,3.0,3.0,0,0,1,0,0,True,Solo Leisure,Economy Class,723,0
3.0,3.0,,1.0,4.0,0,0,1,0,0,False,Solo Leisure,Economy Class,2130,0
4.0,1.0,1.0,3.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,1249,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,255,0
3.0,1.0,3.0,1.0,2.0,0,0,0,0,0,False,Solo Leisure,Economy Class,757,0
4.0,5.0,3.0,5.0,5.0,0,0,0,0,0,True,Family Leisure,Economy Class,282,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,820,0
2.0,1.0,,1.0,2.0,0,0,1,0,0,True,Family Leisure,Economy Class,221,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Business,Economy Class,791,0
1.0,2.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,998,0
2.0,3.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,560,0
,,,,1.0,1,1,1,1,0,True,Couple Leisure,Economy Class,713,0
2.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,452,0
3.0,3.0,3.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,359,0
3.0,4.0,4.0,3.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,535,1
,,,1.0,1.0,1,1,1,0,0,False,Solo Leisure,Economy Class,882,0
3.0,3.0,2.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,874,0
2.0,3.0,2.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,686,0
4.0,4.0,,4.0,5.0,0,0,1,0,0,False,Couple Leisure,Economy Class,637,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Couple Leisure,Economy Class,557,1
2.0,4.0,3.0,3.0,5.0,0,0,0,0,0,False,Couple Leisure,Economy Class,375,1
4.0,5.0,4.0,4.0,5.0,0,0,0,0,0,False,Couple Leisure,Economy Class,484,1
2.0,2.0,3.0,3.0,2.0,0,0,0,0,0,False,Family Leisure,Economy Class,3003,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,2145,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Solo Leisure,Economy Class,211,0
,,,,1.0,1,1,1,1,0,False,Couple Leisure,Premium Economy,523,0
2.0,2.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,442,0
2.0,2.0,,3.0,2.0,0,0,1,0,0,True,Solo Leisure,Economy Class,614,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Premium Economy,1150,0
,,,,1.0,1,1,1,1,0,True,Couple Leisure,Economy Class,600,0
,,,,1.0,1,1,1,1,0,False,Couple Leisure,Economy Class,593,0
3.0,3.0,,3.0,2.0,0,0,1,0,0,False,Family Leisure,Economy Class,1948,0
1.0,4.0,,2.0,3.0,0,0,1,0,0,True,Solo Leisure,Economy Class,1150,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Premium Economy,548,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Couple Leisure,Economy Class,481,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,406,0
1.0,1.0,2.0,1.0,2.0,0,0,0,0,0,False,Solo Leisure,Economy Class,830,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,503,0
4.0,2.0,1.0,3.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1289,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Premium Economy,225,0
5.0,3.0,,2.0,5.0,0,0,1,0,0,True,Couple Leisure,Economy Class,1333,1
,,,,1.0,1,1,1,1,0,True,Family Leisure,Economy Class,1187,0
4.0,4.0,3.0,4.0,5.0,0,0,0,0,0,True,Business,Economy Class,368,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Premium Economy,448,0
3.0,3.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,1380,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Premium Economy,568,0
3.0,4.0,,1.0,3.0,0,0,1,0,0,True,Family Leisure,Economy Class,2158,0
5.0,4.0,4.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,614,1
1.0,,,1.0,1.0,0,1,1,0,0,False,Solo Leisure,Economy Class,627,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,788,0
4.0,5.0,4.0,4.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,284,1
4.0,4.0,,4.0,5.0,0,0,1,0,0,True,Couple Leisure,Economy Class,786,1
5.0,1.0,1.0,1.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1825,0
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Premium Economy,267,0
,,,,4.0,1,1,1,1,0,True,Business,Economy Class,667,0
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1403,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,367,1
4.0,5.0,4.0,4.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,375,1
3.0,5.0,,5.0,5.0,0,0,1,0,0,False,Family Leisure,Economy Class,760,1
,,,1.0,1.0,1,1,1,0,0,False,Couple Leisure,Economy Class,375,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,333,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,1091,0
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,1051,0
1.0,1.0,1.0,2.0,2.0,0,0,0,0,0,False,Couple Leisure,Economy Class,540,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Couple Leisure,Economy Class,189,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,2642,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,915,1
3.0,3.0,,3.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,2787,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1126,0
2.0,2.0,,1.0,2.0,0,0,1,0,0,True,Solo Leisure,Economy Class,288,0
1.0,3.0,1.0,3.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,612,0
2.0,2.0,3.0,3.0,4.0,0,0,0,0,0,False,Couple Leisure,Premium Economy,1325,1
1.0,3.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,630,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,415,0
,,,1.0,1.0,1,1,1,0,0,True,Family Leisure,Economy Class,640,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,911,0
4.0,3.0,1.0,2.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,791,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,1781,0
,,,1.0,1.0,1,1,1,0,0,True,Solo Leisure,Economy Class,1249,0
4.0,3.0,4.0,1.0,2.0,0,0,0,0,0,True,Couple Leisure,Economy Class,614,0
1.0,2.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,551,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Business,Economy Class,645,0
5.0,5.0,,5.0,5.0,0,0,1,0,0,True,Solo Leisure,Economy Class,464,1
,,,1.0,1.0,1,1,1,0,0,True,Solo Leisure,Economy Class,3489,0
5.0,5.0,,1.0,5.0,0,0,1,0,0,True,Couple Leisure,Economy Class,347,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,795,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,527,0
5.0,5.0,2.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,243,1
2.0,1.0,,1.0,2.0,0,0,1,0,0,True,Couple Leisure,Economy Class,1340,0
2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,True,Family Leisure,Premium Economy,373,0
1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,True,Couple Leisure,Economy Class,561,0
2.0,4.0,,4.0,3.0,0,0,1,0,0,True,Solo Leisure,Economy Class,219,0
3.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,2654,0
5.0,4.0,1.0,3.0,3.0,0,0,0,0,0,True,Couple Leisure,Economy Class,3093,0
,,,,1.0,1,1,1,1,0,True,Couple Leisure,Economy Class,2918,0
5.0,5.0,4.0,5.0,5.0,0,0,0,0,0,True,Family Leisure,Economy Class,957,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,250,0
5.0,5.0,,5.0,5.0,0,0,1,0,0,True,Solo Leisure,Economy Class,211,1
4.0,4.0,,4.0,5.0,0,0,1,0,0,False,Couple Leisure,Economy Class,429,1
1.0,2.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,1957,0
1.0,1.0,,2.0,2.0,0,0,1,0,0,True,Solo Leisure,Economy Class,404,0
2.0,4.0,4.0,4.0,2.0,0,0,0,0,0,True,Business,Economy Class,498,1
3.0,4.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,2353,0
5.0,4.0,4.0,5.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,2049,1
2.0,2.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,956,0
2.0,2.0,,1.0,2.0,0,0,1,0,0,False,Couple Leisure,Economy Class,521,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,816,0
4.0,4.0,3.0,4.0,3.0,0,0,0,0,0,False,Couple Leisure,Economy Class,895,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Couple Leisure,Economy Class,382,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,587,0
2.0,2.0,,2.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,1174,0
2.0,1.0,,1.0,1.0,0,0,1,0,0,False,Business,Economy Class,844,0
3.0,2.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,3481,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,543,0
2.0,3.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,1247,0
,,,1.0,1.0,1,1,1,0,0,False,Couple Leisure,Economy Class,542,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,671,0
2.0,2.0,1.0,1.0,2.0,0,0,0,0,0,False,Couple Leisure,Economy Class,822,0
2.0,2.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,950,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,2832,0
3.0,2.0,2.0,3.0,3.0,0,0,0,0,0,False,Couple Leisure,Economy Class,398,1
3.0,4.0,,5.0,3.0,0,0,1,0,0,False,Solo Leisure,Economy Class,760,1
3.0,4.0,,4.0,3.0,0,0,1,0,0,False,Solo Leisure,Economy Class,1121,0
2.0,3.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,698,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,771,0
3.0,1.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,1376,0
3.0,1.0,,1.0,1.0,0,0,1,0,0,False,Couple Leisure,Economy Class,398,0
3.0,1.0,,1.0,1.0,0,0,1,0,0,False,Couple Leisure,Economy Class,401,0
2.0,1.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,343,0
3.0,1.0,,1.0,1.0,0,0,1,0,0,False,Solo Leisure,Economy Class,871,0
2.0,2.0,1.0,1.0,2.0,0,0,0,0,0,False,Solo Leisure,Economy Class,1819,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,1202,0
2.0,3.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,1295,0
1.0,5.0,,2.0,1.0,0,0,1,0,0,False,Business,Economy Class,469,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,1432,0
,,,1.0,1.0,1,1,1,0,0,False,Couple Leisure,Economy Class,412,0
2.0,3.0,,2.0,1.0,0,0,1,0,0,False,Solo Leisure,Economy Class,393,0
4.0,3.0,,4.0,4.0,0,0,1,0,0,False,Couple Leisure,Economy Class,362,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,1004,0
3.0,4.0,,1.0,4.0,0,0,1,0,0,False,Business,Economy Class,1115,1
5.0,5.0,4.0,4.0,4.0,0,0,0,0,0,False,Business,Economy Class,371,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Couple Leisure,Economy Class,299,0
3.0,3.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,516,0
,,,,,1,1,1,1,1,False,Solo Leisure,Economy Class,565,1
,,,,,1,1,1,1,1,False,Unknown,Economy Class,501,1
,,,,,1,1,1,1,1,False,Unknown,Economy Class,665,1
3.0,1.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,805,0
4.0,4.0,,,4.0,0,0,1,1,0,False,Unknown,Economy Class,600,1
2.0,1.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,966,0
3.0,3.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,1851,0
4.0,1.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,743,0
3.0,5.0,,,4.0,0,0,1,1,0,False,Unknown,Economy Class,881,0
3.0,2.0,1.0,,1.0,0,0,0,1,0,False,Unknown,Economy Class,1977,0
1.0,1.0,1.0,,1.0,0,0,0,1,0,False,Unknown,Economy Class,430,0
3.0,2.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,1163,0
3.0,1.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,1129,0
2.0,2.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,2116,0
2.0,1.0,3.0,,3.0,0,0,0,1,0,False,Unknown,Economy Class,831,0
4.0,4.0,,,4.0,0,0,1,1,0,False,Unknown,Economy Class,401,1
4.0,4.0,,,3.0,0,0,1,1,0,False,Unknown,Economy Class,428,1
1.0,3.0,,,,0,0,1,1,1,False,Unknown,Economy Class,958,0
1.0,1.0,1.0,,1.0,0,0,0,1,0,False,Unknown,Economy Class,450,0
1.0,1.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,387,0
2.0,2.0,1.0,,1.0,0,0,0,1,0,False,Unknown,Economy Class,1266,0
3.0,1.0,,,2.0,0,0,1,1,0,False,Unknown,Economy Class,564,0
4.0,4.0,4.0,,3.0,0,0,0,1,0,False,Unknown,Economy Class,268,1
3.0,2.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,1006,0
2.0,1.0,1.0,,1.0,0,0,0,1,0,False,Unknown,Economy Class,989,0
3.0,1.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,662,0
4.0,1.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,1109,0
1.0,1.0,1.0,,1.0,0,0,0,1,0,False,Unknown,Economy Class,1857,0
,2.0,,,2.0,1,0,1,1,0,False,Unknown,Economy Class,348,0
1.0,1.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,815,0
2.0,1.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,550,0
3.0,1.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,607,0
1.0,1.0,1.0,,1.0,0,0,0,1,0,False,Unknown,Economy Class,516,0
3.0,1.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,668,0
3.0,1.0,,,,0,0,1,1,1,False,Unknown,Economy Class,658,0
5.0,5.0,,,5.0,0,0,1,1,0,False,Unknown,Economy Class,157,1
4.0,4.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,641,0
3.0,3.0,1.0,,1.0,0,0,0,1,0,False,Unknown,Economy Class,989,0
1.0,1.0,1.0,,1.0,0,0,0,1,0,False,Unknown,Economy Class,362,0
3.0,1.0,,,3.0,0,0,1,1,0,False,Unknown,Economy Class,541,0
3.0,1.0,3.0,,3.0,0,0,0,1,0,False,Unknown,Economy Class,216,0
3.0,2.0,1.0,,2.0,0,0,0,1,0,False,Unknown,Economy Class,630,0
2.0,1.0,,,1.0,0,0,1,1,0,False,Unknown,Economy Class,782,0
3.0,2.0,,,2.0,0,0,1,1,0,False,Unknown,Economy Class,820,0
4.0,4.0,,,4.0,0,0,1,1,0,False,Unknown,Economy Class,861,1
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,3108,0
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,184,1
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,967,0
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,648,0
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,612,0
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,772,0
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,481,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,230,1
2.0,2.0,3.0,3.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,427,1
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,331,1
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,207,1
,,,,,1,1,1,1,1,False,Unknown,Unknown,389,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,377,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,554,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,341,0
