Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Seat Comfort_missing,Cabin Staff Service_missing,Food & Beverages_missing,Ground Service_missing,Value For Money_missing,Verified,Type Of Traveller,Seat Type,review_length,Recommended
4.0,4.0,1.0,4.0,5.0,0,0,0,0,0,True,Business,Economy Class,290,1
,,,1.0,1.0,1,1,1,0,0,True,Couple Leisure,Economy Class,453,0
3.0,3.0,1.0,3.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,464,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1632,0
,,,1.0,1.0,1,1,1,0,0,True,Solo Leisure,Economy Class,541,0
2.0,2.0,2.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,968,0
,,,,1.0,1,1,1,1,0,True,Family Leisure,Economy Class,789,0
5.0,5.0,2.0,5.0,3.0,0,0,0,0,0,False,Family Leisure,Economy Class,225,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,1093,0
,,,1.0,1.0,1,1,1,0,0,False,Family Leisure,Economy Class,207,0
3.0,2.0,3.0,2.0,2.0,0,0,0,0,0,True,Family Leisure,Economy Class,1872,0
2.0,1.0,2.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,883,0
5.0,5.0,4.0,5.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,680,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,305,0
4.0,2.0,2.0,4.0,4.0,0,0,0,0,0,True,Couple Leisure,Business Class,530,0
1.0,2.0,3.0,3.0,1.0,0,0,0,0,0,True,Family Leisure,Business Class,2328,0
4.0,5.0,5.0,4.0,5.0,0,0,0,0,0,True,Business,Business Class,714,1
4.0,5.0,5.0,4.0,5.0,0,0,0,0,0,True,Business,Business Class,2148,1
4.0,2.0,1.0,2.0,1.0,0,0,0,0,0,True,Family Leisure,Business Class,1659,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Premium Economy,1784,0
1.0,2.0,2.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,544,0
1.0,2.0,2.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,280,0
3.0,2.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,2874,0
2.0,5.0,5.0,2.0,5.0,0,0,0,0,0,False,Couple Leisure,Economy Class,331,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Business,Economy Class,425,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,2174,0
3.0,4.0,,2.0,1.0,0,0,1,0,0,False,Business,Economy Class,730,0
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,680,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Premium Economy,1510,0
1.0,4.0,2.0,4.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,676,0
1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Premium Economy,1762,0
2.0,1.0,1.0,4.0,3.0,0,0,0,0,0,True,Couple Leisure,Economy Class,606,0
3.0,3.0,4.0,1.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,358,1
3.0,4.0,3.0,4.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,177,1
3.0,5.0,3.0,5.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,750,1
2.0,3.0,2.0,1.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,540,0
4.0,4.0,4.0,1.0,1.0,0,0,0,0,0,True,Business,Business Class,1493,0
2.0,2.0,2.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Premium Economy,406,0
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Premium Economy,771,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Premium Economy,574,0
5.0,5.0,5.0,1.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,284,1
2.0,5.0,1.0,5.0,3.0,0,0,0,0,0,True,Couple Leisure,Premium Economy,721,0
1.0,4.0,3.0,4.0,1.0,0,0,0,0,0,False,Couple Leisure,Business Class,572,0
3.0,5.0,4.0,4.0,4.0,0,0,0,0,0,True,Couple Leisure,Business Class,329,1
1.0,5.0,5.0,2.0,4.0,0,0,0,0,0,True,Couple Leisure,Business Class,361,1
4.0,5.0,4.0,5.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,152,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,408,0
4.0,5.0,4.0,4.0,4.0,0,0,0,0,0,True,Solo Leisure,Business Class,453,1
4.0,1.0,1.0,4.0,2.0,0,0,0,0,0,True,Solo Leisure,Business Class,845,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,444,0
5.0,5.0,5.0,4.0,5.0,0,0,0,0,0,True,Business,Economy Class,280,1
4.0,5.0,1.0,5.0,3.0,0,0,0,0,0,True,Solo Leisure,Business Class,297,0
3.0,,,1.0,2.0,0,1,1,0,0,True,Business,Economy Class,399,0
4.0,2.0,3.0,2.0,3.0,0,0,0,0,0,False,Couple Leisure,Business Class,677,0
5.0,5.0,5.0,2.0,5.0,0,0,0,0,0,False,Family Leisure,Economy Class,301,1
,,,,5.0,1,1,1,1,0,False,Solo Leisure,Economy Class,490,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Business,Business Class,1606,1
2.0,5.0,4.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1346,0
4.0,4.0,3.0,4.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,634,1
3.0,5.0,5.0,4.0,4.0,0,0,0,0,0,True,Solo Leisure,Premium Economy,533,1
4.0,1.0,1.0,3.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,729,1
3.0,4.0,2.0,1.0,4.0,0,0,0,0,0,True,Business,Business Class,1523,1
1.0,1.0,1.0,2.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,224,0
1.0,1.0,2.0,2.0,2.0,0,0,0,0,0,True,Solo Leisure,Business Class,982,0
2.0,4.0,,1.0,1.0,0,0,1,0,0,False,Solo Leisure,Premium Economy,2000,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Couple Leisure,Business Class,236,1
3.0,4.0,1.0,2.0,2.0,0,0,0,0,0,True,Couple Leisure,Economy Class,340,0
4.0,4.0,5.0,5.0,5.0,0,0,0,0,0,True,Family Leisure,Economy Class,598,1
4.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1998,1
3.0,4.0,3.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,444,0
3.0,3.0,2.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1531,0
3.0,3.0,4.0,3.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1643,0
4.0,4.0,3.0,3.0,4.0,0,0,0,0,0,False,Solo Leisure,Economy Class,758,1
3.0,5.0,5.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Business Class,574,1
4.0,5.0,4.0,4.0,5.0,0,0,0,0,0,True,Business,Economy Class,701,1
2.0,5.0,5.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Business Class,193,1
4.0,5.0,4.0,4.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,619,1
3.0,2.0,1.0,2.0,1.0,0,0,0,0,0,True,Business,Business Class,1198,0
4.0,5.0,4.0,5.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,216,1
2.0,1.0,2.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1316,0
4.0,1.0,4.0,2.0,2.0,0,0,0,0,0,True,Business,Business Class,583,0
5.0,5.0,1.0,4.0,5.0,0,0,0,0,0,True,Family Leisure,Premium Economy,397,1
3.0,2.0,1.0,2.0,1.0,0,0,0,0,0,True,Couple Leisure,Business Class,846,0
3.0,3.0,2.0,1.0,2.0,0,0,0,0,0,True,Couple Leisure,Economy Class,555,0
,,,1.0,1.0,1,1,1,0,0,True,Business,Economy Class,451,0
2.0,3.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,1604,0
4.0,5.0,4.0,4.0,5.0,0,0,0,0,0,True,Business,Premium Economy,412,1
3.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Business Class,830,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Business Class,676,1
5.0,5.0,4.0,4.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,330,1
3.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,613,0
4.0,5.0,5.0,3.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,175,1
2.0,2.0,,1.0,1.0,0,0,1,0,0,True,Business,Economy Class,1265,0
3.0,2.0,2.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,388,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Family Leisure,Economy Class,261,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Solo Leisure,Economy Class,499,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,763,0
4.0,5.0,4.0,5.0,5.0,0,0,0,0,0,False,Family Leisure,Economy Class,199,1
4.0,3.0,3.0,3.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,558,1
3.0,3.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,1362,0
4.0,5.0,5.0,4.0,4.0,0,0,0,0,0,True,Solo Leisure,First Class,485,1
2.0,5.0,2.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1541,0
5.0,5.0,,5.0,5.0,0,0,1,0,0,False,Family Leisure,Economy Class,2163,1
,,,1.0,1.0,1,1,1,0,0,True,Business,Economy Class,457,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Family Leisure,Economy Class,558,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Business,Business Class,452,1
3.0,1.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,481,0
2.0,1.0,1.0,2.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1282,0
3.0,3.0,3.0,2.0,4.0,0,0,0,0,0,True,Family Leisure,Economy Class,1995,1
4.0,4.0,5.0,1.0,2.0,0,0,0,0,0,True,Business,Business Class,852,0
1.0,,,1.0,1.0,0,1,1,0,0,True,Family Leisure,Economy Class,1135,0
4.0,4.0,5.0,4.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,176,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Couple Leisure,Economy Class,776,0
,,,,1.0,1,1,1,1,0,True,Solo Leisure,Economy Class,675,0
1.0,3.0,3.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,479,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,243,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1081,0
2.0,3.0,2.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,961,0
3.0,4.0,4.0,3.0,2.0,0,0,0,0,0,False,Couple Leisure,Economy Class,862,1
,,,,4.0,1,1,1,1,0,False,Unknown,Business Class,240,1
,,,,,1,1,1,1,1,False,Unknown,Unknown,912,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,338,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,865,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,865,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,741,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,734,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,405,0
2.0,2.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Business Class,668,0
5.0,5.0,,4.0,4.0,0,0,1,0,0,False,Solo Leisure,Economy Class,372,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,297,1
2.0,2.0,2.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,1101,0
2.0,1.0,2.0,5.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,958,0
3.0,2.0,1.0,3.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,200,0
1.0,1.0,3.0,1.0,1.0,0,0,0,0,0,False,Business,Economy Class,883,0
1.0,5.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,697,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,3357,0
2.0,2.0,1.0,2.0,2.0,0,0,0,0,0,False,Solo Leisure,Economy Class,521,0
5.0,5.0,4.0,2.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1528,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,209,0
4.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,443,0
3.0,3.0,3.0,1.0,2.0,0,0,0,0,0,False,Business,Economy Class,464,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Premium Economy,1188,0
4.0,3.0,4.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1349,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,1005,0
2.0,2.0,,2.0,2.0,0,0,1,0,0,True,Family Leisure,Economy Class,211,0
1.0,3.0,2.0,3.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,225,0
1.0,1.0,1.0,3.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,661,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,167,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,352,0
1.0,3.0,3.0,3.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,293,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Business,Economy Class,549,0
3.0,3.0,2.0,1.0,3.0,0,0,0,0,0,False,Family Leisure,Economy Class,193,0
4.0,5.0,4.0,4.0,5.0,0,0,0,0,0,True,Business,Economy Class,3478,1
3.0,4.0,4.0,1.0,3.0,0,0,0,0,0,False,Solo Leisure,Economy Class,412,0
1.0,2.0,2.0,3.0,1.0,0,0,0,0,0,True,Couple Leisure,Premium Economy,311,0
4.0,3.0,1.0,2.0,2.0,0,0,0,0,0,False,Family Leisure,Economy Class,487,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Solo Leisure,Economy Class,444,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,710,0
3.0,3.0,3.0,1.0,3.0,0,0,0,0,0,False,Family Leisure,Economy Class,314,0
2.0,2.0,1.0,2.0,2.0,0,0,0,0,0,False,Solo Leisure,Economy Class,681,0
4.0,5.0,4.0,5.0,4.0,0,0,0,0,0,True,Business,Economy Class,519,1
1.0,3.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,190,0
1.0,1.0,1.0,3.0,3.0,0,0,0,0,0,True,Family Leisure,Economy Class,1056,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,387,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1367,0
5.0,5.0,3.0,5.0,4.0,0,0,0,0,0,False,Couple Leisure,Economy Class,221,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,647,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1415,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Business Class,647,1
,,,1.0,1.0,1,1,1,0,0,False,Business,Economy Class,297,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,287,0
4.0,5.0,5.0,4.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,414,1
1.0,1.0,1.0,2.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,540,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,1085,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Business Class,861,0
2.0,4.0,3.0,4.0,3.0,0,0,0,0,0,True,Business,Business Class,302,0
3.0,5.0,4.0,4.0,4.0,0,0,0,0,0,False,Solo Leisure,Business Class,600,0
1.0,3.0,2.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,383,0
,,,1.0,1.0,1,1,1,0,0,False,Solo Leisure,Economy Class,264,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,419,0
1.0,1.0,1.0,2.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,225,0
1.0,1.0,3.0,2.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,326,0
2.0,3.0,,1.0,1.0,0,0,1,0,0,False,Solo Leisure,Economy Class,454,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,979,1
2.0,1.0,2.0,2.0,1.0,0,0,0,0,0,True,Business,Economy Class,184,0
1.0,2.0,1.0,1.0,2.0,0,0,0,0,0,False,Solo Leisure,Economy Class,262,0
2.0,4.0,3.0,1.0,2.0,0,0,0,0,0,False,Family Leisure,Economy Class,896,0
1.0,2.0,3.0,2.0,1.0,0,0,0,0,0,True,Business,Business Class,738,0
1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,False,Family Leisure,Economy Class,1718,0
2.0,3.0,3.0,3.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1434,0
,,,,1.0,1,1,1,1,0,False,Family Leisure,Economy Class,810,0
3.0,1.0,4.0,5.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,944,0
3.0,4.0,4.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,934,0
2.0,3.0,2.0,1.0,2.0,0,0,0,0,0,False,Business,Economy Class,875,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,223,0
2.0,5.0,1.0,5.0,2.0,0,0,0,0,0,False,Solo Leisure,Economy Class,465,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Business,Economy Class,357,0
1.0,3.0,2.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1145,0
1.0,4.0,4.0,3.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,403,0
1.0,3.0,3.0,3.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,525,0
4.0,5.0,1.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Business Class,425,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,532,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,660,0
1.0,4.0,4.0,4.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,467,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,288,1
5.0,4.0,2.0,4.0,4.0,0,0,0,0,0,True,Family Leisure,Economy Class,286,1
2.0,2.0,2.0,4.0,3.0,0,0,0,0,0,True,Family Leisure,Business Class,320,0
3.0,2.0,1.0,3.0,2.0,0,0,0,0,0,False,Solo Leisure,Economy Class,217,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,411,0
2.0,3.0,1.0,2.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,363,1
3.0,3.0,3.0,4.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,316,0
1.0,1.0,3.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,641,0
4.0,1.0,1.0,5.0,3.0,0,0,0,0,0,True,Family Leisure,Economy Class,362,0
2.0,1.0,1.0,1.0,2.0,0,0,0,0,0,False,Solo Leisure,Economy Class,283,0
4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,False,Couple Leisure,Business Class,180,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Business Class,880,1
4.0,2.0,4.0,4.0,3.0,0,0,0,0,0,True,Couple Leisure,Economy Class,641,0
2.0,1.0,,1.0,2.0,0,0,1,0,0,True,Solo Leisure,Economy Class,353,0
2.0,3.0,3.0,4.0,3.0,0,0,0,0,0,False,Couple Leisure,Economy Class,1127,0
1.0,3.0,1.0,3.0,1.0,0,0,0,0,0,False,Couple Leisure,Business Class,564,0
4.0,3.0,2.0,4.0,2.0,0,0,0,0,0,True,Couple Leisure,Economy Class,960,1
1.0,4.0,1.0,3.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,675,0
3.0,3.0,3.0,1.0,3.0,0,0,0,0,0,False,Solo Leisure,Economy Class,297,0
1.0,5.0,2.0,5.0,2.0,0,0,0,0,0,True,Family Leisure,Economy Class,419,0
,,,2.0,1.0,1,1,1,0,0,False,Couple Leisure,Economy Class,772,0
1.0,3.0,3.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,686,0
1.0,3.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,837,0
2.0,3.0,2.0,5.0,2.0,0,0,0,0,0,False,Family Leisure,Economy Class,1052,0
4.0,3.0,3.0,2.0,3.0,0,0,0,0,0,True,Family Leisure,Economy Class,156,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,435,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,492,0
,,,1.0,1.0,1,1,1,0,0,True,Couple Leisure,Economy Class,683,0
2.0,3.0,2.0,3.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,202,0
3.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,612,0
4.0,5.0,4.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,477,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,233,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,531,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,382,0
1.0,1.0,1.0,2.0,2.0,0,0,0,0,0,True,Family Leisure,Economy Class,192,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,666,0
4.0,4.0,3.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,193,1
1.0,1.0,1.0,1.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1438,0
,,,,1.0,1,1,1,1,0,False,Couple Leisure,Economy Class,609,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,547,0
,,,1.0,1.0,1,1,1,0,0,True,Family Leisure,Economy Class,291,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,1068,0
3.0,5.0,3.0,1.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,676,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,1044,0
,,,,1.0,1,1,1,1,0,True,Solo Leisure,Economy Class,609,0
,,,,1.0,1,1,1,1,0,True,Business,Economy Class,365,0
4.0,4.0,2.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,316,1
2.0,2.0,,3.0,3.0,0,0,1,0,0,True,Solo Leisure,Economy Class,740,0
2.0,2.0,1.0,1.0,2.0,0,0,0,0,0,True,Family Leisure,Economy Class,989,0
4.0,4.0,3.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,468,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,672,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Family Leisure,Economy Class,232,1
,,,,1.0,1,1,1,1,0,True,Family Leisure,Economy Class,316,0
2.0,3.0,2.0,3.0,2.0,0,0,0,0,0,True,Family Leisure,Economy Class,250,1
3.0,4.0,4.0,4.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,291,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Solo Leisure,Economy Class,323,0
,,,,3.0,1,1,1,1,0,True,Family Leisure,Economy Class,348,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,1342,0
4.0,4.0,2.0,4.0,4.0,0,0,0,0,0,True,Couple Leisure,Economy Class,283,1
1.0,1.0,1.0,2.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1444,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,623,0
2.0,5.0,3.0,2.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,271,1
4.0,5.0,5.0,4.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,485,1
5.0,3.0,3.0,3.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,276,1
1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,213,0
1.0,2.0,2.0,1.0,2.0,0,0,0,0,0,False,Family Leisure,Economy Class,637,0
3.0,4.0,3.0,4.0,4.0,0,0,0,0,0,True,Family Leisure,Economy Class,306,1
3.0,4.0,4.0,1.0,4.0,0,0,0,0,0,True,Family Leisure,Economy Class,275,0
3.0,2.0,2.0,4.0,1.0,0,0,0,0,0,True,Business,Economy Class,439,0
1.0,2.0,,3.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,312,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,1024,0
2.0,3.0,3.0,5.0,3.0,0,0,0,0,0,True,Couple Leisure,Economy Class,970,0
1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1589,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,470,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,252,0
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,425,0
1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,298,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,First Class,559,0
3.0,4.0,3.0,1.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1238,0
1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,False,Solo Leisure,Economy Class,263,0
1.0,2.0,2.0,1.0,1.0,0,0,0,0,0,False,Business,Economy Class,370,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,551,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,513,0
2.0,2.0,2.0,3.0,3.0,0,0,0,0,0,False,Family Leisure,Economy Class,1092,0
1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,865,0
3.0,3.0,1.0,5.0,2.0,0,0,0,0,0,False,Couple Leisure,Economy Class,583,0
