vader_compound,vader_pos,vader_neg,vader_neu,aspect_seat,aspect_food,aspect_staff,aspect_ground_service,aspect_entertainment,aspect_seat_missing,aspect_food_missing,aspect_staff_missing,aspect_ground_service_missing,aspect_entertainment_missing,Verified,Type Of Traveller,Seat Type,review_length,Recommended
0.0387,0.069,0.055,0.876,,,,,0.0258,1,1,1,1,0,False,Family Leisure,Economy Class,364,0
-0.784,0.0,0.111,0.889,,,,-0.34,,1,1,1,0,1,True,Business,Business Class,465,0
0.8339,0.152,0.119,0.729,,0.1296,,,,1,0,1,1,1,True,Family Leisure,Economy Class,1646,0
-0.9975,0.047,0.148,0.805,-0.9745,-0.9745,-0.9745,-0.9745,-0.9745,0,0,0,0,0,True,Business,Business Class,3249,0
-0.5236,0.088,0.109,0.803,,,0.2057,,,1,1,0,1,1,False,Business,Economy Class,519,0
-0.2396,0.078,0.12,0.802,,,0.7269,0.7269,,1,1,0,0,1,True,Family Leisure,Economy Class,328,0
-0.765,0.126,0.268,0.606,,,,-0.7783,,1,1,1,0,1,True,Solo Leisure,Economy Class,181,0
-0.7965,0.0,0.179,0.821,,,,0.5207,,1,1,1,0,1,True,Solo Leisure,Economy Class,269,0
0.9272,0.377,0.064,0.558,0.9186,0.9186,0.9186,,0.9186,0,0,0,1,0,False,Solo Leisure,Economy Class,180,1
-0.5106,0.088,0.106,0.806,-0.2023,,,-0.2023,,0,1,1,0,1,True,Family Leisure,Business Class,869,0
-0.892,0.015,0.085,0.9,,,-0.6599,-0.6599,,1,1,0,0,1,True,Family Leisure,Economy Class,849,0
0.284,0.119,0.103,0.778,-0.0772,-0.0772,-0.0772,,-0.0772,0,0,0,1,0,True,Business,Economy Class,666,0
-0.9702,0.039,0.115,0.847,-0.9501,-0.9501,-0.9501,-0.9501,,0,0,0,0,1,True,Solo Leisure,Business Class,1658,0
-0.34,0.027,0.041,0.933,,,,-0.34,,1,1,1,0,1,True,Couple Leisure,Economy Class,458,0
-0.9034,0.0,0.14,0.86,,-0.836,,-0.836,,1,0,1,0,1,True,Family Leisure,Economy Class,376,0
-0.7026,0.063,0.154,0.782,0.5106,,0.5106,0.5106,,0,1,0,0,1,True,Solo Leisure,Business Class,256,1
-0.9576,0.0,0.197,0.803,,,-0.886,-0.886,,1,1,0,0,1,True,Solo Leisure,Economy Class,507,0
-0.9606,0.057,0.162,0.781,,-0.9058,-0.9058,-0.9058,-0.9058,1,0,0,0,0,False,Business,Economy Class,851,0
-0.8947,0.025,0.099,0.876,-0.8128,-0.8128,-0.8128,-0.8128,,0,0,0,0,1,True,Business,Business Class,1329,0
-0.9155,0.0,0.111,0.889,,,-0.9001,-0.9001,,1,1,0,0,1,True,Couple Leisure,Economy Class,699,0
0.9519,0.207,0.034,0.758,0.9517,0.9517,0.9517,,0.9517,0,0,0,1,0,True,Solo Leisure,Economy Class,531,1
-0.9661,0.0,0.162,0.838,,,,-0.9652,,1,1,1,0,1,True,Solo Leisure,Economy Class,618,0
-0.9371,0.062,0.191,0.746,,,-0.9337,-0.9337,-0.9337,1,1,0,0,0,False,Family Leisure,Economy Class,477,0
-0.6204,0.051,0.116,0.833,,,0.6369,0.6369,,1,1,0,0,1,True,Family Leisure,Economy Class,342,0
-0.8039,0.0,0.053,0.947,,,-0.6249,-0.6249,,1,1,0,0,1,True,Family Leisure,Economy Class,552,0
-0.9432,0.031,0.207,0.762,-0.872,,,-0.872,,0,1,1,0,1,True,Solo Leisure,Economy Class,500,0
-0.9286,0.0,0.178,0.822,,,-0.5867,-0.5867,,1,1,0,0,1,True,Family Leisure,Economy Class,356,0
-0.9794,0.0,0.238,0.762,,-0.9766,-0.9766,-0.9766,,1,0,0,0,1,True,Family Leisure,Economy Class,504,0
-0.6707,0.04,0.096,0.864,,,-0.8957,-0.8957,,1,1,0,0,1,True,Solo Leisure,Economy Class,689,0
-0.9376,0.044,0.173,0.784,,,-0.0516,-0.0516,,1,1,0,0,1,True,Family Leisure,Economy Class,567,0
-0.9512,0.062,0.122,0.817,,,,-0.9774,,1,1,1,0,1,True,Solo Leisure,Business Class,1523,0
-0.3915,0.059,0.16,0.782,,,,-0.7654,,1,1,1,0,1,False,Family Leisure,Economy Class,225,0
-0.7345,0.0,0.167,0.833,,,,0.2023,,1,1,1,0,1,False,Family Leisure,First Class,221,0
-0.9912,0.023,0.301,0.676,,,-0.9697,-0.9697,,1,1,0,0,1,False,Solo Leisure,Economy Class,589,0
-0.7003,0.0,0.078,0.922,,,,-0.7003,,1,1,1,0,1,False,Couple Leisure,Business Class,385,0
-0.9096,0.026,0.093,0.881,-0.6979,-0.6979,-0.6979,,,0,0,0,1,1,True,Solo Leisure,Economy Class,905,0
0.1779,0.055,0.044,0.901,,-0.1027,-0.1027,,,1,0,0,1,1,False,Solo Leisure,Economy Class,746,0
0.9734,0.267,0.11,0.623,,0.9823,0.9823,,,1,0,0,1,1,True,Solo Leisure,Business Class,586,1
-0.8851,0.042,0.15,0.808,-0.8565,,-0.8565,-0.8565,,0,1,0,0,1,True,Solo Leisure,Economy Class,409,0
0.6367,0.095,0.064,0.841,,,0.6859,0.6859,,1,1,0,0,1,True,Family Leisure,Economy Class,920,0
0.7495,0.059,0.03,0.911,,,,0.891,0.891,1,1,1,0,0,True,Family Leisure,Economy Class,902,0
0.8801,0.065,0.05,0.884,,,0.8043,0.8043,,1,1,0,0,1,True,Solo Leisure,Economy Class,3430,0
-0.9803,0.022,0.208,0.77,,-0.9756,-0.9756,-0.9756,-0.9756,1,0,0,0,0,False,Couple Leisure,Economy Class,787,0
-0.8208,0.04,0.075,0.885,,,,-0.8295,,1,1,1,0,1,True,Business,Premium Economy,1043,0
-0.7159,0.083,0.152,0.765,,,,,-0.5434,1,1,1,1,0,False,Solo Leisure,Economy Class,506,0
0.9297,0.074,0.052,0.874,0.946,,,0.946,,0,1,1,0,1,True,Solo Leisure,Economy Class,2562,1
-0.764,0.0,0.123,0.877,,,-0.7184,-0.7184,,1,1,0,0,1,True,Solo Leisure,Economy Class,242,1
-0.9124,0.006,0.054,0.94,,-0.743,-0.743,-0.743,,1,0,0,0,1,True,Solo Leisure,Economy Class,1765,0
-0.8975,0.115,0.197,0.688,,-0.9118,-0.9118,-0.9118,,1,0,0,0,1,True,Solo Leisure,Economy Class,611,0
-0.4055,0.04,0.118,0.842,,,,0.1779,,1,1,1,0,1,True,Family Leisure,Economy Class,196,0
0.5352,0.091,0.057,0.852,,,0.5653,,,1,1,0,1,1,False,Solo Leisure,Economy Class,599,0
-0.8426,0.111,0.141,0.747,0.9625,0.9625,0.9625,,0.9625,0,0,0,1,0,True,Family Leisure,Economy Class,992,1
-0.2399,0.035,0.043,0.921,,,-0.6249,-0.6249,,1,1,0,0,1,True,Family Leisure,Economy Class,537,0
-0.8475,0.036,0.075,0.89,,,-0.7906,,,1,1,0,1,1,True,Business,Economy Class,1072,0
-0.7427,0.036,0.112,0.852,-0.891,-0.891,-0.891,,-0.891,0,0,0,1,0,True,Solo Leisure,Economy Class,602,0
-0.9107,0.093,0.174,0.732,,,-0.024,-0.024,,1,1,0,0,1,False,Family Leisure,Economy Class,880,0
-0.9866,0.0,0.228,0.772,,,-0.9872,-0.9872,-0.9872,1,1,0,0,0,True,Solo Leisure,Economy Class,714,0
-0.9087,0.026,0.162,0.811,-0.8722,-0.8722,-0.8722,,-0.8722,0,0,0,1,0,False,Couple Leisure,Business Class,492,0
-0.806,0.0,0.076,0.924,,,-0.7096,-0.7096,,1,1,0,0,1,True,Family Leisure,Economy Class,555,0
-0.965,0.048,0.145,0.806,,,-0.9376,-0.9376,,1,1,0,0,1,False,Family Leisure,Business Class,1050,0
-0.9682,0.028,0.077,0.895,,,-0.9517,-0.9517,,1,1,0,0,1,False,Solo Leisure,Economy Class,2223,0
-0.8498,0.029,0.089,0.882,,,-0.5994,-0.5994,,1,1,0,0,1,False,Solo Leisure,Economy Class,627,0
-0.8944,0.0,0.166,0.834,,,-0.8074,-0.8074,,1,1,0,0,1,True,Solo Leisure,Economy Class,271,0
-0.812,0.014,0.097,0.889,,,,-0.1798,,1,1,1,0,1,False,Business,Business Class,509,0
-0.9588,0.0,0.295,0.705,,,-0.9118,,-0.9118,1,1,0,1,0,True,Solo Leisure,Economy Class,277,0
-0.7795,0.052,0.134,0.814,,0.3818,,0.3818,,1,0,1,0,1,False,Family Leisure,Economy Class,386,0
-0.7258,0.06,0.14,0.8,0.9022,0.9022,,,0.9022,0,0,1,1,0,False,Couple Leisure,Economy Class,323,0
-0.9647,0.028,0.065,0.907,,,-0.9633,-0.9633,-0.9633,1,1,0,0,0,True,Family Leisure,Economy Class,2588,0
-0.9647,0.114,0.242,0.644,-0.8807,,-0.8807,-0.8807,,0,1,0,0,1,True,Solo Leisure,Economy Class,495,0
-0.9659,0.012,0.16,0.828,,,,-0.961,,1,1,1,0,1,False,Solo Leisure,Economy Class,765,0
-0.8277,0.03,0.122,0.848,,-0.0516,-0.0516,-0.0516,-0.0516,1,0,0,0,0,False,Solo Leisure,Economy Class,465,0
-0.9042,0.067,0.235,0.698,,,-0.9325,-0.9325,,1,1,0,0,1,True,Solo Leisure,Economy Class,309,0
-0.128,0.088,0.109,0.803,-0.128,-0.128,,,-0.128,0,0,1,1,0,True,Business,Business Class,570,0
-0.7206,0.041,0.096,0.863,,,,-0.7269,,1,1,1,0,1,True,Couple Leisure,Economy Class,695,0
0.8587,0.166,0.107,0.727,,0.9281,,0.9281,,1,0,1,0,1,True,Solo Leisure,Business Class,427,1
-0.9861,0.0,0.189,0.811,-0.9709,,-0.9709,-0.9709,-0.9709,0,1,0,0,0,True,Solo Leisure,Economy Class,835,0
-0.5499,0.021,0.088,0.891,,-0.7096,-0.7096,,,1,0,0,1,1,True,Family Leisure,Economy Class,348,0
-0.9607,0.061,0.099,0.84,-0.8422,-0.8422,-0.8422,-0.8422,-0.8422,0,0,0,0,0,True,Solo Leisure,Economy Class,2337,1
-0.1063,0.039,0.08,0.881,,-0.25,-0.25,,-0.25,1,0,0,1,0,True,Family Leisure,Economy Class,500,0
0.1027,0.05,0.042,0.907,0.0314,0.0314,,,0.0314,0,0,1,1,0,True,Solo Leisure,Economy Class,888,0
-0.9577,0.0,0.326,0.674,-0.9539,-0.9539,-0.9539,,-0.9539,0,0,0,1,0,True,Family Leisure,Economy Class,194,0
-0.9812,0.015,0.246,0.74,,-0.9062,-0.9062,-0.9062,,1,0,0,0,1,True,Solo Leisure,Economy Class,529,0
-0.8516,0.0,0.08,0.92,,,-0.6808,-0.6808,,1,1,0,0,1,True,Business,Business Class,621,0
-0.8934,0.021,0.098,0.881,,,-0.7755,-0.7755,,1,1,0,0,1,True,Solo Leisure,Economy Class,742,0
-0.8068,0.037,0.137,0.825,,,,-0.7514,,1,1,1,0,1,True,Solo Leisure,Economy Class,329,0
-0.7351,0.0,0.094,0.906,,,,-0.7351,,1,1,1,0,1,True,Solo Leisure,Economy Class,324,0
-0.4767,0.079,0.104,0.817,-0.4767,-0.4767,-0.4767,,,0,0,0,1,1,True,Family Leisure,Economy Class,623,0
-0.9442,0.036,0.167,0.797,,,-0.891,-0.891,,1,1,0,0,1,True,Solo Leisure,Business Class,659,0
-0.9469,0.03,0.1,0.87,,,-0.8176,-0.8176,,1,1,0,0,1,True,Business,Business Class,1275,0
-0.9872,0.007,0.121,0.872,-0.9836,,-0.9836,-0.9836,,0,1,0,0,1,False,Family Leisure,Economy Class,1624,0
0.4737,0.113,0.088,0.798,0.5106,0.5106,0.5106,,,0,0,0,1,1,False,Solo Leisure,Economy Class,379,0
0.0253,0.063,0.063,0.874,0.7269,,0.7269,,,0,1,0,1,1,False,Family Leisure,Economy Class,573,1
0.6768,0.1,0.079,0.821,0.8176,0.8176,0.8176,0.8176,0.8176,0,0,0,0,0,True,Solo Leisure,Economy Class,1325,0
-0.9514,0.038,0.275,0.686,-0.8555,,-0.8555,,,0,1,0,1,1,True,Solo Leisure,Economy Class,295,0
0.9658,0.156,0.08,0.764,0.9808,0.9808,,0.9808,0.9808,0,0,1,0,0,True,Business,Business Class,1146,1
-0.9317,0.034,0.081,0.885,,,-0.8442,-0.8442,,1,1,0,0,1,True,Solo Leisure,Economy Class,1354,0
-0.8555,0.053,0.081,0.866,-0.7996,-0.7996,,-0.7996,,0,0,1,0,1,True,Family Leisure,Economy Class,1353,0
0.0,0.0,0.0,1.0,,0.0,0.0,,,1,0,0,1,1,True,Couple Leisure,Business Class,339,0
-0.9119,0.0,0.305,0.695,,-0.8074,,-0.8074,-0.8074,1,0,1,0,0,False,Couple Leisure,Economy Class,192,0
0.9868,0.165,0.061,0.774,0.979,0.979,0.979,0.979,0.979,0,0,0,0,0,True,Solo Leisure,Economy Class,1676,1
-0.8834,0.0,0.123,0.877,,,,-0.8834,,1,1,1,0,1,True,Business,Economy Class,476,0
0.9516,0.117,0.026,0.857,0.9826,0.9826,0.9826,0.9826,0.9826,0,0,0,0,0,True,Business,Economy Class,1484,1
-0.9217,0.025,0.098,0.877,,,-0.9394,-0.9394,,1,1,0,0,1,True,Couple Leisure,Economy Class,946,0
-0.4288,0.075,0.078,0.847,0.802,0.802,0.802,0.802,,0,0,0,0,1,True,Solo Leisure,Business Class,1391,0
-0.9446,0.062,0.135,0.803,,,-0.9201,-0.9201,,1,1,0,0,1,True,Business,Economy Class,1010,0
-0.6808,0.046,0.092,0.862,,,,0.1027,,1,1,1,0,1,False,Business,Economy Class,753,0
0.992,0.19,0.068,0.742,0.9914,0.9914,,0.9914,0.9914,0,0,1,0,0,True,Business,Economy Class,1457,1
-0.8133,0.118,0.2,0.683,,,-0.4215,-0.4215,,1,1,0,0,1,True,Couple Leisure,Economy Class,562,0
-0.8155,0.048,0.084,0.868,,,-0.9062,-0.9062,,1,1,0,0,1,True,Solo Leisure,Economy Class,2045,0
-0.9454,0.0,0.112,0.888,,,-0.7269,-0.7269,,1,1,0,0,1,True,Solo Leisure,Economy Class,763,0
-0.296,0.058,0.119,0.823,,,,-0.5423,,1,1,1,0,1,False,Solo Leisure,Economy Class,473,0
0.9523,0.348,0.056,0.596,,0.9699,0.9699,0.9699,,1,0,0,0,1,False,Family Leisure,Economy Class,286,1
0.9849,0.129,0.022,0.849,0.9875,0.9875,,0.9875,0.9875,0,0,1,0,0,True,Business,Economy Class,1606,1
0.9785,0.41,0.0,0.59,0.9778,0.9778,0.9778,0.9778,,0,0,0,0,1,True,Family Leisure,Business Class,271,1
0.937,0.187,0.0,0.813,,,0.9336,0.9336,,1,1,0,0,1,True,Solo Leisure,Economy Class,428,1
0.9582,0.14,0.041,0.819,,0.989,0.989,0.989,0.989,1,0,0,0,0,True,Solo Leisure,Economy Class,1293,1
0.7192,0.095,0.055,0.851,,,,0.25,,1,1,1,0,1,True,Business,Economy Class,617,0
-0.5681,0.012,0.054,0.934,,,-0.25,-0.25,,1,1,0,0,1,False,Couple Leisure,Economy Class,1152,0
-0.9561,0.0,0.124,0.876,-0.9173,-0.9173,-0.9173,-0.9173,,0,0,0,0,1,True,Solo Leisure,Economy Class,816,0
-0.7602,0.042,0.072,0.886,,,-0.9369,-0.9369,-0.9369,1,1,0,0,0,True,Solo Leisure,Economy Class,1399,0
0.9551,0.117,0.032,0.851,0.8242,0.8242,0.8242,0.8242,,0,0,0,0,1,True,Business,Economy Class,902,1
-0.9492,0.0,0.124,0.876,,,-0.9468,-0.9468,,1,1,0,0,1,False,Solo Leisure,Economy Class,733,0
-0.9196,0.045,0.114,0.841,,,,0.1531,,1,1,1,0,1,True,Business,Business Class,1297,0
0.9899,0.453,0.0,0.547,0.9892,,0.9892,,,0,1,0,1,1,False,Business,Business Class,313,1
-0.9467,0.082,0.111,0.808,,,-0.8074,-0.8074,,1,1,0,0,1,False,Couple Leisure,Economy Class,3458,0
0.0,0.0,0.0,1.0,,,,0.0,,1,1,1,0,1,True,Family Leisure,Economy Class,296,0
-0.9575,0.088,0.149,0.763,,,,-0.979,,1,1,1,0,1,True,Family Leisure,Economy Class,1415,0
-0.8357,0.109,0.189,0.702,,,-0.9104,-0.9104,-0.9104,1,1,0,0,0,False,Family Leisure,Economy Class,476,0
-0.9041,0.049,0.249,0.702,-0.9563,-0.9563,-0.9563,-0.9563,-0.9563,0,0,0,0,0,True,Business,Economy Class,386,0
-0.024,0.155,0.155,0.69,,,-0.024,-0.024,,1,1,0,0,1,True,Solo Leisure,Economy Class,657,0
-0.2846,0.017,0.053,0.93,,,,-0.5994,,1,1,1,0,1,True,Solo Leisure,Economy Class,377,0
-0.9231,0.033,0.174,0.794,,,-0.9231,-0.9231,,1,1,0,0,1,True,Solo Leisure,Economy Class,444,0
0.9621,0.104,0.07,0.826,,,0.764,0.764,,1,1,0,0,1,True,Business,Economy Class,1491,0
0.1195,0.068,0.042,0.89,,,,-0.2732,,1,1,1,0,1,True,Solo Leisure,Economy Class,263,0
-0.8332,0.041,0.238,0.721,,,,-0.6486,,1,1,1,0,1,True,Couple Leisure,Economy Class,237,0
-0.931,0.017,0.102,0.881,,-0.862,,-0.862,,1,0,1,0,1,True,Couple Leisure,Economy Class,855,0
-0.4727,0.07,0.083,0.847,,-0.1739,,-0.1739,-0.1739,1,0,1,0,0,True,Business,Economy Class,1186,1
-0.8628,0.023,0.157,0.821,0.4588,0.4588,0.4588,0.4588,,0,0,0,0,1,False,Solo Leisure,Economy Class,363,0
-0.9954,0.031,0.162,0.807,,-0.9932,-0.9932,-0.9932,,1,0,0,0,1,True,Couple Leisure,Economy Class,2398,0
0.9546,0.1,0.026,0.875,0.9827,0.9827,0.9827,0.9827,,0,0,0,0,1,True,Solo Leisure,Economy Class,1570,1
0.9698,0.22,0.056,0.724,0.9738,,0.9738,0.9738,,0,1,0,0,1,False,Solo Leisure,Economy Class,656,1
0.9246,0.217,0.0,0.783,,,0.9246,,,1,1,0,1,1,True,Business,Business Class,287,1
-0.5863,0.063,0.09,0.847,,,-0.0498,-0.0498,,1,1,0,0,1,True,Couple Leisure,Economy Class,666,0
-0.879,0.123,0.149,0.728,-0.7458,-0.7458,,-0.7458,,0,0,1,0,1,True,Business,Business Class,1956,0
0.9747,0.187,0.046,0.767,0.9894,0.9894,0.9894,0.9894,0.9894,0,0,0,0,0,True,Solo Leisure,Economy Class,883,1
0.5223,0.123,0.054,0.823,0.8481,,0.8481,,,0,1,0,1,1,True,Business,Economy Class,237,1
-0.983,0.065,0.191,0.744,,,,-0.9794,-0.9794,1,1,1,0,0,True,Family Leisure,Economy Class,1108,0
0.9381,0.152,0.034,0.815,,,0.8977,0.8977,0.8977,1,1,0,0,0,True,Solo Leisure,Economy Class,659,1
-0.8425,0.107,0.191,0.702,,,,-0.839,,1,1,1,0,1,True,Family Leisure,Economy Class,457,0
0.9896,0.218,0.065,0.716,0.9779,0.9779,0.9779,0.9779,0.9779,0,0,0,0,0,True,Business,Business Class,983,1
0.944,0.156,0.06,0.783,0.4201,0.4201,0.4201,0.4201,0.4201,0,0,0,0,0,False,Solo Leisure,Economy Class,870,1
0.9545,0.123,0.033,0.844,0.9748,0.9748,0.9748,0.9748,,0,0,0,0,1,True,Couple Leisure,Economy Class,1172,1
-0.5122,0.019,0.053,0.928,,,,0.6369,,1,1,1,0,1,True,Business,Business Class,625,0
0.9476,0.284,0.0,0.716,,0.9423,0.9423,,,1,0,0,1,1,True,Solo Leisure,Economy Class,273,1
0.9756,0.102,0.005,0.893,0.9776,,0.9776,0.9776,0.9776,0,1,0,0,0,False,Family Leisure,Economy Class,1222,1
0.9627,0.296,0.0,0.704,,0.9627,0.9627,,,1,0,0,1,1,True,Business,Economy Class,279,1
-0.9032,0.0,0.062,0.938,,,-0.8316,-0.8316,,1,1,0,0,1,False,Solo Leisure,Economy Class,969,0
0.9507,0.088,0.057,0.855,0.7836,0.7836,0.7836,0.7836,,0,0,0,0,1,True,Family Leisure,Economy Class,2720,0
0.9756,0.187,0.033,0.78,0.9716,0.9716,0.9716,0.9716,0.9716,0,0,0,0,0,True,Business,Business Class,808,1
0.9924,0.15,0.034,0.816,0.9914,0.9914,0.9914,0.9914,,0,0,0,0,1,True,Family Leisure,Economy Class,1671,1
0.9698,0.347,0.0,0.653,0.9688,,0.9688,,,0,1,0,1,1,True,Solo Leisure,Economy Class,333,1
-0.9447,0.023,0.127,0.85,,,-0.3169,-0.3169,,1,1,0,0,1,False,Solo Leisure,Economy Class,951,0
-0.7845,0.0,0.079,0.921,,,,,,1,1,1,1,1,False,Couple Leisure,Economy Class,485,0
-0.8827,0.029,0.048,0.923,,,-0.1779,-0.1779,-0.1779,1,1,0,0,0,False,Couple Leisure,Economy Class,2884,0
0.944,0.235,0.0,0.765,,0.9382,0.9382,,,1,0,0,1,1,False,Business,Economy Class,261,1
0.1043,0.06,0.047,0.893,,,0.3979,0.3979,,1,1,0,0,1,False,Family Leisure,Economy Class,516,0
-0.9196,0.013,0.102,0.885,,,-0.884,-0.884,,1,1,0,0,1,False,Business,Economy Class,778,0
0.9731,0.183,0.015,0.801,0.9783,,0.9783,,0.9783,0,1,0,1,0,False,Business,Business Class,686,1
0.2213,0.136,0.113,0.752,0.4588,0.4588,0.4588,,0.4588,0,0,0,1,0,False,Family Leisure,Economy Class,547,0
0.9437,0.203,0.027,0.77,,0.8209,0.8209,,,1,0,0,1,1,False,Solo Leisure,Economy Class,384,1
-0.3708,0.042,0.079,0.879,-0.0754,-0.0754,-0.0754,-0.0754,-0.0754,0,0,0,0,0,False,Couple Leisure,Economy Class,736,1
0.7974,0.08,0.06,0.86,,0.6654,0.6654,0.6654,,1,0,0,0,1,False,Business,Economy Class,1594,0
0.9687,0.346,0.0,0.654,0.9274,,0.9274,,,0,1,0,1,1,False,Unknown,Economy Class,281,1
0.8942,0.165,0.061,0.774,0.9173,0.9173,0.9173,0.9173,0.9173,0,0,0,0,0,False,Unknown,Economy Class,585,1
-0.9181,0.021,0.057,0.922,-0.7906,-0.7906,-0.7906,-0.7906,,0,0,0,0,1,False,Unknown,Economy Class,1747,0
0.9258,0.261,0.0,0.739,0.9216,,0.9216,,,0,1,0,1,1,False,Unknown,Economy Class,273,1
0.9358,0.094,0.026,0.88,,,0.6369,0.6369,,1,1,0,0,1,False,Unknown,Economy Class,951,0
0.8925,0.346,0.0,0.654,,,0.886,0.886,,1,1,0,0,1,False,Unknown,Economy Class,162,1
0.5002,0.042,0.024,0.934,,0.5859,0.5859,0.5859,,1,0,0,0,1,False,Unknown,Economy Class,953,1
-0.2944,0.056,0.066,0.879,,,,-0.2944,,1,1,1,0,1,False,Unknown,Economy Class,645,0
0.8271,0.14,0.0,0.86,,,0.8689,0.8689,,1,1,0,0,1,False,Unknown,Economy Class,374,0
0.9768,0.361,0.026,0.614,0.9801,,0.9801,,,0,1,0,1,1,False,Unknown,Economy Class,327,1
0.9709,0.26,0.019,0.722,,0.9325,0.9325,0.9325,,1,0,0,0,1,False,Unknown,Economy Class,433,1
-0.743,0.023,0.085,0.892,,,,-0.743,,1,1,1,0,1,False,Unknown,Economy Class,672,0
0.8225,0.17,0.0,0.83,,0.8225,0.8225,0.8225,,1,0,0,0,1,False,Unknown,Economy Class,287,1
-0.3197,0.026,0.058,0.915,,,,-0.1027,,1,1,1,0,1,False,Unknown,Economy Class,373,0
0.8176,0.2,0.0,0.8,,,0.8176,0.8176,,1,1,0,0,1,False,Unknown,Economy Class,236,1
-0.631,0.012,0.057,0.931,,,,-0.2732,,1,1,1,0,1,False,Unknown,Unknown,695,0
0.8295,0.104,0.039,0.857,0.1352,0.1352,,0.1352,,0,0,1,0,1,False,Unknown,Unknown,577,0
0.983,0.155,0.012,0.833,0.9757,0.9757,0.9757,0.9757,0.9757,0,0,0,0,0,False,Unknown,Unknown,1251,0
-0.6705,0.029,0.115,0.856,,,-0.9118,-0.9118,-0.9118,1,1,0,0,0,True,Solo Leisure,Economy Class,361,0
0.6705,0.064,0.023,0.913,0.6378,0.6378,0.6378,0.6378,,0,0,0,0,1,True,Couple Leisure,Economy Class,657,0
-0.778,0.026,0.161,0.814,,,,-0.7096,,1,1,1,0,1,True,Couple Leisure,Economy Class,181,0
0.9729,0.078,0.014,0.909,,,0.9559,0.9559,,1,1,0,0,1,True,Couple Leisure,Economy Class,1919,0
0.7911,0.137,0.121,0.742,,,,0.9004,,1,1,1,0,1,False,Business,Economy Class,1021,0
-0.1901,0.0,0.054,0.946,,,,,,1,1,1,1,1,True,Business,Economy Class,238,0
0.7102,0.156,0.088,0.756,,,0.7351,0.7351,,1,1,0,0,1,False,Solo Leisure,Economy Class,232,1
-0.9331,0.0,0.195,0.805,,,-0.926,,,1,1,0,1,1,False,Family Leisure,Economy Class,332,0
-0.7444,0.047,0.252,0.701,,,,-0.6249,,1,1,1,0,1,False,Solo Leisure,Economy Class,180,0
0.701,0.154,0.044,0.803,,0.7269,,,,1,0,1,1,1,True,Couple Leisure,Economy Class,300,1
-0.7003,0.0,0.084,0.916,,,,-0.7003,,1,1,1,0,1,True,Couple Leisure,Economy Class,324,0
0.4512,0.1,0.101,0.799,,,0.7906,0.7906,,1,1,0,0,1,True,Couple Leisure,Economy Class,818,0
-0.9075,0.013,0.064,0.923,,,-0.7783,-0.7783,,1,1,0,0,1,True,Couple Leisure,Economy Class,1350,0
0.9548,0.208,0.033,0.759,,0.9403,0.9403,0.9403,,1,0,0,0,1,True,Solo Leisure,Economy Class,419,1
0.9379,0.194,0.026,0.78,0.802,,0.802,0.802,,0,1,0,0,1,True,Solo Leisure,Economy Class,425,1
-0.4664,0.028,0.105,0.867,,,,-0.6705,,1,1,1,0,1,True,Couple Leisure,Economy Class,320,0
0.9198,0.284,0.038,0.678,,,0.8627,0.8627,,1,1,0,0,1,True,Couple Leisure,Economy Class,223,1
-0.9832,0.014,0.161,0.825,,,-0.9382,-0.9382,-0.9382,1,1,0,0,0,True,Family Leisure,Economy Class,990,0
-0.9851,0.074,0.151,0.775,,,-0.9903,-0.9903,-0.9903,1,1,0,0,0,False,Family Leisure,Economy Class,2313,0
-0.8544,0.022,0.065,0.913,,,,,,1,1,1,1,1,True,Family Leisure,Premium Economy,820,0
0.0772,0.054,0.051,0.895,,,0.4404,0.4404,,1,1,0,0,1,True,Business,Economy Class,558,0
-0.9868,0.07,0.182,0.748,,,-0.9764,-0.9764,,1,1,0,0,1,False,Couple Leisure,Economy Class,1935,0
0.7003,0.157,0.071,0.772,,,,,,1,1,1,1,1,True,Solo Leisure,Economy Class,284,0
-0.4442,0.049,0.112,0.84,,,0.4939,0.4939,,1,1,0,0,1,True,Solo Leisure,Economy Class,234,1
-0.9898,0.036,0.154,0.81,,,-0.9899,-0.9899,-0.9899,1,1,0,0,0,True,Family Leisure,Economy Class,1782,0
0.3403,0.063,0.052,0.885,0.8883,0.8883,0.8883,0.8883,,0,0,0,0,1,True,Family Leisure,Economy Class,1130,0
-0.664,0.091,0.129,0.781,,,,0.128,,1,1,1,0,1,True,Couple Leisure,Economy Class,671,1
0.9549,0.323,0.055,0.622,,,0.8462,0.8462,,1,1,0,0,1,True,Solo Leisure,Economy Class,208,1
-0.7851,0.063,0.177,0.76,,,0.0258,,,1,1,0,1,1,True,Solo Leisure,Economy Class,285,0
-0.9522,0.016,0.173,0.811,,,-0.8942,,,1,1,0,1,1,False,Couple Leisure,Economy Class,509,0
-0.7788,0.0,0.111,0.889,,,,-0.4767,,1,1,1,0,1,False,Solo Leisure,Economy Class,441,0
-0.9896,0.102,0.222,0.676,,,-0.9534,-0.9534,,1,1,0,0,1,False,Couple Leisure,Economy Class,1426,0
0.8711,0.167,0.078,0.755,0.8716,,0.8716,0.8716,,0,1,0,0,1,True,Solo Leisure,Economy Class,507,0
0.7748,0.188,0.055,0.757,-0.8187,,-0.8187,-0.8187,,0,1,0,0,1,True,Solo Leisure,Economy Class,330,1
