vader_compound,vader_pos,vader_neg,vader_neu,aspect_seat,aspect_food,aspect_staff,aspect_ground_service,aspect_entertainment,aspect_seat_missing,aspect_food_missing,aspect_staff_missing,aspect_ground_service_missing,aspect_entertainment_missing,Verified,Type Of Traveller,Seat Type,review_length,Recommended
0.2263,0.046,0.053,0.901,0.2263,,,,,0,1,1,1,1,False,Solo Leisure,Economy Class,786,0
-0.9274,0.016,0.093,0.891,,-0.9349,-0.9349,-0.9349,,1,0,0,0,1,False,Solo Leisure,Economy Class,919,0
0.128,0.113,0.088,0.799,0.0609,0.0609,0.0609,,0.0609,0,0,0,1,0,True,Family Leisure,Economy Class,491,1
-0.9245,0.039,0.275,0.687,,,-0.9201,-0.9201,,1,1,0,0,1,True,Business,Economy Class,223,0
-0.8824,0.1,0.122,0.778,,,0.1531,0.1531,,1,1,0,0,1,True,Couple Leisure,Economy Class,1382,0
-0.9312,0.077,0.131,0.793,,,-0.9657,,,1,1,0,1,1,True,Family Leisure,Premium Economy,976,0
0.6917,0.09,0.068,0.842,,0.8982,0.8982,0.8982,,1,0,0,0,1,True,Business,Economy Class,1061,0
0.3781,0.144,0.125,0.731,0.8271,,,,,0,1,1,1,1,False,Family Leisure,Economy Class,347,0
0.9896,0.269,0.019,0.713,0.9899,0.9899,0.9899,0.9899,0.9899,0,0,0,0,0,True,Solo Leisure,Economy Class,730,1
-0.9731,0.014,0.073,0.914,-0.9835,,-0.9835,-0.9835,-0.9835,0,1,0,0,0,True,Family Leisure,Economy Class,2237,0
-0.8481,0.0,0.104,0.896,,,-0.8481,-0.8481,,1,1,0,0,1,False,Solo Leisure,Economy Class,353,0
-0.7935,0.036,0.075,0.889,-0.7003,-0.7003,-0.7003,-0.7003,,0,0,0,0,1,True,Solo Leisure,Economy Class,1000,0
-0.9814,0.015,0.141,0.844,,-0.9474,-0.9474,-0.9474,,1,0,0,0,1,True,Couple Leisure,Economy Class,1164,0
-0.9612,0.034,0.15,0.815,,,-0.9595,-0.9595,,1,1,0,0,1,True,Solo Leisure,Economy Class,1097,0
-0.5697,0.0,0.084,0.916,,,-0.5256,-0.5256,,1,1,0,0,1,True,Couple Leisure,Economy Class,212,0
0.965,0.227,0.0,0.773,,,,0.9636,,1,1,1,0,1,False,Couple Leisure,Economy Class,364,1
-0.9313,0.0,0.138,0.862,,,-0.9136,-0.9136,,1,1,0,0,1,True,Business,Economy Class,536,0
-0.3356,0.183,0.22,0.598,,,,-0.8625,,1,1,1,0,1,True,Family Leisure,Economy Class,168,0
-0.8824,0.0,0.18,0.82,,,,-0.6537,,1,1,1,0,1,False,Family Leisure,Economy Class,320,0
-0.9381,0.012,0.099,0.889,,,-0.9382,-0.9382,,1,1,0,0,1,False,Family Leisure,Economy Class,835,0
-0.8737,0.052,0.166,0.782,,-0.8271,-0.8271,-0.8271,,1,0,0,0,1,True,Solo Leisure,Economy Class,631,0
-0.9501,0.033,0.092,0.875,,0.0,0.0,0.0,,1,0,0,0,1,True,Solo Leisure,Economy Class,1453,0
-0.9877,0.08,0.146,0.774,,-0.9855,-0.9855,-0.9855,,1,0,0,0,1,False,Business,Economy Class,2420,0
-0.9624,0.028,0.189,0.784,-0.9203,,-0.9203,,,0,1,0,1,1,False,Family Leisure,Economy Class,522,0
-0.8126,0.0,0.109,0.891,,,,-0.7351,-0.7351,1,1,1,0,0,True,Solo Leisure,Economy Class,380,0
0.8033,0.229,0.154,0.617,0.7244,,0.7244,0.7244,,0,1,0,0,1,False,Business,Economy Class,470,0
-0.7407,0.073,0.084,0.842,,,0.3818,0.3818,,1,1,0,0,1,True,Business,Economy Class,1817,0
-0.9644,0.021,0.14,0.839,-0.1174,,-0.1174,-0.1174,,0,1,0,0,1,True,Solo Leisure,Economy Class,861,0
-0.8612,0.034,0.102,0.864,,,-0.8115,-0.8115,,1,1,0,0,1,False,Family Leisure,Economy Class,624,0
-0.959,0.046,0.124,0.83,,0.6142,0.6142,0.6142,,1,0,0,0,1,True,Family Leisure,Economy Class,1266,0
0.0046,0.068,0.076,0.856,,,0.0725,0.0725,,1,1,0,0,1,False,Solo Leisure,Economy Class,566,0
-0.7845,0.066,0.148,0.787,,,,-0.7845,,1,1,1,0,1,False,Solo Leisure,Economy Class,362,0
-0.6705,0.0,0.09,0.91,,,,-0.6705,,1,1,1,0,1,False,Business,Economy Class,331,0
0.5487,0.042,0.033,0.925,,0.2263,0.2263,0.2263,,1,0,0,0,1,False,Family Leisure,Premium Economy,902,0
-0.951,0.161,0.189,0.65,0.4417,,0.4417,0.4417,,0,1,0,0,1,True,Family Leisure,Economy Class,2663,1
-0.9388,0.05,0.097,0.854,-0.8783,,-0.8783,,-0.8783,0,1,0,1,0,True,Solo Leisure,Economy Class,1401,0
0.8766,0.121,0.067,0.812,,,0.6822,0.6822,,1,1,0,0,1,False,Family Leisure,Economy Class,773,0
-0.9627,0.053,0.193,0.754,,,-0.9744,-0.9744,,1,1,0,0,1,False,Family Leisure,Economy Class,679,0
-0.9516,0.034,0.296,0.671,,,,-0.9493,,1,1,1,0,1,False,Family Leisure,Economy Class,280,0
-0.922,0.072,0.221,0.707,,,0.5859,0.5859,,1,1,0,0,1,False,Family Leisure,Economy Class,375,0
-0.6745,0.057,0.142,0.801,,,-0.4344,-0.4344,,1,1,0,0,1,True,Business,Economy Class,452,0
-0.8718,0.0,0.154,0.846,,,-0.8625,-0.8625,,1,1,0,0,1,True,Solo Leisure,First Class,286,0
-0.2263,0.047,0.038,0.915,0.4215,,,0.4215,,0,1,1,0,1,False,Solo Leisure,Economy Class,493,0
-0.9652,0.0,0.307,0.693,-0.9652,,-0.9652,-0.9652,,0,1,0,0,1,True,Business,Economy Class,305,0
-0.814,0.034,0.073,0.893,,,-0.9294,-0.9294,,1,1,0,0,1,False,Family Leisure,Economy Class,1447,0
-0.8037,0.046,0.176,0.778,,0.1027,,0.1027,,1,0,1,0,1,False,Family Leisure,Economy Class,312,0
-0.3147,0.037,0.075,0.888,,,-0.1779,-0.1779,,1,1,0,0,1,True,Solo Leisure,Economy Class,267,0
-0.976,0.03,0.278,0.692,-0.9652,,-0.9652,-0.9652,,0,1,0,0,1,False,Business,Economy Class,474,0
-0.975,0.061,0.173,0.766,,,,-0.9643,,1,1,1,0,1,False,Family Leisure,Economy Class,921,0
-0.8625,0.0,0.255,0.745,-0.8658,,,-0.8658,,0,1,1,0,1,False,Solo Leisure,Economy Class,178,0
-0.9285,0.0,0.088,0.912,-0.6486,,,-0.6486,,0,1,1,0,1,False,Couple Leisure,Economy Class,930,0
0.985,0.554,0.0,0.446,0.9837,0.9837,0.9837,,,0,0,0,1,1,True,Family Leisure,First Class,172,1
0.0444,0.068,0.075,0.857,,,0.802,,,1,1,0,1,1,False,Couple Leisure,Economy Class,547,0
0.9399,0.136,0.014,0.85,,,,0.9011,,1,1,1,0,1,False,Solo Leisure,Economy Class,645,0
0.9494,0.348,0.0,0.652,,,0.9516,,,1,1,0,1,1,False,Family Leisure,Economy Class,252,1
-0.2023,0.062,0.082,0.856,-0.2023,,,-0.2023,,0,1,1,0,1,True,Family Leisure,Economy Class,628,0
0.7913,0.079,0.068,0.853,0.9713,0.9713,0.9713,0.9713,,0,0,0,0,1,False,Business,First Class,1889,0
-0.9691,0.0,0.131,0.869,-0.9307,,-0.9307,-0.9307,,0,1,0,0,1,True,Solo Leisure,Economy Class,881,0
0.1381,0.068,0.076,0.856,0.25,,0.25,0.25,,0,1,0,0,1,True,Solo Leisure,Economy Class,657,0
0.7224,0.097,0.069,0.833,0.6681,0.6681,0.6681,0.6681,,0,0,0,0,1,False,Family Leisure,Economy Class,905,0
-0.9226,0.015,0.075,0.91,-0.9392,,-0.9392,-0.9392,,0,1,0,0,1,True,Couple Leisure,Economy Class,1033,0
-0.4184,0.078,0.11,0.812,,0.3818,,0.3818,0.3818,1,0,1,0,0,True,Couple Leisure,Economy Class,496,0
0.9445,0.113,0.011,0.875,0.9349,0.9349,0.9349,,,0,0,0,1,1,False,Solo Leisure,Premium Economy,636,0
-0.7048,0.085,0.099,0.816,-0.7655,-0.7655,-0.7655,-0.7655,,0,0,0,0,1,True,Solo Leisure,Economy Class,1876,0
-0.3089,0.0,0.029,0.971,,,0.4019,0.4019,,1,1,0,0,1,False,Solo Leisure,First Class,377,0
0.8871,0.156,0.056,0.788,0.9287,0.9287,,,,0,0,1,1,1,False,Business,Economy Class,462,1
-0.2732,0.06,0.06,0.88,-0.34,,,,,0,1,1,1,1,True,Couple Leisure,Business Class,552,0
0.8126,0.102,0.0,0.898,0.8126,,0.8126,,,0,1,0,1,1,False,Solo Leisure,Economy Class,317,1
0.0829,0.049,0.045,0.906,,,,,,1,1,1,1,1,True,Couple Leisure,Premium Economy,422,0
-0.8387,0.032,0.174,0.794,,,,0.068,0.068,1,1,1,0,0,True,Solo Leisure,Economy Class,388,0
-0.3919,0.111,0.186,0.703,,,-0.7579,,-0.7579,1,1,0,1,0,True,Business,First Class,192,0
-0.8779,0.017,0.07,0.912,,-0.8779,-0.8779,-0.8779,,1,0,0,0,1,True,Business,Economy Class,991,0
-0.9524,0.02,0.148,0.831,,,,-0.9524,,1,1,1,0,1,False,Business,Economy Class,666,0
-0.9088,0.033,0.142,0.825,-0.9598,,,-0.9598,-0.9598,0,1,1,0,0,True,Solo Leisure,Economy Class,596,0
-0.8698,0.063,0.209,0.728,,,,-0.4215,,1,1,1,0,1,True,Business,Economy Class,355,0
-0.8343,0.0,0.1,0.9,,-0.6808,,-0.6808,,1,0,1,0,1,True,Solo Leisure,Economy Class,519,0
0.5994,0.136,0.09,0.774,,,,0.5994,,1,1,1,0,1,True,Business,Business Class,288,0
-0.902,0.018,0.059,0.923,-0.8363,,-0.8363,,,0,1,0,1,1,False,Business,Economy Class,1829,0
-0.9273,0.067,0.175,0.758,,,-0.9231,-0.9231,,1,1,0,0,1,True,Family Leisure,Economy Class,628,0
-0.8126,0.13,0.296,0.573,,,-0.8126,,-0.8126,1,1,0,1,0,False,Couple Leisure,Economy Class,178,1
-0.7003,0.0,0.11,0.89,,,-0.7003,-0.7003,,1,1,0,0,1,True,Business,Economy Class,294,0
0.944,0.281,0.024,0.695,,,0.9313,0.9313,,1,1,0,0,1,False,Solo Leisure,Economy Class,199,1
-0.8807,0.019,0.214,0.767,,,-0.8807,-0.8807,,1,1,0,0,1,True,Business,Economy Class,356,0
-0.3276,0.1,0.14,0.761,,,0.8442,0.8442,,1,1,0,0,1,True,Family Leisure,Economy Class,369,0
0.1278,0.062,0.06,0.878,0.0534,,,0.0534,,0,1,1,0,1,True,Solo Leisure,Economy Class,819,0
-0.2481,0.077,0.111,0.812,,,-0.8176,-0.8176,,1,1,0,0,1,True,Family Leisure,Economy Class,1724,0
-0.9796,0.017,0.138,0.845,,,-0.9807,-0.9807,,1,1,0,0,1,True,Solo Leisure,Economy Class,1174,0
0.8548,0.097,0.021,0.882,0.8176,,0.8176,,,0,1,0,1,1,True,Family Leisure,Economy Class,477,1
0.2263,0.03,0.0,0.97,,0.2263,,,,1,0,1,1,1,False,Family Leisure,First Class,299,0
-0.8957,0.0,0.136,0.864,,,-0.8957,-0.8957,,1,1,0,0,1,False,Couple Leisure,Economy Class,562,0
-0.2023,0.068,0.08,0.852,0.4215,0.4215,0.4215,0.4215,,0,0,0,0,1,True,Family Leisure,First Class,313,1
-0.6481,0.085,0.182,0.733,,,-0.5302,,,1,1,0,1,1,True,Family Leisure,Economy Class,220,0
-0.4939,0.044,0.073,0.883,-0.4019,,-0.4019,,,0,1,0,1,1,True,Business,Premium Economy,512,0
-0.765,0.0,0.081,0.919,,,,-0.5423,,1,1,1,0,1,True,Solo Leisure,Economy Class,492,0
-0.2263,0.0,0.03,0.97,,,-0.2263,-0.2263,,1,1,0,0,1,True,Business,Economy Class,312,0
0.9465,0.239,0.0,0.761,0.9201,,0.9201,,0.9201,0,1,0,1,0,True,Family Leisure,Economy Class,288,1
-0.9195,0.055,0.132,0.813,,,,-0.8176,,1,1,1,0,1,True,Solo Leisure,Economy Class,806,0
0.9571,0.308,0.0,0.692,0.9531,,0.9531,,,0,1,0,1,1,True,Family Leisure,Economy Class,217,1
-0.5187,0.0,0.089,0.911,,-0.6705,,-0.6705,,1,0,1,0,1,True,Business,Economy Class,295,0
-0.4805,0.0,0.066,0.934,,,,,,1,1,1,1,1,False,Couple Leisure,Economy Class,427,0
-0.0258,0.082,0.083,0.836,,,,0.7965,,1,1,1,0,1,True,Solo Leisure,Economy Class,514,0
-0.9884,0.022,0.16,0.818,,,-0.9814,-0.9814,,1,1,0,0,1,True,Business,Economy Class,1318,0
0.25,0.014,0.008,0.978,,,0.25,0.25,,1,1,0,0,1,True,Family Leisure,Economy Class,749,0
0.4767,0.04,0.023,0.937,,,,0.4767,,1,1,1,0,1,False,Family Leisure,Economy Class,584,0
-0.7731,0.038,0.078,0.884,,-0.891,-0.891,-0.891,,1,0,0,0,1,False,Business,Economy Class,1272,0
-0.891,0.05,0.117,0.833,-0.5267,,-0.5267,,,0,1,0,1,1,False,Business,Premium Economy,616,0
-0.9256,0.047,0.114,0.838,,-0.9402,-0.9402,,-0.9402,1,0,0,1,0,False,Business,Economy Class,756,1
-0.9401,0.078,0.12,0.802,,,-0.3662,-0.3662,,1,1,0,0,1,False,Couple Leisure,Economy Class,1411,0
-0.6913,0.016,0.071,0.913,,,,-0.6275,,1,1,1,0,1,False,Business,Economy Class,753,0
0.8883,0.136,0.0,0.864,0.8883,,0.8883,0.8883,,0,1,0,0,1,False,Solo Leisure,Economy Class,425,1
-0.8691,0.0,0.062,0.938,,,,0.4393,,1,1,1,0,1,False,Couple Leisure,Economy Class,936,0
-0.92,0.098,0.274,0.629,,-0.8089,,-0.8089,,1,0,1,0,1,False,Business,Economy Class,363,0
-0.8752,0.04,0.123,0.837,,,,-0.891,,1,1,1,0,1,False,Business,First Class,639,0
0.7269,0.121,0.032,0.847,0.8074,,0.8074,0.8074,,0,1,0,0,1,False,Solo Leisure,Economy Class,358,1
-0.9841,0.017,0.172,0.811,,,,-0.9308,,1,1,1,0,1,False,Solo Leisure,Economy Class,855,0
-0.3182,0.076,0.114,0.81,-0.296,,-0.296,-0.296,,0,1,0,0,1,False,Family Leisure,Economy Class,507,0
-0.7964,0.0,0.1,0.9,,,,-0.7096,,1,1,1,0,1,False,Solo Leisure,Economy Class,472,0
-0.7173,0.049,0.064,0.887,,,-0.6808,-0.6808,,1,1,0,0,1,False,Business,Premium Economy,1983,0
0.8555,0.125,0.0,0.875,0.8555,0.8555,0.8555,0.8555,,0,0,0,0,1,False,Solo Leisure,Economy Class,396,1
-0.9682,0.027,0.144,0.828,-0.9256,,-0.9256,,,0,1,0,1,1,False,Family Leisure,Economy Class,889,0
0.5106,0.178,0.141,0.681,0.6705,,0.6705,,,0,1,0,1,1,False,Solo Leisure,First Class,248,1
0.7385,0.1,0.084,0.816,0.9805,0.9805,0.9805,0.9805,,0,0,0,0,1,False,Business,First Class,1319,0
0.4404,0.088,0.077,0.835,,,0.0516,,,1,1,0,1,1,False,Business,Economy Class,359,0
-0.9757,0.03,0.116,0.854,-0.8588,-0.8588,-0.8588,-0.8588,-0.8588,0,0,0,0,0,False,Family Leisure,Economy Class,1429,0
0.4606,0.059,0.042,0.898,0.9136,,0.9136,0.9136,,0,1,0,0,1,False,Family Leisure,Economy Class,579,0
-0.2603,0.032,0.04,0.928,0.4033,0.4033,0.4033,,,0,0,0,1,1,False,Couple Leisure,Economy Class,647,1
-0.9485,0.046,0.112,0.842,-0.9485,,,-0.9485,-0.9485,0,1,1,0,0,False,Family Leisure,Economy Class,1280,0
0.9785,0.236,0.036,0.727,,0.9771,0.9771,,,1,0,0,1,1,False,Family Leisure,Economy Class,620,1
-0.721,0.077,0.153,0.77,-0.9643,,-0.9643,-0.9643,-0.9643,0,1,0,0,0,False,Couple Leisure,Economy Class,684,0
0.5423,0.148,0.064,0.788,,0.296,0.296,0.296,,1,0,0,0,1,False,Couple Leisure,Business Class,440,1
0.9716,0.145,0.022,0.833,0.976,,0.976,0.976,0.976,0,1,0,0,0,False,Solo Leisure,Economy Class,919,1
-0.873,0.021,0.14,0.838,,,0.34,0.34,,1,1,0,0,1,False,Solo Leisure,Economy Class,541,0
0.9656,0.274,0.031,0.695,0.9794,0.9794,0.9794,0.9794,,0,0,0,0,1,False,Solo Leisure,Economy Class,420,1
-0.9481,0.047,0.202,0.751,,,,-0.9201,,1,1,1,0,1,False,Business,Economy Class,594,0
-0.0196,0.104,0.09,0.806,,,0.8807,0.8807,,1,1,0,0,1,False,Solo Leisure,First Class,600,1
0.9152,0.138,0.033,0.829,,,0.91,,,1,1,0,1,1,False,Family Leisure,First Class,583,1
0.9022,0.176,0.0,0.824,0.9022,0.9022,0.9022,0.9022,,0,0,0,0,1,False,Solo Leisure,First Class,345,1
0.93,0.213,0.0,0.787,,0.93,0.93,0.93,,1,0,0,0,1,False,Solo Leisure,First Class,330,1
0.8689,0.149,0.0,0.851,0.8689,0.8689,0.8689,0.8689,,0,0,0,0,1,False,Solo Leisure,First Class,314,1
-0.9488,0.0,0.225,0.775,,,-0.8625,-0.8625,,1,1,0,0,1,False,Solo Leisure,Business Class,405,0
0.4404,0.058,0.0,0.942,0.4404,,,,,0,1,1,1,1,False,Unknown,Economy Class,255,1
-0.9316,0.011,0.093,0.895,,,-0.85,-0.85,,1,1,0,0,1,False,Unknown,Economy Class,823,0
-0.9427,0.0,0.09,0.91,,,,-0.743,,1,1,1,0,1,False,Unknown,Economy Class,873,0
-0.7992,0.007,0.05,0.944,,,-0.7096,-0.7096,,1,1,0,0,1,False,Unknown,Economy Class,951,0
0.743,0.095,0.05,0.856,,,0.7783,0.7783,,1,1,0,0,1,False,Unknown,Economy Class,682,0
-0.1901,0.016,0.03,0.954,,,,-0.3612,,1,1,1,0,1,False,Unknown,Economy Class,1014,0
-0.9633,0.023,0.137,0.84,,,-0.4019,-0.4019,,1,1,0,0,1,False,Unknown,Economy Class,1012,0
-0.7088,0.0,0.042,0.958,,,,-0.5423,,1,1,1,0,1,False,Unknown,Economy Class,855,0
-0.8957,0.016,0.09,0.894,,,-0.8836,-0.8836,,1,1,0,0,1,False,Unknown,Economy Class,843,0
0.887,0.182,0.0,0.818,0.8591,,,0.8591,,0,1,1,0,1,False,Unknown,Economy Class,251,1
0.0,0.0,0.0,1.0,,,,0.0,,1,1,1,0,1,False,Unknown,Economy Class,213,0
0.8981,0.196,0.076,0.728,0.9042,0.9042,0.9042,,,0,0,0,1,1,True,Business,Business Class,431,0
0.9907,0.427,0.015,0.558,0.9903,0.9903,0.9903,0.9903,,0,0,0,0,1,True,Business,Economy Class,347,1
0.7906,0.214,0.048,0.738,,0.7906,0.7906,,,1,0,0,1,1,True,Couple Leisure,Business Class,187,1
-0.8687,0.047,0.2,0.753,-0.8687,,,,,0,1,1,1,1,False,Family Leisure,Economy Class,335,0
-0.8757,0.022,0.118,0.86,,0.6879,0.6879,0.6879,,1,0,0,0,1,True,Family Leisure,Premium Economy,518,0
0.9223,0.217,0.061,0.723,,,0.8921,0.8921,,1,1,0,0,1,True,Couple Leisure,Economy Class,370,1
0.9505,0.145,0.011,0.843,0.9847,0.9847,0.9847,,,0,0,0,1,1,False,Family Leisure,Premium Economy,882,1
0.9039,0.23,0.023,0.747,,,,,,1,1,1,1,1,True,Couple Leisure,Economy Class,336,1
0.8191,0.12,0.049,0.831,,0.7157,0.7157,0.7157,,1,0,0,0,1,True,Business,Business Class,649,1
0.9034,0.109,0.05,0.841,0.9444,0.9444,0.9444,,0.9444,0,0,0,1,0,True,Couple Leisure,Business Class,804,1
0.9501,0.245,0.0,0.755,0.9501,,0.9501,,,0,1,0,1,1,True,Solo Leisure,Economy Class,325,1
0.9649,0.153,0.013,0.834,,0.9738,0.9738,0.9738,,1,0,0,0,1,True,Solo Leisure,Premium Economy,801,1
0.8363,0.112,0.057,0.831,0.9118,0.9118,0.9118,0.9118,,0,0,0,0,1,True,Solo Leisure,Premium Economy,860,1
0.9818,0.239,0.0,0.761,,0.9666,0.9666,0.9666,0.9666,1,0,0,0,0,True,Couple Leisure,Business Class,552,1
0.8656,0.084,0.0,0.916,0.8999,,0.8999,0.8999,,0,1,0,0,1,True,Solo Leisure,Premium Economy,561,1
0.9263,0.117,0.023,0.859,0.9677,0.9677,0.9677,0.9677,0.9677,0,0,0,0,0,True,Solo Leisure,Premium Economy,928,1
-0.8572,0.026,0.114,0.86,-0.967,-0.967,-0.967,,,0,0,0,1,1,True,Solo Leisure,Business Class,684,0
0.9844,0.198,0.032,0.77,,,0.9623,0.9623,,1,1,0,0,1,False,Solo Leisure,Business Class,634,1
0.9913,0.285,0.0,0.715,0.9908,0.9908,0.9908,0.9908,,0,0,0,0,1,True,Solo Leisure,Economy Class,664,1
0.8979,0.181,0.04,0.779,,,,0.891,0.891,1,1,1,0,0,True,Family Leisure,Economy Class,374,1
0.9821,0.375,0.026,0.599,0.9716,0.9716,0.9716,,,0,0,0,1,1,False,Family Leisure,Economy Class,251,1
0.0392,0.138,0.155,0.708,,,0.34,0.34,,1,1,0,0,1,True,Couple Leisure,Economy Class,464,0
0.9485,0.16,0.036,0.804,,,,0.9571,,1,1,1,0,1,False,Solo Leisure,Economy Class,544,1
0.9863,0.437,0.0,0.563,,,,0.9851,,1,1,1,0,1,False,Solo Leisure,Economy Class,283,1
0.8856,0.167,0.082,0.752,,,,0.8689,,1,1,1,0,1,True,Solo Leisure,Premium Economy,568,1
-0.25,0.037,0.048,0.915,-0.4588,-0.4588,,,-0.4588,0,0,1,1,0,True,Solo Leisure,Premium Economy,434,0
0.5256,0.155,0.07,0.775,,,0.4703,0.4703,,1,1,0,0,1,True,Solo Leisure,Economy Class,256,1
0.8352,0.152,0.019,0.828,0.9562,0.9562,0.9562,0.9562,,0,0,0,0,1,True,Solo Leisure,Economy Class,376,1
0.7003,0.149,0.0,0.851,0.7003,0.7003,0.7003,0.7003,0.7003,0,0,0,0,0,True,Solo Leisure,Economy Class,170,1
-0.8222,0.029,0.129,0.842,-0.7013,,-0.7013,,,0,1,0,1,1,True,Couple Leisure,Economy Class,415,0
0.9784,0.128,0.021,0.851,,,0.9792,0.9792,,1,1,0,0,1,True,Couple Leisure,Economy Class,1154,1
0.9846,0.297,0.062,0.641,,0.9814,0.9814,,,1,0,0,1,1,False,Solo Leisure,Economy Class,520,1
0.9929,0.332,0.0,0.668,,0.9906,0.9906,,,1,0,0,1,1,True,Family Leisure,Economy Class,568,1
0.988,0.234,0.013,0.752,,0.9821,0.9821,,0.9821,1,0,0,1,0,True,Couple Leisure,Economy Class,709,1
0.9971,0.262,0.024,0.714,0.9943,0.9943,0.9943,0.9943,,0,0,0,0,1,True,Family Leisure,Economy Class,1153,1
0.9903,0.132,0.021,0.846,,0.9913,0.9913,,,1,0,0,1,1,True,Solo Leisure,Business Class,1672,1
0.6997,0.081,0.065,0.854,0.8655,0.8655,0.8655,0.8655,0.8655,0,0,0,0,0,True,Solo Leisure,Premium Economy,1859,1
0.6378,0.094,0.068,0.839,0.6705,0.6705,0.6705,,,0,0,0,1,1,True,Solo Leisure,Economy Class,548,0
0.9409,0.133,0.094,0.772,0.9764,0.9764,0.9764,0.9764,0.9764,0,0,0,0,0,True,Solo Leisure,Premium Economy,1523,1
0.9704,0.195,0.022,0.783,0.9801,0.9801,0.9801,,,0,0,0,1,1,True,Solo Leisure,Business Class,522,1
0.9784,0.248,0.045,0.707,0.9839,0.9839,0.9839,,,0,0,0,1,1,True,Solo Leisure,Economy Class,600,1
0.9919,0.179,0.023,0.798,0.9904,,0.9904,0.9904,,0,1,0,0,1,True,Solo Leisure,Economy Class,1314,1
0.9981,0.141,0.017,0.842,0.9968,0.9968,0.9968,0.9968,0.9968,0,0,0,0,0,True,Family Leisure,Economy Class,3495,1
0.9899,0.111,0.004,0.885,0.9831,0.9831,0.9831,0.9831,0.9831,0,0,0,0,0,True,Family Leisure,Premium Economy,1746,1
0.9908,0.093,0.031,0.876,0.9942,0.9942,0.9942,0.9942,0.9942,0,0,0,0,0,True,Family Leisure,Economy Class,2847,1
0.9817,0.225,0.043,0.732,0.9882,0.9882,0.9882,,,0,0,0,1,1,True,Solo Leisure,Economy Class,820,1
0.9965,0.263,0.054,0.683,0.9964,0.9964,0.9964,,0.9964,0,0,0,1,0,True,Family Leisure,Economy Class,1382,1
0.8864,0.176,0.0,0.824,,0.9563,0.9563,,0.9563,1,0,0,1,0,True,Couple Leisure,Business Class,338,1
0.9814,0.216,0.013,0.77,,0.9891,0.9891,,0.9891,1,0,0,1,0,True,Solo Leisure,Economy Class,777,1
0.9864,0.217,0.03,0.753,0.9881,,0.9881,,,0,1,0,1,1,True,Couple Leisure,Business Class,951,1
0.9402,0.182,0.034,0.784,0.9468,,0.9468,0.9468,,0,1,0,0,1,True,Solo Leisure,Economy Class,469,1
0.8271,0.182,0.0,0.818,,,0.8271,,,1,1,0,1,1,True,Solo Leisure,Economy Class,233,1
0.9948,0.28,0.027,0.693,0.9948,0.9948,0.9948,0.9948,0.9948,0,0,0,0,0,False,Family Leisure,Economy Class,908,1
0.9804,0.233,0.07,0.697,0.994,0.994,0.994,,,0,0,0,1,1,True,Family Leisure,Economy Class,593,1
0.901,0.111,0.01,0.88,0.9712,0.9712,0.9712,,0.9712,0,0,0,1,0,True,Business,Premium Economy,730,1
0.9794,0.224,0.021,0.755,,,0.9794,0.9794,,1,1,0,0,1,True,Couple Leisure,Economy Class,610,1
0.3612,0.08,0.085,0.834,0.7964,0.7964,0.7964,0.7964,0.7964,0,0,0,0,0,True,Family Leisure,Economy Class,1455,0
-0.6959,0.048,0.064,0.888,,0.7506,0.7506,0.7506,0.7506,1,0,0,0,0,True,Couple Leisure,Economy Class,1146,0
0.9839,0.47,0.0,0.53,,0.9839,0.9839,,,1,0,0,1,1,True,Family Leisure,Economy Class,203,1
0.9582,0.158,0.074,0.768,0.9865,0.9865,0.9865,,0.9865,0,0,0,1,0,True,Solo Leisure,First Class,1160,1
0.8996,0.201,0.067,0.732,0.9531,0.9531,0.9531,,,0,0,0,1,1,True,Solo Leisure,Business Class,342,1
0.8693,0.128,0.052,0.82,0.9281,0.9281,0.9281,0.9281,,0,0,0,0,1,True,Solo Leisure,Business Class,657,1
0.1118,0.051,0.048,0.901,,0.8807,0.8807,0.8807,0.8807,1,0,0,0,0,True,Family Leisure,Economy Class,754,0
0.9864,0.218,0.0,0.782,0.9864,0.9864,0.9864,,,0,0,0,1,1,False,Solo Leisure,Economy Class,717,1
0.9651,0.243,0.031,0.727,,0.9651,0.9651,,,1,0,0,1,1,False,Couple Leisure,Economy Class,467,1
-0.9331,0.012,0.117,0.871,,,-0.7351,-0.7351,,1,1,0,0,1,True,Couple Leisure,Economy Class,772,0
-0.1179,0.074,0.104,0.823,,,,,,1,1,1,1,1,True,Solo Leisure,Business Class,360,0
-0.1531,0.0,0.014,0.986,-0.1027,,,,,0,1,1,1,1,True,Solo Leisure,Economy Class,542,0
0.9265,0.269,0.066,0.665,,0.9265,,0.9265,,1,0,1,0,1,True,Solo Leisure,Economy Class,284,1
0.6775,0.195,0.126,0.679,0.8593,0.8593,0.8593,,0.8593,0,0,0,1,0,True,Couple Leisure,Economy Class,394,1
0.9572,0.101,0.025,0.874,0.9677,0.9677,0.9677,0.9677,0.9677,0,0,0,0,0,True,Couple Leisure,Economy Class,1612,1
0.8247,0.04,0.016,0.944,,,0.8126,0.8126,,1,1,0,0,1,True,Business,Economy Class,1780,0
-0.8377,0.035,0.079,0.885,,,-0.4367,-0.4367,,1,1,0,0,1,True,Family Leisure,Economy Class,1075,0
0.6486,0.09,0.025,0.885,,,0.6597,0.6597,,1,1,0,0,1,True,Business,Business Class,297,0
